"New 96DF.spc - RawData"
"Wavelength nm.","Abs."
450.00,0.028
450.50,0.028
451.00,0.028
451.50,0.028
452.00,0.028
452.50,0.028
453.00,0.028
453.50,0.028
454.00,0.028
454.50,0.028
455.00,0.028
455.50,0.028
456.00,0.028
456.50,0.028
457.00,0.028
457.50,0.029
458.00,0.029
458.50,0.029
459.00,0.029
459.50,0.029
460.00,0.029
460.50,0.029
461.00,0.029
461.50,0.029
462.00,0.029
462.50,0.029
463.00,0.029
463.50,0.029
464.00,0.029
464.50,0.029
465.00,0.029
465.50,0.029
466.00,0.029
466.50,0.029
467.00,0.029
467.50,0.029
468.00,0.029
468.50,0.029
469.00,0.029
469.50,0.029
470.00,0.029
470.50,0.029
471.00,0.029
471.50,0.029
472.00,0.029
472.50,0.029
473.00,0.029
473.50,0.029
474.00,0.029
474.50,0.029
475.00,0.028
475.50,0.028
476.00,0.028
476.50,0.028
477.00,0.028
477.50,0.028
478.00,0.028
478.50,0.028
479.00,0.028
479.50,0.027
480.00,0.027
480.50,0.027
481.00,0.027
481.50,0.027
482.00,0.027
482.50,0.027
483.00,0.027
483.50,0.027
484.00,0.026
484.50,0.026
485.00,0.026
485.50,0.026
486.00,0.026
486.50,0.026
487.00,0.026
487.50,0.026
488.00,0.026
488.50,0.026
489.00,0.026
489.50,0.026
490.00,0.026
490.50,0.026
491.00,0.026
491.50,0.025
492.00,0.025
492.50,0.025
493.00,0.025
493.50,0.025
494.00,0.025
494.50,0.025
495.00,0.025
495.50,0.025
496.00,0.025
496.50,0.025
497.00,0.025
497.50,0.025
498.00,0.025
498.50,0.025
499.00,0.025
499.50,0.025
500.00,0.025
500.50,0.025
501.00,0.025
501.50,0.025
502.00,0.025
502.50,0.026
503.00,0.026
503.50,0.026
504.00,0.026
504.50,0.026
505.00,0.026
505.50,0.026
506.00,0.026
506.50,0.026
507.00,0.026
507.50,0.026
508.00,0.026
508.50,0.026
509.00,0.026
509.50,0.026
510.00,0.026
510.50,0.026
511.00,0.026
511.50,0.026
512.00,0.026
512.50,0.026
513.00,0.026
513.50,0.026
514.00,0.026
514.50,0.026
515.00,0.026
515.50,0.026
516.00,0.026
516.50,0.026
517.00,0.026
517.50,0.026
518.00,0.026
518.50,0.026
519.00,0.026
519.50,0.026
520.00,0.026
520.50,0.026
521.00,0.026
521.50,0.026
522.00,0.026
522.50,0.026
523.00,0.026
523.50,0.026
524.00,0.026
524.50,0.026
525.00,0.026
525.50,0.026
526.00,0.026
526.50,0.026
527.00,0.026
527.50,0.026
528.00,0.026
528.50,0.026
529.00,0.026
529.50,0.025
530.00,0.025
530.50,0.025
531.00,0.025
531.50,0.025
532.00,0.025
532.50,0.025
533.00,0.025
533.50,0.025
534.00,0.025
534.50,0.025
535.00,0.025
535.50,0.025
536.00,0.025
536.50,0.025
537.00,0.025
537.50,0.025
538.00,0.025
538.50,0.025
539.00,0.025
539.50,0.025
540.00,0.025
540.50,0.025
541.00,0.025
541.50,0.025
542.00,0.025
542.50,0.025
543.00,0.025
543.50,0.025
544.00,0.025
544.50,0.025
545.00,0.025
545.50,0.025
546.00,0.025
546.50,0.025
547.00,0.025
547.50,0.025
548.00,0.025
548.50,0.025
549.00,0.025
549.50,0.025
550.00,0.025
550.50,0.025
551.00,0.025
551.50,0.026
552.00,0.026
552.50,0.026
553.00,0.026
553.50,0.026
554.00,0.026
554.50,0.026
555.00,0.026
555.50,0.026
556.00,0.026
556.50,0.026
557.00,0.027
557.50,0.027
558.00,0.027
558.50,0.027
559.00,0.027
559.50,0.027
560.00,0.027
560.50,0.028
561.00,0.028
561.50,0.028
562.00,0.028
562.50,0.028
563.00,0.028
563.50,0.029
564.00,0.029
564.50,0.029
565.00,0.029
565.50,0.030
566.00,0.030
566.50,0.030
567.00,0.030
567.50,0.030
568.00,0.030
568.50,0.030
569.00,0.031
569.50,0.031
570.00,0.031
570.50,0.031
571.00,0.031
571.50,0.031
572.00,0.031
572.50,0.031
573.00,0.032
573.50,0.032
574.00,0.032
574.50,0.032
575.00,0.032
575.50,0.032
576.00,0.032
576.50,0.032
577.00,0.032
577.50,0.032
578.00,0.032
578.50,0.032
579.00,0.032
579.50,0.032
580.00,0.032
580.50,0.032
581.00,0.032
581.50,0.033
582.00,0.033
582.50,0.033
583.00,0.033
583.50,0.033
584.00,0.033
584.50,0.033
585.00,0.033
585.50,0.033
586.00,0.032
586.50,0.032
587.00,0.032
587.50,0.032
588.00,0.032
588.50,0.032
589.00,0.032
589.50,0.032
590.00,0.032
590.50,0.032
591.00,0.032
591.50,0.032
592.00,0.032
592.50,0.032
593.00,0.032
593.50,0.032
594.00,0.031
594.50,0.031
595.00,0.031
595.50,0.031
596.00,0.031
596.50,0.031
597.00,0.031
597.50,0.031
598.00,0.030
598.50,0.030
599.00,0.030
599.50,0.030
600.00,0.030
600.50,0.030
601.00,0.030
601.50,0.030
602.00,0.029
602.50,0.029
603.00,0.029
603.50,0.029
604.00,0.029
604.50,0.029
605.00,0.029
605.50,0.029
606.00,0.028
606.50,0.028
607.00,0.028
607.50,0.028
608.00,0.028
608.50,0.028
609.00,0.028
609.50,0.027
610.00,0.027
610.50,0.027
611.00,0.027
611.50,0.027
612.00,0.027
612.50,0.027
613.00,0.027
613.50,0.026
614.00,0.026
614.50,0.026
615.00,0.026
615.50,0.026
616.00,0.026
616.50,0.026
617.00,0.026
617.50,0.025
618.00,0.025
618.50,0.025
619.00,0.025
619.50,0.025
620.00,0.025
620.50,0.025
621.00,0.025
621.50,0.025
622.00,0.025
622.50,0.025
623.00,0.025
623.50,0.024
624.00,0.024
624.50,0.024
625.00,0.024
625.50,0.024
626.00,0.024
626.50,0.024
627.00,0.024
627.50,0.024
628.00,0.024
628.50,0.024
629.00,0.024
629.50,0.024
630.00,0.024
630.50,0.024
631.00,0.024
631.50,0.024
632.00,0.024
632.50,0.024
633.00,0.024
633.50,0.024
634.00,0.024
634.50,0.023
635.00,0.024
635.50,0.024
636.00,0.024
636.50,0.024
637.00,0.024
637.50,0.024
638.00,0.024
638.50,0.024
639.00,0.024
639.50,0.024
640.00,0.024
640.50,0.024
641.00,0.024
641.50,0.024
642.00,0.024
642.50,0.024
643.00,0.024
643.50,0.024
644.00,0.024
644.50,0.024
645.00,0.024
645.50,0.024
646.00,0.024
646.50,0.024
647.00,0.024
647.50,0.024
648.00,0.024
648.50,0.024
649.00,0.024
649.50,0.025
650.00,0.025
650.50,0.025
651.00,0.025
651.50,0.025
652.00,0.025
652.50,0.025
653.00,0.025
653.50,0.025
654.00,0.025
654.50,0.025
655.00,0.025
655.50,0.025
656.00,0.025
656.50,0.025
657.00,0.025
657.50,0.025
658.00,0.025
658.50,0.025
659.00,0.025
659.50,0.025
660.00,0.025
660.50,0.025
661.00,0.025
661.50,0.025
662.00,0.026
662.50,0.026
663.00,0.026
663.50,0.026
664.00,0.026
664.50,0.026
665.00,0.026
665.50,0.026
666.00,0.026
666.50,0.026
667.00,0.026
667.50,0.026
668.00,0.026
668.50,0.026
669.00,0.026
669.50,0.026
670.00,0.026
670.50,0.026
671.00,0.026
671.50,0.025
672.00,0.025
672.50,0.025
673.00,0.025
673.50,0.025
674.00,0.025
674.50,0.025
675.00,0.025
675.50,0.025
676.00,0.025
676.50,0.025
