"Original 6DF.spc - RawData"
"Wavelength nm.","Abs."
450.00,0.066
450.50,0.066
451.00,0.066
451.50,0.066
452.00,0.066
452.50,0.066
453.00,0.066
453.50,0.066
454.00,0.066
454.50,0.066
455.00,0.066
455.50,0.066
456.00,0.067
456.50,0.067
457.00,0.067
457.50,0.067
458.00,0.067
458.50,0.067
459.00,0.067
459.50,0.067
460.00,0.068
460.50,0.068
461.00,0.068
461.50,0.068
462.00,0.068
462.50,0.068
463.00,0.068
463.50,0.069
464.00,0.069
464.50,0.069
465.00,0.069
465.50,0.069
466.00,0.069
466.50,0.069
467.00,0.069
467.50,0.069
468.00,0.069
468.50,0.069
469.00,0.069
469.50,0.069
470.00,0.069
470.50,0.069
471.00,0.069
471.50,0.068
472.00,0.068
472.50,0.068
473.00,0.068
473.50,0.068
474.00,0.068
474.50,0.067
475.00,0.067
475.50,0.067
476.00,0.067
476.50,0.066
477.00,0.066
477.50,0.066
478.00,0.066
478.50,0.065
479.00,0.065
479.50,0.065
480.00,0.065
480.50,0.064
481.00,0.064
481.50,0.064
482.00,0.063
482.50,0.063
483.00,0.063
483.50,0.063
484.00,0.062
484.50,0.062
485.00,0.062
485.50,0.062
486.00,0.061
486.50,0.061
487.00,0.061
487.50,0.061
488.00,0.061
488.50,0.060
489.00,0.060
489.50,0.060
490.00,0.060
490.50,0.060
491.00,0.060
491.50,0.060
492.00,0.060
492.50,0.059
493.00,0.059
493.50,0.059
494.00,0.059
494.50,0.059
495.00,0.059
495.50,0.059
496.00,0.059
496.50,0.059
497.00,0.059
497.50,0.059
498.00,0.059
498.50,0.059
499.00,0.059
499.50,0.059
500.00,0.059
500.50,0.060
501.00,0.060
501.50,0.060
502.00,0.060
502.50,0.060
503.00,0.060
503.50,0.060
504.00,0.060
504.50,0.060
505.00,0.060
505.50,0.061
506.00,0.061
506.50,0.061
507.00,0.061
507.50,0.061
508.00,0.061
508.50,0.061
509.00,0.061
509.50,0.061
510.00,0.061
510.50,0.062
511.00,0.062
511.50,0.062
512.00,0.062
512.50,0.062
513.00,0.062
513.50,0.062
514.00,0.062
514.50,0.062
515.00,0.062
515.50,0.062
516.00,0.062
516.50,0.062
517.00,0.062
517.50,0.062
518.00,0.062
518.50,0.062
519.00,0.062
519.50,0.062
520.00,0.062
520.50,0.062
521.00,0.062
521.50,0.062
522.00,0.062
522.50,0.062
523.00,0.062
523.50,0.062
524.00,0.062
524.50,0.062
525.00,0.061
525.50,0.061
526.00,0.061
526.50,0.061
527.00,0.061
527.50,0.061
528.00,0.061
528.50,0.061
529.00,0.061
529.50,0.061
530.00,0.060
530.50,0.060
531.00,0.060
531.50,0.060
532.00,0.060
532.50,0.060
533.00,0.060
533.50,0.060
534.00,0.060
534.50,0.059
535.00,0.059
535.50,0.059
536.00,0.059
536.50,0.059
537.00,0.059
537.50,0.059
538.00,0.059
538.50,0.059
539.00,0.059
539.50,0.059
540.00,0.059
540.50,0.059
541.00,0.059
541.50,0.059
542.00,0.059
542.50,0.059
543.00,0.059
543.50,0.059
544.00,0.059
544.50,0.059
545.00,0.059
545.50,0.059
546.00,0.059
546.50,0.059
547.00,0.059
547.50,0.059
548.00,0.059
548.50,0.059
549.00,0.059
549.50,0.059
550.00,0.060
550.50,0.060
551.00,0.060
551.50,0.060
552.00,0.060
552.50,0.060
553.00,0.061
553.50,0.061
554.00,0.061
