"Original 3DF.spc - RawData"
"Wavelength nm.","Abs."
450.00,0.124
450.50,0.124
451.00,0.125
451.50,0.125
452.00,0.125
452.50,0.125
453.00,0.125
453.50,0.125
454.00,0.125
454.50,0.125
455.00,0.126
455.50,0.126
456.00,0.126
456.50,0.126
457.00,0.127
457.50,0.127
458.00,0.127
458.50,0.127
459.00,0.127
459.50,0.128
460.00,0.128
460.50,0.128
461.00,0.128
461.50,0.129
462.00,0.129
462.50,0.129
463.00,0.129
463.50,0.130
464.00,0.130
464.50,0.130
465.00,0.130
465.50,0.130
466.00,0.130
466.50,0.130
467.00,0.130
467.50,0.130
468.00,0.130
468.50,0.130
469.00,0.130
469.50,0.130
470.00,0.130
470.50,0.130
471.00,0.130
471.50,0.129
472.00,0.129
472.50,0.129
473.00,0.129
473.50,0.128
474.00,0.128
474.50,0.128
475.00,0.127
475.50,0.127
476.00,0.126
476.50,0.126
477.00,0.125
477.50,0.125
478.00,0.124
478.50,0.124
479.00,0.123
479.50,0.123
480.00,0.122
480.50,0.122
481.00,0.121
481.50,0.121
482.00,0.120
482.50,0.120
483.00,0.119
483.50,0.119
484.00,0.118
484.50,0.118
485.00,0.117
485.50,0.117
486.00,0.117
486.50,0.116
487.00,0.116
487.50,0.115
488.00,0.115
488.50,0.115
489.00,0.115
489.50,0.115
490.00,0.114
490.50,0.114
491.00,0.114
491.50,0.114
492.00,0.113
492.50,0.113
493.00,0.113
493.50,0.113
494.00,0.113
494.50,0.113
495.00,0.113
495.50,0.113
496.00,0.113
496.50,0.113
497.00,0.113
497.50,0.113
498.00,0.113
498.50,0.113
499.00,0.113
499.50,0.113
500.00,0.113
500.50,0.113
501.00,0.114
501.50,0.114
502.00,0.114
502.50,0.114
503.00,0.114
503.50,0.115
504.00,0.115
504.50,0.115
505.00,0.115
505.50,0.115
506.00,0.116
506.50,0.116
507.00,0.116
507.50,0.116
508.00,0.116
508.50,0.117
509.00,0.117
509.50,0.117
510.00,0.117
510.50,0.117
511.00,0.118
511.50,0.118
512.00,0.118
512.50,0.118
513.00,0.118
513.50,0.118
514.00,0.118
514.50,0.118
515.00,0.118
515.50,0.118
516.00,0.118
516.50,0.118
517.00,0.119
517.50,0.119
518.00,0.119
518.50,0.118
519.00,0.118
519.50,0.118
520.00,0.118
520.50,0.118
521.00,0.118
521.50,0.118
522.00,0.118
522.50,0.118
523.00,0.118
523.50,0.118
524.00,0.118
524.50,0.117
525.00,0.117
525.50,0.117
526.00,0.117
526.50,0.117
527.00,0.117
527.50,0.116
528.00,0.116
528.50,0.116
529.00,0.116
529.50,0.116
530.00,0.115
530.50,0.115
531.00,0.115
531.50,0.115
532.00,0.115
532.50,0.114
533.00,0.114
533.50,0.114
534.00,0.114
534.50,0.114
535.00,0.114
535.50,0.114
536.00,0.113
536.50,0.113
537.00,0.113
537.50,0.113
538.00,0.113
538.50,0.113
539.00,0.113
539.50,0.113
540.00,0.113
540.50,0.112
541.00,0.112
541.50,0.112
542.00,0.112
542.50,0.112
543.00,0.112
543.50,0.112
544.00,0.113
544.50,0.113
545.00,0.113
545.50,0.113
546.00,0.113
546.50,0.113
547.00,0.113
547.50,0.113
548.00,0.113
548.50,0.114
549.00,0.114
549.50,0.114
550.00,0.114
550.50,0.115
551.00,0.115
551.50,0.115
552.00,0.115
552.50,0.116
553.00,0.116
553.50,0.116
554.00,0.117
554.50,0.117
555.00,0.118
555.50,0.118
556.00,0.119
556.50,0.119
557.00,0.120
557.50,0.120
558.00,0.121
558.50,0.121
559.00,0.122
559.50,0.123
560.00,0.123
560.50,0.124
561.00,0.125
561.50,0.126
562.00,0.126
562.50,0.127
563.00,0.128
563.50,0.129
564.00,0.130
564.50,0.131
565.00,0.131
565.50,0.132
566.00,0.133
566.50,0.134
567.00,0.135
567.50,0.136
568.00,0.137
568.50,0.137
569.00,0.138
569.50,0.139
570.00,0.140
570.50,0.140
571.00,0.141
571.50,0.142
572.00,0.142
572.50,0.143
573.00,0.143
573.50,0.144
574.00,0.144
574.50,0.145
575.00,0.145
575.50,0.146
576.00,0.146
576.50,0.146
577.00,0.147
577.50,0.147
578.00,0.147
578.50,0.148
579.00,0.148
579.50,0.148
580.00,0.148
580.50,0.148
581.00,0.148
581.50,0.148
582.00,0.149
582.50,0.149
583.00,0.149
583.50,0.149
584.00,0.149
584.50,0.148
585.00,0.148
585.50,0.148
586.00,0.148
586.50,0.148
587.00,0.148
587.50,0.148
588.00,0.147
588.50,0.147
589.00,0.147
589.50,0.147
590.00,0.146
590.50,0.146
591.00,0.146
591.50,0.145
592.00,0.145
592.50,0.145
593.00,0.144
593.50,0.144
594.00,0.144
594.50,0.143
595.00,0.143
595.50,0.142
596.00,0.142
596.50,0.141
597.00,0.141
597.50,0.140
598.00,0.139
598.50,0.139
599.00,0.138
599.50,0.138
600.00,0.137
600.50,0.136
601.00,0.136
601.50,0.135
602.00,0.134
602.50,0.134
603.00,0.133
603.50,0.132
604.00,0.132
604.50,0.131
605.00,0.130
605.50,0.130
606.00,0.129
606.50,0.128
607.00,0.128
607.50,0.127
608.00,0.126
608.50,0.125
609.00,0.125
609.50,0.124
610.00,0.123
610.50,0.123
611.00,0.122
611.50,0.121
612.00,0.121
612.50,0.120
613.00,0.119
613.50,0.119
614.00,0.118
614.50,0.117
615.00,0.117
615.50,0.116
616.00,0.115
616.50,0.115
617.00,0.114
617.50,0.114
618.00,0.113
618.50,0.113
619.00,0.112
619.50,0.112
620.00,0.111
620.50,0.111
621.00,0.110
621.50,0.110
622.00,0.109
622.50,0.109
623.00,0.109
623.50,0.108
624.00,0.108
624.50,0.107
625.00,0.107
625.50,0.107
626.00,0.106
626.50,0.106
627.00,0.106
627.50,0.106
628.00,0.105
628.50,0.105
