A	B
1486.66682	17.6284
1487.77015	17.00939
1488.8732	17.05988
1489.97596	17.16673
1491.07845	17.42461
1492.18065	16.94381
1493.28256	15.9035
1494.3842	15.48129
1495.48555	16.68889
1496.58662	17.70986
1497.68741	17.59608
1498.78791	16.68002
1499.88813	16.27523
1500.98808	17.30433
1502.08773	19.33891
1503.18711	20.65545
1504.28621	19.90836
1505.38502	18.07069
1506.48355	16.5622
1507.5818	16.12208
1508.67977	16.57055
1509.77746	17.18567
1510.87486	17.73269
1511.97198	18.73943
1513.06883	20.39187
1514.16539	21.80583
1515.26167	22.31811
1516.35766	22.96217
1517.45338	24.87268
1518.54882	27.66927
1519.64397	30.0999
1520.73885	31.45918
1521.83344	32.08541
1522.92775	32.14695
1524.02179	32.02803
1525.11554	31.72641
1526.20901	30.98573
1527.3022	29.41002
1528.39511	26.72866
1529.48774	23.7355
1530.58009	20.94676
1531.67216	18.92276
1532.76394	17.57169
1533.85545	18.26276
1534.94668	20.50382
1536.03763	22.51486
1537.1283	22.08328
1538.21869	20.896
1539.3088	20.25529
1540.39863	20.44436
1541.48818	19.77669
1542.57745	18.12465
1543.66644	16.34296
1544.75515	15.77565
1545.84358	16.55901
1546.93173	16.83804
1548.0196	15.84152
1549.1072	13.60182
1550.19451	11.40321
1551.28155	9.39627
1552.36831	8.54743
1553.45478	9.69452
1554.54098	12.38051
1555.6269	14.28297
1556.71254	13.5358
1557.79791	11.40941
1558.88299	9.58194
1559.9678	8.63617
1561.05232	7.49707
1562.13657	6.04678
1563.22054	5.37613
1564.30424	6.00604
1565.38765	6.13387
1566.47079	3.22718
1567.55364	-0.81069
1568.63622	-2.42497
1569.71853	-0.67411
1570.80055	0.8473
1571.8823	0.24695
1572.96376	-1.88515
1574.04495	-3.35699
1575.12587	-4.26888
1576.2065	-5.1661
1577.28686	-6.95866
1578.36694	-8.63892
1579.44675	-9.97506
1580.52627	-10.90017
1581.60552	-12.45207
1582.68449	-13.46971
1583.76319	-11.75033
1584.8416	-7.11739
1585.91975	-2.86382
1586.99761	-2.03025
1588.0752	-3.92087
1589.15251	-7.3908
1590.22954	-10.7653
1591.3063	-12.70772
1592.38278	-11.95579
1593.45898	-9.9042
1594.53491	-7.59096
1595.61056	-6.21021
1596.68593	-6.29538
1597.76103	-7.53278
1598.83585	-7.3889
1599.9104	-4.69357
1600.98467	-0.39323
1602.05866	3.30794
1603.13238	4.98242
1604.20582	4.09075
1605.27899	2.08986
1606.35188	1.48222
1607.4245	2.97482
1608.49684	4.57749
1609.5689	4.80126
1610.64069	4.40269
1611.7122	4.28321
1612.78344	4.16658
1613.8544	4.12317
1614.92509	4.89467
1615.9955	5.64743
1617.06564	5.52161
1618.1355	4.80174
1619.20509	5.67418
1620.2744	7.45136
1621.34344	8.69855
1622.4122	8.13604
1623.48069	7.97826
1624.5489	7.98101
1625.61684	7.59557
1626.6845	6.36008
1627.75189	6.24999
1628.81901	6.70642
1629.88585	6.82637
1630.95241	6.42378
1632.01871	6.39515
1633.08473	6.92216
1634.15047	7.24789
1635.21594	7.05555
1636.28114	6.70518
1637.34606	6.83592
1638.41071	7.28853
1639.47508	7.6504
1640.53918	8.24231
1641.60301	8.51626
1642.66657	8.87764
1643.72985	9.27458
1644.79285	9.78688
1645.85559	8.92716
1646.91805	7.75009
1647.98024	7.67154
1649.04215	9.03406
1650.10379	9.63981
1651.16516	8.13906
1652.22625	5.64412
1653.28708	4.66393
1654.34763	6.102
1655.4079	7.68491
1656.46791	7.2578
1657.52764	5.54687
1658.5871	5.25614
1659.64628	7.00114
1660.7052	8.88151
1661.76384	9.38431
1662.82221	8.84561
1663.8803	8.30824
1664.93813	8.58991
1665.99568	9.83651
1667.05296	10.44951
1668.10997	8.8999
1669.1667	6.90827
1670.22317	6.67917
1671.27936	8.07928
1672.33528	8.09268
1673.39093	5.46695
1674.44631	0.85293
1675.50141	-0.92681
1676.55625	1.56296
1677.61081	5.47978
1678.6651	6.54541
1679.71912	5.94342
1680.77287	5.13579
1681.82635	4.90835
1682.87955	5.29262
1683.93249	6.40383
1684.98515	7.09797
1686.03754	7.46599
1687.08967	7.59529
1688.14152	7.05598
1689.1931	6.22283
1690.24441	6.88062
1691.29545	8.37994
1692.34622	8.27106
1693.39671	6.14728
1694.44694	4.74255
1695.4969	5.32687
1696.54659	6.92478
1697.596	7.31073
1698.64515	6.1569
1699.69403	4.25218
1700.74263	3.68696
1701.79097	5.06708
1702.83904	6.86982
1703.88683	7.04137
1704.93436	5.77459
1705.98162	4.81935
1707.0286	4.12521
1708.07532	3.98599
1709.12177	4.59442
1710.16795	5.70923
1711.21385	5.25022
1712.25949	3.9386
1713.30486	2.96415
1714.34997	3.08359
1715.3948	3.82448
1716.43936	4.67544
1717.48365	4.8746
1718.52768	4.0147
1719.57143	3.01379
1720.61492	2.5261
1721.65814	3.29439
1722.70108	4.32947
1723.74377	4.37873
1724.78618	3.4177
1725.82832	3.03609
1726.87019	3.95196
1727.9118	5.47243
1728.95314	5.99817
1729.99421	4.57432
1731.03501	2.95292
1732.07554	3.1238
1733.1158	4.5205
1734.1558	4.91728
1735.19553	4.58973
1736.23499	3.44719
1737.27418	2.04649
1738.3131	1.06839
1739.35176	2.21954
1740.39015	4.24338
1741.42827	5.60373
1742.46613	5.59388
1743.50371	5.24589
1744.54103	5.05311
1745.57808	4.38465
1746.61486	2.84282
1747.65138	0.636
1748.68763	-1.30121
1749.72361	-2.40655
1750.75933	-1.68481
1751.79477	0.13028
1752.82996	1.99343
1753.86487	2.71609
1754.89952	2.7127
1755.9339	1.86919
1756.96801	0.58002
1758.00186	-0.76612
1759.03544	-1.61656
1760.06875	-1.20956
1761.1018	0.85546
1762.13458	3.35485
1763.16709	3.82302
1764.19934	2.60869
1765.23132	1.56361
1766.26304	1.35591
1767.29449	1.04512
1768.32567	0.45614
1769.35659	-0.91684
1770.38724	-2.58035
1771.41762	-3.16204
1772.44774	-1.79895
1773.47759	-0.17495
1774.50718	0.72576
1775.5365	0.81362
1776.56556	0.69529
1777.59435	0.65068
1778.62288	0.90013
1779.65114	0.24913
1780.67913	-1.24173
1781.70686	-1.57353
1782.73432	0.23336
1783.76152	1.68539
1784.78846	1.54365
1785.81513	1.2293
1786.84153	1.17342
1787.86767	-0.15213
1788.89354	-2.36206
1789.91915	-3.05979
1790.9445	-2.07732
1791.96957	-0.85506
1792.99439	-0.29869
1794.01894	-0.04605
1795.04323	-0.88811
1796.06725	-2.72774
1797.091	-3.95923
1798.1145	-3.64863
1799.13773	-2.75668
1800.16069	-2.35175
1801.18339	-1.94419
1802.20582	-2.04761
1803.228	-2.28753
1804.2499	-2.39995
1805.27155	-2.22008
1806.29293	-2.83061
1807.31404	-3.39984
1808.3349	-3.50261
1809.35549	-3.52157
1810.37581	-3.76984
1811.39587	-3.22414
1812.41567	-2.65864
1813.4352	-3.39202
1814.45448	-5.34219
1815.47348	-6.38463
1816.49223	-6.2786
1817.51071	-5.53297
1818.52893	-5.50371
1819.54688	-6.25477
1820.56458	-7.46859
1821.582	-7.1727
1822.59917	-5.57357
1823.61607	-4.3605
1824.63271	-5.1448
1825.64909	-6.42818
1826.66521	-6.68269
1827.68106	-6.15542
1828.69665	-6.29274
1829.71198	-7.01756
1830.72704	-7.03028
1831.74184	-6.43099
1832.75639	-6.46081
1833.77066	-7.11735
1834.78468	-7.18842
1835.79843	-6.45126
1836.81192	-6.46597
1837.82515	-7.61439
1838.83812	-8.99499
1839.85083	-8.60982
1840.86327	-7.39969
1841.87545	-6.90726
1842.88737	-7.62374
1843.89903	-7.41132
1844.91043	-6.51791
1845.92156	-5.89675
1846.93244	-6.44442
1847.94305	-7.6249
1848.9534	-9.30272
1849.96349	-9.77407
1850.97332	-9.11191
1851.98289	-8.75378
1852.99219	-9.49625
1854.00124	-9.52463
1855.01002	-8.63932
1856.01855	-8.66986
1857.02681	-9.54143
1858.03481	-9.55452
1859.04255	-8.79438
1860.05003	-9.49572
1861.05725	-11.00658
1862.06421	-11.09234
1863.07091	-9.97956
1864.07734	-9.89482
1865.08352	-10.9392
1866.08944	-10.82028
1867.09509	-9.14835
1868.10049	-7.48289
1869.10563	-7.67835
1870.1105	-8.70238
1871.11512	-9.2585
1872.11947	-8.65337
1873.12357	-7.99704
1874.1274	-7.7138
1875.13098	-7.78867
1876.1343	-7.75452
1877.13735	-7.48142
1878.14015	-7.23514
1879.14269	-7.52182
1880.14496	-9.18052
1881.14698	-11.71732
1882.14874	-13.24973
1883.15024	-12.15753
1884.15148	-9.41185
1885.15246	-6.94079
1886.15318	-6.57229
1887.15364	-7.92888
1888.15385	-9.31257
1889.15379	-9.02929
1890.15347	-8.53265
1891.1529	-8.70602
1892.15207	-9.13146
1893.15097	-9.31448
1894.14962	-9.39503
1895.14802	-8.80469
1896.14615	-7.27841
1897.14402	-6.52426
1898.14164	-6.67199
1899.13899	-7.61191
1900.13609	-9.04743
1901.13293	-10.84344
1902.12951	-11.13244
1903.12583	-9.32595
1904.1219	-6.67188
1905.11771	-4.98161
1906.11326	-4.8545
1907.10855	-5.47936
1908.10358	-5.61649
1909.09835	-5.22262
1910.09287	-5.08006
1911.08713	-6.1233
1912.08113	-8.1
1913.07488	-9.62374
1914.06836	-10.043
1915.06159	-9.9675
1916.05456	-10.90389
1917.04728	-11.14769
1918.03973	-10.07966
1919.03193	-7.62104
1920.02387	-5.7713
1921.01556	-4.47992
1922.00699	-4.92391
1922.99816	-6.70333
1923.98907	-7.86795
1924.97973	-6.56126
1925.97012	-4.11325
1926.96027	-3.32669
1927.95015	-4.54678
1928.93978	-6.21133
1929.92915	-6.5252
1930.91827	-5.68266
1931.90713	-4.72125
1932.89573	-4.20173
1933.88408	-4.00698
1934.87217	-3.79395
1935.86	-3.34636
1936.84758	-2.7815
1937.8349	-3.02707
1938.82196	-4.3409
1939.80877	-6.06574
1940.79532	-7.23995
1941.78162	-7.3917
1942.76766	-6.66031
1943.75344	-6.28426
1944.73897	-7.24705
1945.72424	-9.11171
1946.70926	-10.21429
1947.69402	-9.80563
1948.67853	-8.54596
1949.66278	-8.23432
1950.64677	-9.23721
1951.63051	-10.28325
1952.614	-10.2261
1953.59722	-10.23274
1954.5802	-11.15289
1955.56291	-12.26664
1956.54538	-13.06511
1957.52759	-13.67221
1958.50954	-13.754
1959.49123	-12.8281
1960.47268	-11.97164
1961.45387	-12.0783
1962.4348	-13.21574
1963.41548	-14.57257
1964.3959	-15.59429
1965.37607	-16.02607
1966.35598	-16.50876
1967.33564	-16.74915
1968.31505	-16.47727
1969.2942	-14.94901
1970.27309	-13.0047
1971.25173	-11.61677
1972.23012	-12.13283
1973.20826	-14.06146
1974.18613	-15.70648
1975.16376	-16.47022
1976.14113	-16.72613
1977.11825	-17.1999
1978.09511	-16.98343
1979.07172	-16.30393
1980.04807	-15.6605
1981.02418	-15.92676
1982.00002	-17.25734
1982.97562	-19.13608
1983.95096	-19.78549
1984.92604	-18.32079
1985.90088	-16.7543
1986.87546	-17.23085
1987.84978	-18.64692
1988.82386	-19.18075
1989.79768	-19.76049
1990.77124	-21.31431
1991.74456	-21.80925
1992.71762	-19.40517
1993.69043	-16.40148
1994.66298	-15.54086
1995.63528	-17.02568
1996.60733	-18.99851
1997.57913	-20.03362
1998.55067	-19.85835
1999.52196	-19.65561
2000.493	-20.52365
2001.46378	-21.12283
2002.43431	-20.28393
2003.40459	-18.49083
2004.37462	-17.57141
2005.3444	-17.7534
2006.31392	-18.80861
2007.28319	-19.86543
2008.25221	-21.00035
2009.22097	-22.0303
2010.18949	-23.22328
2011.15775	-23.47346
2012.12576	-22.76455
2013.09352	-21.14616
2014.06102	-20.02223
2015.02828	-19.9953
2015.99528	-20.8504
2016.96203	-21.04827
2017.92853	-20.2515
2018.89477	-20.32056
2019.86077	-21.80491
2020.82651	-23.37867
2021.79201	-23.08877
2022.75725	-21.74612
2023.72224	-20.36694
2024.68698	-20.02166
2025.65146	-20.45327
2026.6157	-21.18933
2027.57968	-21.14295
2028.54342	-20.27926
2029.5069	-19.4732
2030.47013	-19.65686
2031.43311	-20.41794
2032.39584	-21.11073
2033.35832	-21.22921
2034.32055	-21.53187
2035.28253	-21.90172
2036.24426	-22.15013
2037.20573	-21.1675
2038.16696	-20.09133
2039.12794	-19.99056
2040.08866	-21.29453
2041.04914	-22.17621
2042.00936	-21.52242
2042.96933	-19.81397
2043.92906	-19.14217
2044.88853	-20.69524
2045.84776	-23.45195
2046.80673	-25.07664
2047.76545	-24.87173
2048.72393	-24.2177
2049.68215	-24.23991
2050.64013	-24.52501
2051.59785	-24.27062
2052.55532	-24.35766
2053.51255	-25.12451
2054.46952	-26.00106
2055.42625	-25.14946
2056.38273	-23.06654
2057.33895	-21.5493
2058.29493	-21.84829
2059.25066	-22.38559
2060.20614	-21.60326
2061.16137	-21.07572
2062.11635	-21.86922
2063.07108	-22.79973
2064.02556	-21.93623
2064.97979	-21.66695
2065.93378	-23.27277
2066.88751	-25.65139
2067.841	-26.14445
2068.79424	-25.26781
2069.74722	-24.22272
2070.69996	-24.44837
2071.65246	-25.59714
2072.6047	-26.45919
2073.55669	-26.08165
2074.50844	-25.61815
2075.45994	-25.59105
2076.41119	-25.28735
2077.36219	-24.96299
2078.31294	-26.06712
2079.26344	-27.88917
2080.2137	-27.75198
2081.16371	-26.11372
2082.11347	-24.81987
2083.06298	-24.52255
2084.01224	-24.40572
2084.96126	-25.30206
2085.91003	-26.86592
2086.85855	-27.70591
2087.80682	-27.76619
2088.75484	-28.02081
2089.70262	-28.61556
2090.65015	-28.08633
2091.59743	-26.5538
2092.54447	-25.27185
2093.49125	-25.47782
2094.43779	-26.27066
2095.38409	-26.9087
2096.33013	-28.00242
2097.27593	-29.47283
2098.22148	-29.65348
2099.16678	-27.90957
2100.11184	-26.32092
2101.05665	-26.0633
2102.00121	-26.57408
2102.94553	-26.58002
2103.8896	-26.31811
2104.83342	-25.95095
2105.77699	-26.01799
2106.72032	-26.41364
2107.66341	-27.28061
2108.60624	-28.5099
2109.54883	-29.47968
2110.49117	-29.14629
2111.43327	-27.35643
2112.37512	-26.01487
2113.31672	-26.60307
2114.25808	-28.83929
2115.19919	-30.10664
2116.14005	-29.33939
2117.08067	-27.84518
2118.02105	-27.48801
2118.96117	-27.75988
2119.90105	-27.94582
2120.84069	-28.03802
2121.78008	-27.6703
2122.71922	-26.45767
2123.65812	-25.56381
2124.59677	-26.50848
2125.53518	-28.60226
2126.47334	-30.29605
2127.41125	-30.15048
2128.34892	-28.63062
2129.28635	-27.07577
2130.22352	-27.59735
2131.16046	-29.39567
2132.09715	-30.79012
2133.03359	-31.16125
2133.96979	-31.93824
2134.90574	-33.16829
2135.84145	-33.60286
2136.77691	-32.83893
2137.71213	-31.12104
2138.6471	-29.24791
2139.58183	-27.72771
2140.51631	-27.87247
2141.45055	-29.08103
2142.38454	-30.444
2143.31829	-30.58374
2144.2518	-30.26268
2145.18506	-29.9336
2146.11807	-30.29853
2147.05084	-30.38826
2147.98337	-30.20422
2148.91565	-29.83766
2149.84769	-30.46713
2150.77948	-31.60988
2151.71103	-32.84289
2152.64234	-33.1721
2153.5734	-33.42889
2154.50422	-33.54145
2155.43479	-33.56236
2156.36512	-33.06486
2157.2952	-32.69455
2158.22505	-32.40852
2159.15464	-31.74564
2160.084	-31.26819
2161.01311	-31.476
2161.94198	-32.6689
2162.8706	-33.63335
2163.79898	-33.95454
2164.72712	-33.33971
2165.65501	-32.68753
2166.58266	-32.3656
2167.51007	-32.46488
2168.43723	-32.40973
2169.36415	-32.08921
2170.29083	-31.95957
2171.21726	-33.08078
2172.14345	-34.6252
2173.0694	-34.63425
2173.9951	-32.60729
2174.92056	-30.5877
2175.84578	-30.08537
2176.77076	-30.6831
2177.69549	-31.58465
2178.61998	-31.97015
2179.54423	-31.85697
2180.46824	-31.61586
2181.392	-32.07925
2182.31552	-32.90106
2183.2388	-33.7193
2184.16183	-33.71987
2185.08463	-33.74746
2186.00718	-34.65775
2186.92949	-36.54669
2187.85156	-36.57637
2188.77338	-34.73307
2189.69496	-32.87258
2190.6163	-33.55756
2191.5374	-35.26509
2192.45826	-36.94855
2193.37887	-37.30822
2194.29925	-37.10795
2195.21938	-36.06022
2196.13927	-35.0296
2197.05891	-34.08336
2197.97832	-34.19017
2198.89748	-35.02635
2199.81641	-35.81974
2200.73509	-35.27869
2201.65353	-33.98129
2202.57173	-33.68333
2203.48969	-34.39859
2204.4074	-34.65206
2205.32488	-33.69634
2206.24211	-33.52229
2207.1591	-34.58487
2208.07586	-35.83666
2208.99237	-35.27992
2209.90864	-33.50443
2210.82467	-32.14942
2211.74045	-32.81301
2212.656	-34.1487
2213.57131	-34.4355
2214.48637	-33.95547
2215.4012	-35.19992
2216.31578	-37.15137
2217.23013	-37.51479
2218.14423	-36.25716
2219.05809	-36.13702
2219.97171	-36.55828
2220.8851	-35.77947
2221.79824	-34.19618
2222.71114	-33.5736
2223.6238	-33.89584
2224.53622	-34.49807
2225.4484	-35.52009
2226.36034	-36.86323
2227.27205	-37.86931
2228.18351	-38.44846
2229.09473	-38.64892
2230.00571	-38.40291
2230.91645	-37.52163
2231.82695	-36.09682
2232.73721	-35.24422
2233.64724	-35.94091
2234.55702	-37.93557
2235.46656	-38.66086
2236.37587	-38.22238
2237.28493	-37.45246
2238.19376	-37.41912
2239.10234	-37.16035
2240.01069	-37.48667
2240.91879	-38.22492
2241.82666	-39.04841
2242.73429	-38.85531
2243.64168	-37.82615
2244.54883	-36.5933
2245.45574	-36.19627
2246.36241	-37.00889
2247.26885	-38.44188
2248.17504	-38.78064
2249.081	-37.41267
2249.98672	-35.6922
2250.89219	-35.59982
2251.79743	-36.25738
2252.70243	-36.33564
2253.6072	-35.97073
2254.51172	-36.89182
2255.41601	-38.88651
2256.32005	-40.4768
2257.22386	-40.31172
2258.12743	-39.41704
2259.03076	-39.17325
2259.93386	-39.7642
2260.83671	-39.87442
2261.73933	-39.52704
2262.64171	-39.10097
2263.54385	-38.7187
2264.44576	-38.40708
2265.34742	-39.25225
2266.24885	-40.83907
2267.15004	-41.65318
2268.05099	-40.82456
2268.95171	-39.88437
2269.85218	-39.65039
2270.75242	-40.20338
2271.65242	-40.59645
2272.55219	-40.67922
2273.45172	-40.18111
2274.351	-39.46858
2275.25006	-39.15874
2276.14887	-39.59242
2277.04745	-40.64015
2277.94579	-41.25387
2278.84389	-41.58725
2279.74176	-41.97268
2280.63938	-42.64445
2281.53678	-42.44384
2282.43393	-41.43371
2283.33085	-40.64779
2284.22753	-40.69367
2285.12397	-41.16869
2286.02018	-41.62529
2286.91615	-42.41878
2287.81188	-42.88366
2288.70738	-42.52148
2289.60264	-41.50524
2290.49766	-41.37814
2291.39245	-41.90277
2292.287	-42.47691
2293.18132	-42.71717
2294.07539	-43.25111
2294.96924	-43.19866
2295.86284	-42.84397
2296.75621	-42.90645
2297.64934	-44.30553
2298.54224	-45.30609
2299.4349	-44.96944
2300.32733	-43.55678
2301.21951	-43.33946
2302.11147	-44.28015
2303.00318	-44.98086
2303.89467	-44.31163
2304.78591	-43.85092
2305.67692	-44.14781
2306.56769	-44.46771
2307.45823	-43.76377
2308.34854	-43.03435
2309.2386	-43.12811
2310.12843	-44.042
2311.01803	-44.42114
2311.90739	-44.20778
2312.79652	-44.2006
2313.68541	-44.71514
2314.57406	-44.78531
2315.46248	-44.14952
2316.35067	-43.4827
2317.23862	-43.3022
2318.12633	-43.78522
2319.01381	-44.46132
2319.90105	-44.70692
2320.78806	-43.99396
2321.67484	-42.90833
2322.56138	-42.33048
2323.44768	-42.78742
2324.33375	-44.0478
2325.21959	-45.2861
2326.10519	-46.15046
2326.99056	-46.60217
2327.87569	-47.2701
2328.76059	-47.57625
2329.64525	-47.05917
2330.52968	-45.73852
2331.41387	-45.07409
2332.29783	-45.05795
2333.18156	-45.5256
2334.06505	-45.89313
2334.94831	-46.39122
2335.83133	-46.14257
2336.71412	-45.66116
2337.59668	-45.3556
2338.479	-45.95485
2339.36109	-46.70143
2340.24294	-47.58151
2341.12456	-48.04686
2342.00595	-47.6937
2342.8871	-46.12961
2343.76802	-45.08505
2344.6487	-45.93146
2345.52915	-47.68985
2346.40937	-47.59523
2347.28936	-45.32551
2348.16911	-42.76565
2349.04862	-41.82061
2349.92791	-42.72834
2350.80696	-45.06067
2351.68578	-47.5016
2352.56436	-48.95615
2353.44271	-48.81034
2354.32083	-47.68056
2355.19872	-46.6026
2356.07637	-46.36896
2356.95379	-46.72137
2357.83097	-46.56397
2358.70793	-45.91959
2359.58465	-45.43947
2360.46114	-45.91515
2361.33739	-46.54177
2362.21341	-47.20636
2363.0892	-47.8687
2363.96476	-48.21379
2364.84008	-46.95155
2365.71518	-45.25719
2366.59004	-45.25388
2367.46466	-47.13813
2368.33906	-48.19417
2369.21322	-47.8649
2370.08715	-47.65666
2370.96085	-48.70665
2371.83432	-49.61905
2372.70755	-50.02663
2373.58055	-50.82098
2374.45332	-51.92201
2375.32586	-51.79866
2376.19817	-50.37155
2377.07024	-49.701
2377.94208	-50.00872
2378.81369	-49.8898
2379.68507	-48.89308
2380.55622	-48.41076
2381.42713	-48.65868
2382.29782	-48.47425
2383.16827	-48.10803
2384.03849	-48.08118
2384.90848	-48.18803
2385.77824	-47.32716
2386.64776	-46.85601
2387.51706	-47.28154
2388.38612	-48.41156
2389.25495	-49.01459
2390.12355	-49.74049
2390.99192	-49.92666
2391.86006	-49.45887
2392.72797	-48.61857
2393.59565	-48.6726
2394.4631	-49.01849
2395.33031	-48.93509
2396.19729	-48.45706
2397.06405	-47.96032
2397.93057	-47.78538
2398.79686	-48.46857
2399.66292	-50.39521
2400.52875	-52.24599
2401.39435	-53.12058
2402.25972	-52.94257
2403.12486	-52.79173
2403.98977	-53.40275
2404.85445	-55.38062
2405.7189	-56.84492
2406.58312	-55.50647
2407.4471	-51.61109
2408.31086	-48.3411
2409.17439	-47.55429
2410.03768	-48.14121
2410.90075	-48.72817
2411.76359	-49.32816
2412.62619	-50.69799
2413.48857	-52.05406
2414.35072	-52.26795
2415.21263	-52.14829
2416.07432	-52.97375
2416.93578	-54.29056
2417.79701	-53.55619
2418.65801	-51.22868
2419.51877	-49.4543
2420.37931	-50.16276
2421.23962	-51.46599
2422.0997	-51.59712
2422.95955	-50.72865
2423.81917	-50.78013
2424.67857	-51.92871
2425.53773	-52.77956
2426.39666	-52.82924
2427.25536	-52.26588
2428.11384	-51.68459
2428.97209	-51.00426
2429.8301	-50.49002
2430.68789	-50.06445
2431.54545	-50.59945
2432.40278	-51.94746
2433.25988	-52.68681
2434.11675	-52.15954
2434.97339	-51.80394
2435.82981	-52.48677
2436.68599	-53.32934
2437.54195	-53.70656
2438.39768	-52.96765
2439.25318	-50.81663
2440.10845	-49.29604
2440.96349	-50.95361
2441.81831	-54.45461
2442.67289	-56.01678
2443.52725	-55.41573
2444.38138	-55.20973
2445.23528	-56.09683
2446.08895	-56.13026
2446.9424	-54.84515
2447.79562	-54.10583
2448.6486	-54.48084
2449.50137	-54.50697
2450.3539	-53.5586
2451.2062	-53.19785
2452.05828	-53.91706
2452.91013	-54.73071
2453.76175	-54.79519
2454.61314	-54.31953
2455.46431	-54.02643
2456.31525	-55.11695
2457.16596	-57.04529
2458.01644	-57.96958
2458.86669	-57.15588
2459.71672	-56.09559
2460.56652	-55.02498
2461.41609	-53.56717
2462.26544	-52.61668
2463.11456	-53.08077
2463.96345	-54.75148
2464.81211	-56.03941
2465.66055	-56.64551
2466.50876	-55.95469
2467.35674	-55.29544
2468.2045	-55.13054
2469.05202	-55.80464
2469.89933	-55.90281
2470.7464	-55.456
2471.59325	-55.20143
2472.43987	-55.66124
2473.28626	-55.63702
2474.13243	-54.63861
2474.97837	-54.07849
2475.82408	-54.79817
2476.66957	-55.84301
2477.51483	-56.40935
2478.35987	-56.56906
2479.20467	-56.24557
2480.04926	-55.72734
2480.89361	-55.70362
2481.73774	-55.5825
2482.58164	-54.71608
2483.42532	-53.67413
2484.26877	-54.02695
2485.11199	-55.95836
2485.95499	-58.79862
2486.79776	-59.90059
2487.64031	-58.49983
2488.48263	-56.25244
2489.32472	-56.55067
2490.16659	-58.14533
2491.00823	-58.71999
2491.84965	-57.29536
2492.69084	-56.41358
2493.5318	-56.52934
2494.37254	-57.18358
2495.21306	-57.52751
2496.05334	-58.24762
2496.89341	-59.06516
2497.73324	-59.45659
2498.57285	-59.0113
2499.41224	-58.37129
2500.2514	-57.97119
2501.09034	-57.51799
2501.92905	-57.00428
2502.76753	-57.36897
2503.60579	-58.92981
2504.44383	-60.1939
2505.28164	-59.72812
2506.11922	-58.34078
2506.95658	-57.81346
2507.79371	-58.72338
2508.63062	-59.57704
2509.46731	-59.71692
2510.30377	-59.59917
2511.14	-59.52463
2511.97601	-58.89325
2512.8118	-58.5643
2513.64736	-59.45743
2514.4827	-60.29465
2515.31781	-59.62234
2516.1527	-58.44092
2516.98736	-57.96757
2517.8218	-57.78043
2518.65601	-57.53194
2519.49	-58.37554
2520.32377	-59.755
2521.15731	-60.38131
2521.99062	-59.48075
2522.82372	-58.95251
2523.65659	-59.08741
2524.48923	-59.39475
2525.32165	-58.64171
2526.15385	-57.66102
2526.98582	-57.3393
2527.81757	-57.91729
2528.64909	-58.84918
2529.4804	-59.44452
2530.31147	-59.79346
2531.14233	-59.14697
2531.97296	-58.70765
2532.80336	-59.18293
2533.63354	-60.68372
2534.4635	-60.80918
2535.29324	-60.06243
2536.12275	-59.44699
2536.95204	-59.47322
2537.7811	-59.34987
2538.60995	-60.11382
2539.43856	-61.76874
2540.26696	-62.84989
2541.09513	-62.04398
2541.92308	-60.49971
2542.75081	-59.32419
2543.57831	-58.90883
2544.40559	-58.88416
2545.23264	-59.53083
2546.05948	-59.98449
2546.88609	-60.06047
2547.71248	-59.69459
2548.53864	-60.10051
2549.36458	-60.43027
2550.1903	-60.31019
2551.0158	-59.48612
2551.84107	-59.33887
2552.66613	-60.18885
2553.49095	-61.55592
2554.31556	-62.45767
2555.13995	-62.59105
2555.96411	-61.83842
2556.78805	-60.29077
2557.61176	-58.97848
2558.43526	-59.27213
2559.25853	-60.65948
2560.08158	-61.59491
2560.90441	-61.17867
2561.72701	-60.50834
2562.5494	-60.95239
2563.37156	-62.6612
2564.1935	-64.06905
2565.01521	-64.13404
2565.83671	-63.12431
2566.65798	-62.30939
2567.47903	-62.05883
2568.29986	-62.34508
2569.12047	-62.25167
2569.94086	-61.55234
2570.76102	-60.76721
2571.58097	-60.85165
2572.40069	-61.83983
2573.22019	-62.49672
2574.03947	-62.57078
2574.85852	-62.21614
2575.67736	-62.3984
2576.49597	-62.76093
2577.31437	-63.60932
2578.13254	-64.40676
2578.95049	-64.90732
2579.76822	-63.73388
2580.58573	-61.75238
2581.40301	-60.69483
2582.22008	-61.53807
2583.03692	-62.01387
2583.85355	-61.36221
2584.66995	-61.06403
2585.48613	-62.08482
2586.30209	-62.49667
2587.11783	-61.37774
2587.93335	-60.55193
2588.74865	-61.01408
2589.56373	-61.31391
2590.37859	-60.44494
2591.19322	-60.20635
2592.00764	-61.37732
2592.82183	-62.23273
2593.63581	-61.10461
2594.44956	-59.31262
2595.2631	-58.79937
2596.07641	-59.24663
2596.88951	-58.80067
2597.70238	-57.03637
2598.51503	-56.02793
2599.32746	-56.81594
2600.13968	-57.8691
2600.95167	-57.40669
2601.76344	-56.39521
2602.57499	-56.1914
2603.38633	-56.5282
2604.19744	-56.65448
2605.00833	-56.37164
2605.819	-55.50453
2606.62946	-53.35501
2607.43969	-51.15865
2608.2497	-50.00862
2609.0595	-49.83203
2609.86907	-49.17692
2610.67843	-48.81726
2611.48756	-49.28498
2612.29648	-50.00733
2613.10517	-50.0093
2613.91365	-49.75593
