LASERINDEX	WAVENUMBER	SPWNPOWER	SpWNQuant	SpQuantNorm	Wavelength	SpecWL	FluAbsRatio
	10807.62928	2.55473E-5	119024.40201	0.05153	925.2723	2.98405E-13	5.46294E-12
	10792.22485	2.59346E-5	121000.88136	0.05238	926.593	3.02065E-13	5.53108E-12
	10776.86195	2.58452E-5	120756.03704	0.05228	927.9139	3.00168E-13	5.48438E-12
	10761.54041	2.5707E-5	120281.11029	0.05207	929.235	2.97715E-13	5.41127E-12
	10746.26006	2.6002E-5	121834.68964	0.05274	930.5563	3.00277E-13	5.43784E-12
	10731.01959	2.67504E-5	125519.18881	0.05434	931.8779	3.08044E-13	5.593E-12
	10715.82114	2.80965E-5	132022.22996	0.05715	933.1996	3.22628E-13	5.87718E-12
	10700.66339	3.00042E-5	141186.0509	0.06112	934.5215	3.4356E-13	6.22822E-12
	10685.54617	3.22596E-5	152013.72949	0.06581	935.8436	3.68343E-13	6.60743E-12
	10670.4682	3.50835E-5	165554.37875	0.07167	937.166	3.99457E-13	7.08007E-12
	10655.43158	3.903E-5	184437.25702	0.07984	938.4885	4.4314E-13	7.76875E-12
	10640.43388	4.41915E-5	209122.12446	0.09053	939.8113	5.00331E-13	8.70618E-12
	10625.47722	5.06568E-5	240054.39258	0.10392	941.1342	5.71919E-13	9.87025E-12
	10610.55916	5.86526E-5	278336.22203	0.12049	942.4574	6.60334E-13	1.1253E-11
	10595.68069	6.77511E-5	321964.65226	0.13938	943.7808	7.60631E-13	1.27551E-11
	10580.84277	7.84653E-5	373403.45058	0.16165	945.1043	8.78453E-13	1.44681E-11
	10566.043	9.28825E-5	442631.69096	0.19162	946.4281	1.03695E-12	1.67588E-11
	10551.28234	1.11687E-4	532989.75918	0.23073	947.7521	1.24341E-12	1.96932E-11
	10536.56176	1.35137E-4	645797.36943	0.27957	949.0762	1.50028E-12	2.3217E-11
	10521.87888	1.63999E-4	784815.34739	0.33975	950.4006	1.81563E-12	2.74762E-11
	10507.23465	1.96307E-4	940737.59807	0.40725	951.7252	2.16727E-12	3.22556E-11
	10492.62893	2.31139E-4	1.1092E6	0.48017	953.05	2.54473E-12	3.72163E-11
	10478.06046	2.72225E-4	1.30818E6	0.56631	954.3751	2.98875E-12	4.2502E-11
	10463.5313	3.18767E-4	1.53396E6	0.66406	955.7003	3.49003E-12	4.80258E-11
	10449.04128	3.65694E-4	1.76223E6	0.76287	957.0256	3.99274E-12	5.33647E-11
	10434.58698	4.09875E-4	1.97787E6	0.85622	958.3513	4.46275E-12	5.79402E-11
	10420.17153	4.441E-4	2.14599E6	0.929	959.6771	4.82204E-12	6.07667E-11
	10405.7937	4.635E-4	2.24283E6	0.97093	961.0031	5.01881E-12	6.15458E-11
	10391.45332	4.73527E-4	2.29451E6	0.9933	962.3293	5.11325E-12	6.11479E-11
	10377.14919	4.76066E-4	2.30999E6	1	963.6558	5.12653E-12	5.98178E-11
	10362.8833	4.67634E-4	2.2722E6	0.98364	964.9824	5.02189E-12	5.71886E-11
	10348.65338	4.49203E-4	2.18565E6	0.94617	966.3093	4.81073E-12	5.34873E-11
	10334.46034	4.21738E-4	2.05483E6	0.88954	967.6364	4.50421E-12	4.88994E-11
	10320.30512	3.90754E-4	1.90648E6	0.82532	968.9636	4.16187E-12	4.4105E-11
	10306.18543	3.65935E-4	1.78783E6	0.77396	970.2911	3.88687E-12	4.0061E-11
	10292.10327	3.47409E-4	1.69964E6	0.73578	971.6187	3.68001E-12	3.67379E-11
	10278.05637	3.33156E-4	1.63214E6	0.70656	972.9466	3.51941E-12	3.39178E-11
	10264.04565	3.24444E-4	1.59163E6	0.68902	974.2747	3.41804E-12	3.17895E-11
	10250.07098	3.16518E-4	1.55487E6	0.67311	975.603	3.32547E-12	2.99528E-11
	10236.13222	3.07711E-4	1.51366E6	0.65527	976.9315	3.22415E-12	2.82018E-11
	10222.23026	3.03827E-4	1.49658E6	0.64787	978.2601	3.17481E-12	2.71872E-11
	10208.36185	3.0289E-4	1.49399E6	0.64675	979.5891	3.15643E-12	2.67032E-11
	10194.52998	3.00384E-4	1.48364E6	0.64227	980.9182	3.12184E-12	2.61527E-11
	10180.73347	2.96472E-4	1.46631E6	0.63477	982.2475	3.07286E-12	2.5612E-11
	10166.97218	2.87788E-4	1.42529E6	0.61701	983.577	2.97479E-12	2.48597E-11
	10153.24599	2.74119E-4	1.35942E6	0.5885	984.9067	2.82585E-12	2.37686E-11
	10139.55475	2.61282E-4	1.29751E6	0.5617	986.2366	2.68625E-12	2.28224E-11
	10125.89731	2.50231E-4	1.24431E6	0.53867	987.5668	2.56571E-12	2.213E-11
	10112.27558	2.38673E-4	1.18844E6	0.51448	988.8971	2.44063E-12	2.14612E-11
	10098.68842	2.26607E-4	1.12987E6	0.48912	990.2276	2.31102E-12	2.07303E-11
	10085.13569	2.13176E-4	1.06433E6	0.46075	991.5583	2.16821E-12	1.98272E-11
	10071.61624	1.99098E-4	995380.04609	0.4309	992.8893	2.0196E-12	1.88234E-11
	10058.13097	1.87766E-4	939985.32664	0.40692	994.2205	1.89956E-12	1.79583E-11
	10044.68075	1.78676E-4	895676.23757	0.38774	995.5518	1.80276E-12	1.72322E-11
	10031.26344	1.70698E-4	856827.7847	0.37092	996.8834	1.71767E-12	1.66951E-11
	10017.88092	1.64031E-4	824461.16732	0.35691	998.2151	1.64618E-12	1.63343E-11
	10004.53105	1.56199E-4	786142.67125	0.34032	999.5471	1.5634E-12	1.57915E-11
	9991.21772	1.47422E-4	742957.60578	0.32163	1000.879	1.47163E-12	1.51721E-11
	9977.92882	1.40982E-4	711449.38597	0.30799	1002.212	1.4036E-12	1.4797E-11
	9964.68516	1.36306E-4	688768.92676	0.29817	1003.544	1.35345E-12	1.45102E-11
	9951.4667	1.31927E-4	667526.95549	0.28897	1004.877	1.3065E-12	1.42589E-11
	9938.28326	1.28075E-4	648895.75507	0.28091	1006.21	1.26499E-12	1.41281E-11
	9925.13471	1.23471E-4	626395.87999	0.27117	1007.543	1.21629E-12	1.39263E-11
	9912.01108	1.18159E-4	600239.30377	0.25985	1008.877	1.16088E-12	1.35973E-11
	9898.93191	1.14795E-4	583922.83097	0.25278	1010.21	1.12486E-12	1.34514E-11
	9885.87743	1.13435E-4	577766.86999	0.25012	1011.544	1.10861E-12	1.35079E-11
	9872.85734	1.12601E-4	574275.61515	0.24861	1012.878	1.09756E-12	1.35951E-11
	9859.87151	1.12437E-4	574193.90479	0.24857	1014.212	1.09308E-12	1.37732E-11
	9846.91009	1.12022E-4	572827.90184	0.24798	1015.547	1.08618E-12	1.38548E-11
	9833.99237	1.10994E-4	568314.60904	0.24602	1016.881	1.07339E-12	1.3825E-11
	9821.09886	1.12306E-4	575786.88703	0.24926	1018.216	1.08323E-12	1.41454E-11
	9808.23912	1.16607E-4	598624.36282	0.25915	1019.551	1.12178E-12	1.48121E-11
	9795.40341	1.22362E-4	628992.32576	0.27229	1020.887	1.17406E-12	1.56245E-11
	9782.61082	1.29259E-4	665314.73191	0.28802	1022.222	1.237E-12	1.65605E-11
	9769.84206	1.35971E-4	700777.75052	0.30337	1023.558	1.29784E-12	1.73688E-11
	9757.10659	1.42357E-4	734647.88876	0.31803	1024.894	1.35526E-12	1.81133E-11
	9744.40428	1.51008E-4	780308.25487	0.3378	1026.23	1.43388E-12	1.92556E-11
	9731.73499	1.61752E-4	836913.30028	0.3623	1027.566	1.5319E-12	2.06698E-11
	9719.09861	1.7201E-4	891145.23375	0.38578	1028.902	1.62482E-12	2.19624E-11
	9706.48558	1.80648E-4	937113.90072	0.40568	1030.239	1.70199E-12	2.31524E-11
	9693.90525	1.85741E-4	964783.53438	0.41766	1031.576	1.74544E-12	2.4019E-11
	9681.35748	1.86467E-4	969810.45619	0.41983	1032.913	1.74773E-12	2.44129E-11
	9668.84216	1.86266E-4	970020.73093	0.41992	1034.25	1.74134E-12	2.47416E-11
	9656.34982	1.85925E-4	969495.34643	0.4197	1035.588	1.73366E-12	2.49844E-11
	9643.88973	1.83022E-4	955588.19279	0.41368	1036.926	1.70218E-12	2.48456E-11
	9631.46175	1.78E-4	930569.01116	0.40285	1038.264	1.65122E-12	2.44449E-11
	9619.06576	1.7073E-4	893712.64139	0.38689	1039.602	1.5797E-12	2.37926E-11
	9606.70164	1.61873E-4	848437.54748	0.36729	1040.94	1.4939E-12	2.29736E-11
	9594.36005	1.54479E-4	810726.90652	0.35097	1042.279	1.42201E-12	2.22333E-11
	9582.05932	1.48535E-4	780530.76713	0.33789	1043.617	1.36378E-12	2.16102E-11
	9569.78093	1.43392E-4	754470.76476	0.32661	1044.956	1.31319E-12	2.11383E-11
	9557.53397	1.39224E-4	733479.51497	0.31753	1046.295	1.27176E-12	2.07453E-11
	9545.3092	1.33926E-4	706473.11552	0.30583	1047.635	1.22024E-12	2.01521E-11
	9533.12475	1.27493E-4	673397.94204	0.29152	1048.974	1.15866E-12	1.93906E-11
	9520.9623	1.2306E-4	650812.35556	0.28174	1050.314	1.11552E-12	1.8988E-11
	9508.83085	1.20476E-4	637961.06415	0.27618	1051.654	1.08932E-12	1.90182E-11
	9496.73028	1.18029E-4	625801.3586	0.27091	1052.994	1.06448E-12	1.89778E-11
	9484.65146	1.15773E-4	614620.24471	0.26607	1054.335	1.04148E-12	1.86894E-11
	9472.61231	1.1234E-4	597151.34469	0.25851	1055.675	1.00803E-12	1.81943E-11
	9460.59473	1.07681E-4	573112.89698	0.2481	1057.016	9.63773E-13	1.75989E-11
	9448.60761	1.04693E-4	557919.70495	0.24152	1058.357	9.34662E-13	1.72217E-11
	9436.65082	1.03049E-4	549854.22688	0.23803	1059.698	9.17657E-13	1.70859E-11
	9424.71537	1.01407E-4	541777.07581	0.23454	1061.04	9.00751E-13	1.70557E-11
	9412.81894	1.00336E-4	536731.31792	0.23235	1062.381	8.88987E-13	1.71258E-11
	9400.94367	9.84842E-5	527492.19164	0.22835	1063.723	8.70381E-13	1.70018E-11
	9389.09832	9.52777E-5	510961.19146	0.2212	1065.065	8.39922E-13	1.65623E-11
	9377.28278	9.2996E-5	499353.5014	0.21617	1066.407	8.17746E-13	1.61826E-11
	9365.48818	9.20477E-5	494883.93857	0.21424	1067.75	8.07372E-13	1.60356E-11
	9353.73195	9.10445E-5	490105.36838	0.21217	1069.092	7.96569E-13	1.60837E-11
	9341.99648	8.96777E-5	483354.14667	0.20925	1070.435	7.82643E-13	1.61419E-11
	9330.29041	8.75766E-5	472621.6874	0.2046	1071.778	7.62392E-13	1.57705E-11
	9318.61365	8.49091E-5	458800.50031	0.19862	1073.121	7.37322E-13	1.51193E-11
	9306.95742	8.29313E-5	448674.35414	0.19423	1074.465	7.18346E-13	1.47591E-11
	9295.3303	8.17263E-5	442708.52368	0.19165	1075.809	7.06141E-13	1.46937E-11
	9283.74083	8.07744E-5	438098.04693	0.18965	1077.152	6.96177E-13	1.46884E-11
	9272.17162	7.97898E-5	433298.19987	0.18758	1078.496	6.85979E-13	1.46972E-11
	9260.62263	7.79254E-5	423700.94868	0.18342	1079.841	6.68281E-13	1.45797E-11
	9249.11093	7.53281E-5	410088.83737	0.17753	1081.185	6.44402E-13	1.41299E-11
	9237.61928	7.33329E-5	399723.29226	0.17304	1082.53	6.25776E-13	1.36524E-11
	9226.15615	7.2037E-5	393147.7997	0.17019	1083.875	6.13193E-13	1.3599E-11
	9214.72144	7.11296E-5	388676.94693	0.16826	1085.22	6.03969E-13	1.36615E-11
	9203.31503	7.038E-5	385057.87878	0.16669	1086.565	5.96126E-13	1.34775E-11
	9191.92838	6.87859E-5	376802.36445	0.16312	1087.911	5.81183E-13	1.32533E-11
	9180.5783	6.67855E-5	366296.41908	0.15857	1089.256	5.62888E-13	1.30299E-11
	9169.24781	6.56784E-5	360669.84554	0.15613	1090.602	5.52192E-13	1.27986E-11
	9157.94525	6.48405E-5	356507.85062	0.15433	1091.948	5.43804E-13	1.25631E-11
	9146.66215	6.37205E-5	350781.97926	0.15185	1093.295	5.33095E-13	1.22696E-11
	9135.41517	6.28522E-5	346428.18889	0.14997	1094.641	5.24538E-13	1.20836E-11
	9124.18749	6.16694E-5	340326.91639	0.14733	1095.988	5.13403E-13	1.18814E-11
	9112.98737	6.0006E-5	331554.29069	0.14353	1097.335	4.98329E-13	1.14915E-11
	9101.81472	5.9158E-5	327270.03222	0.14168	1098.682	4.90083E-13	1.12329E-11
	9090.66943	5.91546E-5	327652.58745	0.14184	1100.029	4.88855E-13	1.11365E-11
	9079.54315	5.93399E-5	329081.60619	0.14246	1101.377	4.89187E-13	1.09346E-11
	9068.44408	5.95663E-5	330741.25419	0.14318	1102.725	4.89853E-13	1.06842E-11
	9057.37211	5.93263E-5	329811.49077	0.14278	1104.073	4.86689E-13	1.05131E-11
	9046.32715	5.88963E-5	327821.01607	0.14191	1105.421	4.81984E-13	1.04233E-11
	9035.30908	5.95778E-5	332018.51524	0.14373	1106.769	4.86374E-13	1.05144E-11
	9024.30969	6.12061E-5	341508.47714	0.14784	1108.118	4.98451E-13	1.07431E-11
	9013.33703	6.28277E-5	350983.41648	0.15194	1109.467	5.10414E-13	1.09271E-11
	9002.39104	6.44799E-5	360650.86912	0.15613	1110.816	5.22564E-13	1.11116E-11
	8991.47159	6.57057E-5	367953.54811	0.15929	1112.165	5.31208E-13	1.1194E-11
	8980.5786	6.65393E-5	373073.55102	0.1615	1113.514	5.36644E-13	1.11259E-11
	8969.70393	6.80643E-5	382087.06578	0.16541	1114.864	5.47616E-13	1.11512E-11
	8958.85556	7.00934E-5	393954.03001	0.17054	1116.214	5.62578E-13	1.1214E-11
	8948.0334	7.22138E-5	406362.19404	0.17592	1117.564	5.78196E-13	1.1312E-11
	8937.23736	7.42709E-5	418443.02686	0.18115	1118.914	5.93233E-13	1.15212E-11
	8926.46733	7.5484E-5	425790.63941	0.18433	1120.264	6.0147E-13	1.15773E-11
	8915.71529	7.60958E-5	429759.45505	0.18604	1121.615	6.04886E-13	1.15343E-11
	8904.98911	7.71421E-5	436193.18803	0.18883	1122.966	6.11728E-13	1.16675E-11
	8894.28871	7.85104E-5	444464.12155	0.19241	1124.317	6.21083E-13	1.1855E-11
	8883.614	7.95903E-5	451118.88987	0.19529	1125.668	6.28115E-13	1.19051E-11
	8872.957	8.03592E-5	456024.38991	0.19741	1127.02	6.32663E-13	1.17884E-11
	8862.3334	8.02052E-5	455696.13238	0.19727	1128.371	6.29939E-13	1.15356E-11
	8851.72737	7.89591E-5	449153.46972	0.19444	1129.723	6.18669E-13	1.12652E-11
	8841.1467	7.81431E-5	445043.99469	0.19266	1131.075	6.10813E-13	1.11827E-11
	8830.59129	7.81581E-5	445661.55816	0.19293	1132.427	6.09472E-13	1.12053E-11
	8820.05327	7.80517E-5	445586.64914	0.1929	1133.78	6.07191E-13	1.11423E-11
	8809.54038	7.76272E-5	443691.91427	0.19208	1135.133	6.02449E-13	1.10893E-11
	8799.06026	7.63193E-5	436736.05771	0.18906	1136.485	5.90891E-13	1.09123E-11
	8788.5896	7.39931E-5	423928.54734	0.18352	1137.839	5.71517E-13	1.05116E-11
	8778.15153	7.21316E-5	413754.98159	0.17912	1139.192	5.55817E-13	1.01564E-11
	8767.73823	7.10359E-5	407953.97255	0.1766	1140.545	5.46076E-13	9.97009E-12
	8757.34194	6.97798E-5	401216.1356	0.17369	1141.899	5.35149E-13	9.81061E-12
	8746.97027	6.80638E-5	391813.66262	0.16962	1143.253	5.20753E-13	9.50154E-12
	8736.62314	6.58582E-5	379565.71939	0.16431	1144.607	5.02686E-13	9.10354E-12
	8726.30046	6.34248E-5	365973.74	0.15843	1145.961	4.82969E-13	8.77457E-12
	8715.99455	6.14601E-5	355056.42445	0.1537	1147.316	4.66904E-13	8.5021E-12
	8705.71295	5.98142E-5	345956.05299	0.14977	1148.671	4.53329E-13	8.26118E-12
	8695.45558	5.82731E-5	337439.9966	0.14608	1150.026	4.40608E-13	8.11363E-12
	8685.22235	5.71511E-5	331332.92311	0.14343	1151.381	4.31109E-13	8.02745E-12
	8675.01319	5.56353E-5	322924.5363	0.13979	1152.736	4.18688E-13	7.88759E-12
	8664.82048	5.34506E-5	310608.86617	0.13446	1154.092	4.01302E-13	7.64333E-12
	8654.65919	5.17009E-5	300794.07153	0.13021	1155.447	3.87256E-13	7.36546E-12
	8644.51423	5.03332E-5	293180.37014	0.12692	1156.803	3.76128E-13	7.12999E-12
	8634.39303	4.90243E-5	285891.16574	0.12376	1158.159	3.6549E-13	6.97143E-12
	8624.28807	4.80998E-5	280828.09353	0.12157	1159.516	3.57758E-13	6.91316E-12
	8614.21414	4.68349E-5	273762.8298	0.11851	1160.872	3.47537E-13	6.74552E-12
	8604.15632	4.48795E-5	262639.99996	0.1137	1162.229	3.3225E-13	6.41628E-12
	8594.12196	4.36224E-5	255581.08987	0.11064	1163.586	3.2219E-13	6.27244E-12
	8584.11098	4.33239E-5	254128.43136	0.11001	1164.943	3.19241E-13	6.35017E-12
	8574.11594	4.29312E-5	252118.14824	0.10914	1166.301	3.1561E-13	6.3943E-12
	8564.15149	4.21926E-5	248069.15998	0.10739	1167.658	3.0946E-13	6.33096E-12
	8554.20285	4.10805E-5	241811.68054	0.10468	1169.016	3.00604E-13	6.2004E-12
	8544.2773	3.97883E-5	234477.02503	0.10151	1170.374	2.90473E-13	6.0491E-12
	8534.37475	3.88887E-5	229441.94538	0.09933	1171.732	2.83248E-13	5.95449E-12
	8524.48787	3.83935E-5	226782.82582	0.09817	1173.091	2.78994E-13	5.92003E-12
	8514.63112	3.79448E-5	224391.926	0.09714	1174.449	2.75096E-13	5.90984E-12
	8504.7899	3.74248E-5	221572.96949	0.09592	1175.808	2.70699E-13	5.88813E-12
	8494.9714	3.66449E-5	217206.28418	0.09403	1177.167	2.64446E-13	5.77713E-12
	8485.17555	3.56455E-5	211526.71306	0.09157	1178.526	2.56642E-13	5.60757E-12
	8475.39508	3.49369E-5	207560.83356	0.08985	1179.886	2.5096E-13	5.48847E-12
	8465.63713	3.45036E-5	205222.7263	0.08884	1181.246	2.47277E-13	5.41877E-12
	8455.90878	3.42632E-5	204027.5769	0.08832	1182.605	2.4499E-13	5.37125E-12
	8446.18849	3.42486E-5	204175.12912	0.08839	1183.966	2.44323E-13	5.33022E-12
	8436.49764	3.38981E-5	202318.00956	0.08758	1185.326	2.41268E-13	5.27792E-12
	8426.829	3.30797E-5	197659.91601	0.08557	1186.686	2.34904E-13	5.23138E-12
	8417.17541	3.22679E-5	193030.05224	0.08356	1188.047	2.28614E-13	5.12753E-12
	8407.54392	3.15793E-5	189127.33511	0.08187	1189.408	2.23224E-13	4.99925E-12
	8397.93444	3.1296E-5	187645.09563	0.08123	1190.769	2.20716E-13	5.02939E-12
	8388.34691	3.13551E-5	188214.40695	0.08148	1192.13	2.20628E-13	5.12803E-12
	8378.77422	3.07092E-5	184548.03073	0.07989	1193.492	2.15591E-13	5.04445E-12
	8369.23036	2.97206E-5	178810.32939	0.07741	1194.853	2.08175E-13	4.93592E-12
	8359.70122	2.95551E-5	178017.101	0.07706	1196.215	2.06544E-13	4.93677E-12
	8350.19377	2.957E-5	178309.72774	0.07719	1197.577	2.06179E-13	4.93704E-12
	8340.70095	2.90656E-5	175467.9696	0.07596	1198.94	2.02202E-13	4.9559E-12
	8331.23664	2.84821E-5	172140.53112	0.07452	1200.302	1.97693E-13	4.96788E-12
	8321.78685	2.79042E-5	168839.35275	0.07309	1201.665	1.93243E-13	4.89764E-12
	8312.35848	2.70528E-5	163873.22756	0.07094	1203.028	1.86922E-13	4.74424E-12
	8302.95145	2.65938E-5	161275.71104	0.06982	1204.391	1.83335E-13	4.65464E-12
	8293.56569	2.68515E-5	163022.50885	0.07057	1205.754	1.84693E-13	4.69997E-12
	8284.19425	2.68945E-5	163468.56649	0.07077	1207.118	1.84571E-13	4.70147E-12
	8274.84398	2.65706E-5	161682.07049	0.06999	1208.482	1.81937E-13	4.62746E-12
	8265.51478	2.60595E-5	158750.95976	0.06872	1209.846	1.78035E-13	4.57337E-12
	8256.2066	2.53714E-5	154733.53022	0.06698	1211.21	1.72944E-13	4.5201E-12
	8246.91936	2.49849E-5	152547.8866	0.06604	1212.574	1.69926E-13	4.49281E-12
	8237.64621	2.49636E-5	152589.48732	0.06606	1213.939	1.694E-13	4.51869E-12
	8228.39388	2.47421E-5	151405.69963	0.06554	1215.304	1.6752E-13	4.50533E-12
	8219.16232	2.41894E-5	148189.81406	0.06415	1216.669	1.63411E-13	4.43585E-12
	8209.95145	2.35863E-5	144657.26691	0.06262	1218.034	1.5898E-13	4.32231E-12
	8200.76119	2.29624E-5	140988.48344	0.06103	1219.399	1.54428E-13	4.16841E-12
	8191.58478	2.25745E-5	138761.91541	0.06007	1220.765	1.51479E-13	4.07574E-12
	8182.43558	2.24787E-5	138327.85289	0.05988	1222.13	1.505E-13	4.0699E-12
	8173.30012	2.24166E-5	138099.62144	0.05978	1223.496	1.49749E-13	4.11535E-12
	8164.17836	2.22817E-5	137421.90885	0.05949	1224.863	1.48516E-13	4.11107E-12
	8155.08359	2.17367E-5	134210.07245	0.0581	1226.229	1.4456E-13	3.97278E-12
	8146.00243	2.09462E-5	129473.85882	0.05605	1227.596	1.38994E-13	3.81804E-12
	8136.94147	2.04679E-5	126658.21585	0.05483	1228.963	1.35518E-13	3.73625E-12
	8127.90064	2.02218E-5	125274.35528	0.05423	1230.33	1.33591E-13	3.72521E-12
	8118.87989	2.01241E-5	124807.44773	0.05403	1231.697	1.3265E-13	3.72981E-12
	8109.87913	2.01066E-5	124837.19195	0.05404	1233.064	1.32241E-13	3.73072E-12
	8100.89175	1.96838E-5	122348.10264	0.05296	1234.432	1.29174E-13	3.70108E-12
	8091.92426	1.88228E-5	117125.82416	0.0507	1235.8	1.2325E-13	3.55111E-12
	8082.9766	1.83882E-5	114548.48664	0.04959	1237.168	1.20139E-13	3.45286E-12
	8074.04872	1.85027E-5	115388.73291	0.04995	1238.536	1.20619E-13	3.51244E-12
	8065.13402	1.84038E-5	114899.03084	0.04974	1239.905	1.1971E-13	3.52716E-12
	8056.24548	1.80922E-5	113078.60108	0.04895	1241.273	1.17424E-13	3.43405E-12
	8047.37004	1.78302E-5	111563.89994	0.0483	1242.642	1.15469E-13	3.3191E-12
	8038.51413	1.76681E-5	110671.27766	0.04791	1244.011	1.14167E-13	3.21791E-12
	8029.67769	1.77522E-5	111320.4439	0.04819	1245.38	1.14459E-13	3.18929E-12
	8020.85422	1.78361E-5	111969.27598	0.04847	1246.75	1.14747E-13	3.20667E-12
	8012.05012	1.77081E-5	111288.46926	0.04818	1248.12	1.13674E-13	3.18224E-12
	8003.26533	1.76583E-5	111097.29535	0.04809	1249.49	1.13106E-13	3.14828E-12
	7994.49978	1.75326E-5	110427.4421	0.0478	1250.86	1.12055E-13	3.08026E-12
	7985.75342	1.72309E-5	108645.6238	0.04703	1252.23	1.09885E-13	2.99966E-12
	7977.02616	1.71472E-5	108236.50229	0.04686	1253.6	1.09113E-13	2.98576E-12
	7968.31162	1.72627E-5	109084.25284	0.04722	1254.971	1.09607E-13	2.98627E-12
	7959.61609	1.72325E-5	109012.64168	0.04719	1256.342	1.09177E-13	2.985E-12
	7950.93952	1.70684E-5	108092.2586	0.04679	1257.713	1.07902E-13	2.96731E-12
	7942.27554	1.69718E-5	107598.15694	0.04658	1259.085	1.07058E-13	2.90717E-12
	7933.63672	1.711E-5	108592.21882	0.04701	1260.456	1.07695E-13	2.90676E-12
	7925.01038	1.7271E-5	109733.49475	0.0475	1261.828	1.08472E-13	2.96488E-12
	7916.40279	1.71158E-5	108865.71675	0.04713	1263.2	1.07264E-13	2.95744E-12
	7907.81387	1.69417E-5	107875.05452	0.0467	1264.572	1.05942E-13	2.89021E-12
	7899.24357	1.68562E-5	107446.99979	0.04651	1265.944	1.05179E-13	2.8272E-12
	7890.6856	1.67373E-5	106804.81809	0.04624	1267.317	1.04211E-13	2.80505E-12
	7882.14615	1.67054E-5	106716.83328	0.0462	1268.69	1.03788E-13	2.81741E-12
	7873.62517	1.67604E-5	107184.299	0.0464	1270.063	1.03905E-13	2.81584E-12
	7865.12259	1.68007E-5	107558.29221	0.04656	1271.436	1.0393E-13	2.78051E-12
	7856.63835	1.6826E-5	107836.31877	0.04668	1272.809	1.03861E-13	2.791E-12
	7848.16624	1.68021E-5	107799.09134	0.04667	1274.183	1.0349E-13	2.83056E-12
	7839.71238	1.67116E-5	107334.45889	0.04647	1275.557	1.02711E-13	2.80744E-12
