A	B
70.19414	-44.07633
71.66022	-44.07634
73.12593	-44.07635
74.59126	-44.07636
76.05621	-44.07637
77.52078	-44.07638
78.98498	-44.07639
80.4488	-44.0764
81.91224	-44.07642
83.3753	-44.07643
84.83799	-44.07644
86.3003	-44.07645
87.76223	-44.07646
89.22379	-44.07647
90.68497	-44.07648
92.14577	-44.07649
93.6062	-44.0765
95.06625	-42.69996
96.52592	-59.72168
97.98522	-9.1275
99.44414	35.50495
100.90269	-47.59312
102.36086	-494.68965
103.81865	-1393.96644
105.27607	-2760.87584
106.73311	-3776.86882
108.18978	-3392.12524
109.64607	-1810.62219
111.10198	-463.67116
112.55752	-129.94889
114.01269	-200.64523
115.46748	-178.53402
116.9219	-81.14706
118.37594	-77.59006
119.82961	-85.53923
121.2829	-91.34458
122.73582	-87.6952
124.18836	-84.71103
125.64053	-84.44639
127.09232	-85.74114
128.54375	-83.62211
129.99479	-79.06351
131.44547	-76.50327
132.89577	-77.99003
134.34569	-81.40768
135.79525	-83.82459
137.24443	-83.85244
138.69323	-81.60905
140.14167	-79.27133
141.58973	-77.78524
143.03741	-77.47381
144.48473	-77.69165
145.93167	-77.77579
147.37824	-77.64513
148.82444	-77.38248
150.27026	-77.63727
151.71571	-77.83024
153.16079	-77.41051
154.6055	-75.40788
156.04984	-73.32986
157.4938	-72.59916
158.93739	-72.3346
160.38061	-70.16124
161.82346	-67.17876
163.26594	-65.20951
164.70804	-63.37807
166.14978	-60.20152
167.59114	-58.51991
169.03214	-60.27655
170.47276	-62.83085
171.91301	-62.59344
173.35289	-61.49569
174.7924	-61.80763
176.23154	-63.00224
177.67031	-62.45437
179.1087	-60.20117
180.54673	-56.82992
181.98439	-53.60112
183.42168	-50.94195
184.8586	-49.35649
186.29514	-49.06291
187.73132	-50.89849
189.16713	-53.83855
190.60257	-55.09107
192.03764	-52.99245
193.47234	-49.84389
194.90667	-48.15886
196.34064	-47.85349
197.77423	-47.27662
199.20746	-46.35514
200.64031	-45.74786
202.0728	-45.73115
203.50492	-45.42755
204.93667	-44.25803
206.36805	-42.70017
207.79907	-41.84841
209.22971	-41.54406
210.65999	-40.63173
212.0899	-38.91292
213.51944	-37.42197
214.94862	-37.14307
216.37742	-37.42161
217.80586	-36.52835
219.23393	-33.96789
220.66164	-31.1928
222.08898	-29.59902
223.51595	-28.25161
224.94255	-26.41701
226.36878	-24.41047
227.79465	-23.21582
229.22016	-22.47477
230.64529	-22.14035
232.07006	-21.95161
233.49447	-22.13712
234.9185	-21.94285
236.34217	-21.45106
237.76548	-20.56618
239.18842	-20.29474
240.61099	-20.15216
242.0332	-20.04251
243.45504	-19.33227
244.87652	-18.77616
246.29763	-18.05477
247.71837	-17.31074
249.13875	-16.28102
250.55877	-15.4317
251.97842	-14.28175
253.3977	-12.96711
254.81662	-11.44803
256.23518	-9.15484
257.65337	-5.30181
259.07119	-0.79853
260.48865	3.34151
261.90575	7.63706
263.32248	11.99345
264.73885	15.48053
266.15486	18.18013
267.5705	21.60052
268.98578	24.88759
270.40069	26.05585
271.81524	23.96996
273.22942	19.28992
274.64325	12.96785
276.05671	6.43616
277.4698	0.96688
278.88254	-3.42423
280.29491	-6.96271
281.70691	-9.21733
283.11856	-9.55705
284.52984	-9.04474
285.94076	-8.70485
287.35131	-8.87057
288.76151	-9.44586
290.17134	-10.64864
291.58081	-11.63677
292.98992	-11.64397
294.39866	-10.89043
295.80705	-9.80665
297.21507	-8.84474
298.62273	-8.4128
300.03002	-8.70342
301.43696	-8.98262
302.84354	-9.79301
304.24975	-11.23311
305.6556	-12.42503
307.0611	-11.97584
308.46623	-10.73589
309.871	-9.78045
311.2754	-9.35161
312.67945	-8.67805
314.08314	-7.89659
315.48647	-7.82515
316.88943	-8.59199
318.29204	-8.95574
319.69429	-8.34457
321.09617	-7.86965
322.4977	-8.41233
323.89886	-9.00005
325.29967	-8.9473
326.70012	-8.77512
328.1002	-8.72846
329.49993	-7.83793
330.8993	-6.61731
332.29831	-6.50776
333.69696	-7.65014
335.09525	-8.43113
336.49318	-8.40052
337.89075	-7.97204
339.28797	-7.70861
340.68482	-7.46429
342.08132	-7.14608
343.47746	-6.49808
344.87323	-6.0074
346.26866	-5.90298
347.66372	-6.41395
349.05842	-7.36798
350.45277	-8.46765
351.84676	-8.65372
353.24039	-7.7495
354.63366	-6.36624
356.02658	-5.31517
357.41914	-4.66744
358.81134	-4.71035
360.20318	-5.43429
361.59467	-6.58897
362.9858	-7.14999
364.37657	-6.85196
365.76698	-6.08826
367.15704	-5.95284
368.54674	-6.36528
369.93609	-6.71755
371.32507	-6.34306
372.71371	-5.51513
374.10198	-4.64909
375.4899	-4.40948
376.87746	-5.0261
378.26467	-6.15151
379.65152	-6.74022
381.03802	-6.57549
382.42415	-6.14953
383.80994	-5.88075
385.19537	-5.73826
386.58044	-5.82299
387.96516	-6.36747
389.34952	-6.98167
390.73352	-7.21691
392.11718	-6.96777
393.50047	-6.97244
394.88341	-7.59737
396.266	-8.17562
397.64823	-8.16983
399.03011	-7.9955
400.41164	-8.2718
401.7928	-8.02164
403.17362	-6.78365
404.55408	-5.27694
405.93418	-5.00037
407.31394	-5.52915
408.69334	-5.87431
410.07238	-5.57694
411.45107	-5.36508
412.82941	-5.61584
414.20739	-6.1534
415.58502	-6.6739
416.9623	-7.02538
418.33922	-6.92956
419.71579	-6.16958
421.09201	-5.18785
422.46787	-5.01525
423.84339	-5.41796
425.21855	-5.5981
426.59335	-5.04661
427.96781	-4.59126
429.34191	-4.84098
430.71566	-6.04788
432.08905	-7.39481
433.4621	-7.4614
434.83479	-6.7881
436.20713	-6.69376
437.57912	-7.85998
438.95075	-7.9617
440.32204	-6.62374
441.69297	-4.34659
443.06356	-3.5253
444.43379	-3.87478
445.80367	-5.61939
447.17319	-6.3007
448.54237	-5.22227
449.9112	-1.46587
451.27967	0.82468
452.6478	0.40705
454.01557	-2.22239
455.38299	-3.50219
456.75006	-4.45275
458.11679	-5.62001
459.48316	-7.00795
460.84918	-7.44687
462.21485	-7.53166
463.58017	-7.54064
464.94514	-7.22413
466.30976	-6.66534
467.67403	-6.39683
469.03796	-6.51374
470.40153	-6.68601
471.76475	-6.9928
473.12762	-7.33575
474.49015	-7.18597
475.85232	-6.22011
477.21415	-5.21046
478.57563	-4.39436
479.93675	-4.07771
481.29753	-4.33691
482.65796	-5.65831
484.01804	-6.73762
485.37778	-6.5168
486.73716	-4.81472
488.0962	-3.61143
489.45489	-4.30215
490.81323	-6.10192
492.17122	-6.92355
493.52886	-6.04648
494.88616	-4.93046
496.24311	-4.45526
497.59971	-4.77469
498.95596	-4.92328
500.31187	-4.55436
501.66742	-3.57287
503.02263	-3.34324
504.3775	-4.30024
505.73201	-5.7626
507.08618	-6.43462
508.44001	-6.32079
509.79348	-5.88615
511.14661	-5.38741
512.49939	-4.90365
513.85183	-4.21572
515.20392	-3.69883
516.55566	-3.77176
517.90706	-4.75352
519.25811	-5.19712
520.60881	-4.58667
521.95917	-3.07034
523.30918	-2.10532
524.65885	-1.89639
526.00817	-2.43355
527.35715	-2.72213
528.70578	-2.5869
530.05406	-2.43945
531.402	-2.82279
532.74959	-3.52805
534.09684	-4.15023
535.44374	-4.61892
536.7903	-4.74446
538.13652	-4.57253
539.48239	-4.53169
540.82791	-4.81992
542.17309	-4.85369
543.51792	-4.22312
544.86242	-3.39238
546.20656	-2.80653
547.55036	-2.66253
548.89382	-3.11389
550.23694	-4.19725
551.57971	-5.13239
552.92213	-5.21249
554.26422	-4.52086
555.60596	-3.70133
556.94735	-3.32962
558.2884	-3.55803
559.62911	-3.81512
560.96948	-3.59338
562.3095	-2.91417
563.64918	-2.5749
564.98851	-2.72317
566.32751	-3.27508
567.66616	-3.81851
569.00446	-4.33432
570.34243	-4.38705
571.68005	-3.72179
573.01733	-3.13725
574.35427	-3.58241
575.69086	-4.16451
577.02712	-3.48752
578.36303	-1.97558
579.6986	-1.57266
581.03382	-2.24304
582.36871	-3.10393
583.70325	-3.26454
585.03745	-3.40465
586.37131	-3.6764
587.70483	-4.17178
589.03801	-4.44858
590.37085	-4.41685
591.70334	-4.28925
593.0355	-4.27726
594.36731	-4.55579
595.69878	-4.56317
597.02991	-4.31763
598.3607	-4.17782
599.69115	-4.78957
601.02126	-5.42678
602.35103	-5.50804
603.68046	-4.85971
605.00955	-4.2809
606.3383	-3.62297
607.66671	-2.96956
608.99477	-2.51033
610.3225	-3.43016
611.64989	-4.78451
612.97694	-5.0537
614.30365	-3.49076
615.63002	-2.13438
616.95605	-2.11705
618.28174	-3.0788
619.60709	-3.36839
620.9321	-2.84783
622.25678	-2.22119
623.58111	-2.50746
624.90511	-3.19993
626.22876	-3.533
627.55208	-3.10956
628.87506	-2.80585
630.1977	-2.84148
631.52001	-2.78249
632.84197	-2.31039
634.1636	-2.06566
635.48488	-2.35394
636.80583	-2.75878
638.12644	-2.98973
639.44672	-3.03172
640.76665	-2.96662
642.08625	-2.74972
643.40551	-2.49629
644.72444	-2.37131
646.04302	-2.58517
647.36127	-2.84576
648.67918	-2.95793
649.99676	-2.73334
651.31399	-2.376
652.63089	-1.38287
653.94746	-0.3301
655.26368	0.19068
656.57957	-0.37638
657.89512	-0.77792
659.21034	-0.43056
660.52522	0.37583
661.83976	0.90645
663.15397	0.96345
664.46784	0.33466
665.78138	-0.97726
667.09458	-1.83397
668.40744	-2.1497
669.71997	-2.80859
671.03216	-3.64862
672.34401	-3.08478
673.65553	-1.63669
674.96672	-1.36076
676.27757	-2.13914
677.58808	-2.46079
678.89826	-2.12888
680.2081	-2.56567
681.51761	-3.27456
682.82679	-3.14008
684.13563	-2.00879
685.44413	-1.38522
686.7523	-1.33809
688.06014	-1.13695
689.36764	-0.74755
690.6748	-0.92983
691.98163	-1.80747
693.28813	-2.78189
694.5943	-3.2895
695.90012	-2.78912
697.20562	-1.63587
698.51078	-0.91082
699.81561	-0.86875
701.1201	-1.19933
702.42426	-1.57241
703.72809	-2.59925
705.03159	-3.49885
706.33475	-3.82092
707.63757	-3.04777
708.94007	-2.47363
710.24223	-2.46065
711.54406	-2.88075
712.84555	-2.52952
714.14671	-1.79836
715.44754	-1.79586
716.74804	-2.9623
718.0482	-4.01595
719.34803	-3.89143
720.64753	-3.27009
721.9467	-3.12019
723.24554	-3.50074
724.54404	-3.59249
725.84221	-3.50252
727.14005	-3.60775
728.43756	-3.90048
729.73473	-3.95058
731.03158	-3.69912
732.32809	-3.81107
733.62427	-3.97229
734.92012	-3.88509
736.21564	-3.22307
737.51082	-2.95069
738.80568	-2.71772
740.1002	-2.05793
741.3944	-1.04594
742.68826	-1.10137
743.98179	-2.21277
745.27499	-2.76578
746.56786	-2.11081
747.8604	-1.18409
749.15261	-1.35558
750.44449	-2.36187
751.73604	-3.5927
753.02726	-3.94546
754.31815	-3.48249
755.60871	-2.40295
756.89894	-1.51055
758.18883	-0.92376
759.4784	-0.85728
760.76764	-0.70946
762.05655	-0.25099
763.34513	0.1044
764.63339	-0.63657
765.92131	-2.29955
767.2089	-3.2161
768.49616	-2.4667
769.7831	-0.94438
771.0697	-0.78446
772.35598	-1.78705
773.64193	-2.85192
774.92755	-2.92173
776.21284	-2.96418
777.4978	-2.93842
778.78243	-3.05888
780.06674	-3.05775
781.35072	-3.22797
782.63437	-2.75163
783.91769	-2.00039
785.20068	-1.59298
786.48334	-2.19033
787.76568	-2.75977
789.04769	-2.73606
790.32937	-2.05084
791.61073	-1.7187
792.89175	-2.12446
794.17245	-3.07064
795.45282	-3.83981
796.73287	-3.91266
798.01258	-3.40789
799.29197	-2.8707
800.57104	-2.86858
801.84977	-2.83997
803.12818	-2.58202
804.40627	-2.54996
805.68402	-3.09111
806.96145	-3.49218
808.23856	-3.42888
809.51533	-3.21331
810.79178	-2.87856
812.06791	-2.20522
813.34371	-1.18325
814.61918	-0.41648
815.89432	-0.45292
817.16915	-1.4538
818.44364	-2.67652
819.71781	-3.53222
820.99165	-3.61067
822.26517	-2.87923
823.53836	-1.4424
824.81123	-0.15186
826.08377	0.29771
827.35599	-0.40181
828.62788	-1.91158
829.89945	-3.24853
831.17069	-3.31645
832.4416	-2.09434
833.7122	-1.36228
834.98246	-1.94793
836.25241	-3.08754
837.52202	-3.15977
838.79132	-2.37219
840.06029	-1.69333
841.32893	-1.98559
842.59725	-2.90382
843.86525	-3.28918
845.13292	-2.67708
846.40027	-1.7611
847.6673	-1.88535
848.934	-2.74948
850.20038	-3.50616
851.46643	-3.32411
852.73216	-2.64398
853.99757	-2.23846
855.26265	-2.96842
856.52741	-4.35225
857.79185	-5.01023
859.05596	-4.30131
860.31975	-3.07259
861.58322	-2.55378
862.84637	-2.62412
864.10919	-2.99324
865.37169	-3.45392
866.63387	-4.02041
867.89573	-3.68572
869.15726	-2.73528
870.41847	-2.26081
871.67936	-2.71312
872.93992	-2.88042
874.20017	-1.93903
875.46009	-0.58582
876.71969	0.36242
877.97897	-0.07177
879.23793	-1.37919
880.49656	-2.7445
881.75487	-2.90631
883.01287	-2.71414
884.27054	-2.85462
885.52789	-3.27986
886.78491	-2.96055
888.04162	-2.19109
889.29801	-1.94349
890.55407	-2.2194
891.80982	-2.4368
893.06524	-2.29714
894.32034	-2.22549
895.57512	-1.99279
896.82958	-1.70447
898.08372	-1.45667
899.33754	-1.61387
900.59104	-1.97098
901.84422	-2.52162
903.09708	-2.7577
904.34962	-2.75891
905.60184	-2.68114
906.85374	-2.97316
908.10532	-3.15219
909.35658	-3.29946
910.60752	-3.49228
911.85814	-3.79123
913.10845	-3.46123
914.35843	-2.57972
915.60809	-1.94589
916.85743	-1.9298
918.10646	-1.96706
919.35516	-2.00158
920.60355	-2.62538
921.85162	-3.22473
923.09937	-2.82405
924.3468	-1.63853
925.59391	-0.87811
926.8407	-0.67032
928.08717	-0.6795
929.33333	-0.92185
930.57917	-1.45926
931.82469	-2.00822
933.06989	-2.0637
934.31477	-1.93414
935.55933	-1.97426
936.80358	-2.51016
938.04751	-3.07405
939.29112	-3.17005
940.53441	-2.52653
941.77739	-1.78359
943.02005	-1.53372
944.26239	-1.76471
945.50441	-1.99698
946.74612	-1.90614
947.98751	-1.05652
949.22858	-0.0283
950.46934	0.14902
951.70977	-0.39967
952.9499	-0.34346
954.1897	0.23944
955.42919	0.58905
956.66836	0.95855
957.90721	1.7168
959.14575	1.60861
960.38397	-0.02525
961.62188	-1.79392
962.85947	-2.02271
964.09674	-1.29872
965.3337	-1.03523
966.57034	-1.43744
967.80666	-1.56216
969.04267	-1.14774
970.27837	-0.73449
971.51375	-0.81696
972.74881	-1.32198
973.98356	-1.61048
975.21799	-0.99153
976.4521	0.15303
977.6859	0.60439
978.91939	-0.08218
980.15256	-0.75727
981.38542	-0.88669
982.61796	-0.54382
983.85018	0.09334
985.0821	1.44719
986.31369	2.46008
987.54497	2.12577
988.77594	0.9041
990.0066	0.13634
991.23693	-0.30868
992.46696	-1.17154
993.69667	-1.84908
994.92606	-1.73493
996.15515	-1.17624
997.38392	-0.98264
998.61237	-1.10128
999.84051	-1.42367
1001.06834	-1.33704
1002.29585	-0.89041
1003.52305	-0.80038
1004.74994	-1.91227
1005.97651	-3.07608
1007.20277	-3.2664
1008.42872	-2.41473
1009.65435	-1.41376
1010.87967	-0.73576
1012.10468	-0.7285
1013.32937	-1.18106
1014.55375	-1.40109
1015.77782	-0.79152
1017.00158	-0.06755
1018.22502	-0.58719
1019.44815	-2.9542
1020.67097	-4.77965
1021.89347	-4.50331
1023.11567	-2.82361
1024.33755	-2.03575
1025.55912	-1.99785
1026.78038	-1.54785
1028.00132	-0.57326
1029.22196	0.11129
1030.44228	-0.09617
1031.66229	-0.28846
1032.88199	-0.04341
1034.10137	0.4367
1035.32045	0.43835
1036.53921	-0.40375
1037.75767	-1.40797
1038.97581	-1.65265
1040.19364	-0.09437
1041.41116	1.40093
1042.62836	1.68498
1043.84526	0.80145
1045.06185	0.84631
1046.27812	1.23163
1047.49409	1.74237
1048.70974	1.83936
1049.92509	1.67343
1051.14012	0.66352
1052.35484	0.15344
1053.56926	0.6474
1054.78336	1.43575
1055.99715	1.33616
1057.21063	0.7875
1058.42381	0.05385
1059.63667	-0.34274
1060.84922	-0.24987
1062.06147	0.56376
1063.2734	1.29541
1064.48502	1.71847
1065.69634	1.16001
1066.90734	0.43695
1068.11804	0.26809
1069.32842	0.80702
1070.5385	0.74619
1071.74827	-0.01696
1072.95773	-0.94853
1074.16688	-1.47437
1075.37572	-1.19387
1076.58425	-0.28405
1077.79247	0.42153
1079.00039	0.43805
1080.20799	0.4458
1081.41529	0.55278
1082.62228	0.20562
1083.82896	-0.72158
1085.03534	-1.38409
1086.2414	-1.47571
1087.44716	-1.49337
1088.65261	-1.81958
1089.85775	-1.83088
1091.06258	-1.17623
1092.2671	-0.671
1093.47132	-1.01848
1094.67523	-1.40412
1095.87883	-0.68703
1097.08213	0.27312
1098.28511	0.26271
1099.48779	-0.79997
1100.69017	-1.51222
1101.89223	-1.59003
1103.09399	-1.08747
1104.29544	-0.38741
1105.49659	0.48532
1106.69742	0.86503
1107.89795	0.63189
1109.09818	0.26008
1110.2981	0.13244
1111.49771	-0.02587
1112.69701	-0.33932
1113.89601	-0.67815
1115.0947	-1.07086
1116.29309	-1.79083
1117.49117	-2.37418
1118.68894	-2.52639
1119.88641	-1.85607
1121.08357	-1.00252
1122.28042	-0.16809
1123.47697	0.10845
1124.67322	0.38822
1125.86915	0.67913
1127.06479	0.79705
1128.26011	-0.00625
1129.45514	-1.19671
1130.64985	-1.56418
1131.84426	-0.78769
1133.03837	0.33298
1134.23217	0.45914
1135.42567	-0.3112
1136.61886	-1.12921
1137.81175	-0.51614
1139.00433	0.82148
1140.1966	1.80166
1141.38858	1.45277
1142.58024	0.38518
1143.77161	-0.8282
1144.96267	-1.21322
1146.15342	-0.93413
1147.34387	-0.5447
1148.53402	-0.22053
1149.72386	0.56
1150.9134	1.55957
1152.10263	1.86147
1153.29156	1.15401
1154.48019	0.21111
1155.66851	-0.11934
1156.85653	0.16087
1158.04424	0.28053
1159.23166	-0.01839
1160.41877	-0.72448
1161.60557	-1.04772
1162.79207	-0.81845
1163.97827	-0.04615
1165.16417	0.1418
1166.34976	-0.29213
1167.53505	-0.8748
1168.72004	-0.38171
1169.90472	0.91302
1171.0891	1.85408
1172.27318	1.47049
1173.45696	0.52476
1174.64043	0.01491
1175.8236	-0.11265
1177.00647	-0.59963
1178.18904	-1.24733
1179.3713	-1.4263
1180.55326	-0.95061
1181.73492	-0.4283
1182.91628	0.22786
1184.09734	1.14404
1185.27809	2.20676
1186.45854	2.86764
1187.6387	2.80765
1188.81855	1.9437
1189.99809	1.12878
1191.17734	1.27075
1192.35628	2.02057
1193.53493	1.88898
1194.71327	0.64196
1195.89131	-0.89316
1197.06905	-1.03555
1198.24649	0.55962
1199.42363	2.8966
1200.60047	3.92621
1201.77701	3.50068
1202.95324	2.81772
1204.12918	2.83028
1205.30481	3.1384
1206.48015	2.84616
1207.65518	2.09007
1208.82992	1.79277
1210.00435	2.60656
1211.17848	3.60181
1212.35232	3.97952
1213.52585	3.70648
1214.69908	3.40412
1215.87202	2.61873
1217.04465	1.41176
1218.21698	0.5209
1219.38902	1.24138
1220.56075	2.64227
1221.73219	3.66356
1222.90332	3.59528
1224.07416	3.29503
1225.2447	3.24724
1226.41494	3.8786
1227.58487	4.25071
1228.75451	3.75111
1229.92385	2.70003
1231.0929	1.87907
1232.26164	1.18316
1233.43008	0.83321
1234.59823	1.0528
1235.76608	1.5748
1236.93363	1.81846
1238.10088	2.19159
1239.26783	2.64799
1240.43448	2.71575
1241.60084	2.33457
1242.76689	2.36783
1243.93265	2.93933
1245.09811	3.3398
1246.26327	2.98564
1247.42814	2.33501
1248.59271	2.09522
1249.75698	2.66134
1250.92095	3.24728
1252.08462	3.06238
1253.248	2.19521
1254.41108	1.92296
1255.57386	2.33958
1256.73634	2.28862
1257.89853	1.22077
1259.06042	0.28219
1260.22202	0.60042
1261.38331	1.38383
1262.54431	1.92897
1263.70501	2.17455
1264.86542	2.99321
1266.02553	4.20742
1267.18534	5.6888
1268.34486	6.46052
1269.50408	6.33092
1270.663	5.72288
1271.82162	5.26458
1272.97995	4.74842
1274.13799	4.3479
1275.29573	4.79351
1276.45317	5.64487
1277.61032	5.83275
1278.76717	5.12145
1279.92372	4.53701
1281.07998	4.47297
1282.23594	4.62855
1283.39161	4.82747
1284.54698	4.99728
1285.70206	4.88286
1286.85684	4.13601
1288.01132	3.69579
1289.16551	4.18151
1290.31941	5.35734
1291.47301	5.88531
1292.62631	6.15988
1293.77932	6.9348
1294.93204	8.58074
1296.08446	9.66193
1297.23658	9.96202
1298.38841	9.74788
1299.53995	9.51946
1300.69119	8.59352
1301.84214	7.66458
1302.99279	7.54316
1304.14315	8.52624
1305.29322	9.52207
1306.44299	10.32886
1307.59246	10.5822
1308.74165	10.28196
1309.89053	9.37921
1311.03913	8.73994
1312.18743	8.36734
1313.33544	8.46719
1314.48315	8.79786
1315.63057	9.30576
1316.77769	9.28696
1317.92453	9.07604
1319.07107	9.16541
1320.21731	9.72729
1321.36327	9.75248
1322.50893	8.72012
1323.65429	7.24257
1324.79937	6.71659
1325.94415	7.56004
1327.08863	8.93299
1328.23283	9.43399
1329.37673	9.14935
1330.52034	9.21495
1331.66366	10.41644
1332.80668	10.99457
1333.94941	9.62189
1335.09185	7.22837
1336.234	6.49314
1337.37586	7.60265
1338.51742	8.78478
1339.65869	8.61502
1340.79967	7.97063
1341.94036	8.02238
1343.08075	8.23019
1344.22086	7.31842
1345.36067	6.04345
1346.50019	6.05094
1347.63942	6.81911
1348.77835	6.60246
1349.917	5.48789
1351.05535	4.60789
1352.19341	4.34997
1353.33119	4.8522
1354.46867	5.68135
1355.60586	5.57903
1356.74275	3.99097
1357.87936	2.67137
1359.01568	2.67481
1360.1517	3.64122
1361.28744	4.5787
1362.42288	5.41385
1363.55804	5.60789
1364.6929	5.27301
1365.82747	4.51996
1366.96176	3.96878
1368.09575	3.79966
1369.22945	4.27862
1370.36286	5.4074
1371.49598	6.49391
1372.62881	6.29889
1373.76136	4.33435
1374.89361	3.19108
1376.02557	4.30269
1377.15724	6.26632
1378.28862	6.59563
1379.41972	6.17525
1380.55052	6.01907
1381.68103	6.06715
1382.81126	5.79656
1383.94119	5.51712
1385.07084	5.22657
1386.2002	5.15713
1387.32926	5.51819
1388.45804	5.74756
1389.58653	5.1343
1390.71473	4.54747
1391.84265	4.8795
1392.97027	5.68813
1394.0976	5.83246
1395.22465	5.41809
1396.35141	4.87089
1397.47787	4.43406
1398.60405	4.02625
1399.72995	3.96636
1400.85555	4.38006
1401.98087	5.09172
1403.10589	5.31434
1404.23063	5.27115
1405.35508	5.82188
1406.47925	6.95056
1407.60312	6.56286
1408.72671	4.10301
1409.85001	2.27156
1410.97302	3.70304
1412.09575	6.37226
1413.21819	6.76066
1414.34034	4.61803
1415.4622	3.23735
1416.58377	4.27511
1417.70506	6.91279
1418.82606	8.80167
1419.94678	8.76686
1421.0672	7.54785
1422.18734	6.97402
1423.30719	7.5558
1424.42676	8.3523
