A	B
1425.54604	8.92631
1426.66503	8.90171
1427.78374	8.00145
1428.90216	7.14816
1430.02029	7.35838
1431.13814	7.69152
1432.2557	6.45616
1433.37297	5.13948
1434.48996	5.19096
1435.60666	6.20503
1436.72308	6.44964
1437.83921	6.7588
1438.95505	7.12052
1440.07061	7.03406
1441.18588	6.38622
1442.30087	6.80027
1443.41557	7.66859
1444.52998	7.19589
1445.64411	5.67251
1446.75796	5.18709
1447.87152	5.94576
1448.98479	5.8386
1450.09778	5.28879
1451.21048	5.60302
1452.3229	6.8445
1453.43503	6.80488
1454.54688	5.9869
1455.65844	5.76169
1456.76972	6.78561
1457.88071	8.02183
1458.99142	8.45487
1460.10185	8.61232
1461.21199	9.44315
1462.32184	12.07547
1463.43141	13.83209
1464.5407	13.71913
1465.6497	11.488
1466.75842	10.06933
1467.86685	9.98059
1468.975	11.94915
1470.08287	13.50642
1471.19045	13.46721
1472.29775	12.20398
1473.40476	11.59093
1474.51149	11.77072
1475.61794	11.95043
1476.7241	12.38541
1477.82998	13.19272
1478.93558	14.28478
1480.04089	14.53448
1481.14592	14.10543
1482.25067	13.39566
1483.35513	13.66758
1484.45931	14.75497
1485.56321	15.88031
1486.66682	15.99194
1487.77015	15.55731
1488.8732	14.75909
1489.97596	13.90898
1491.07845	13.84772
1492.18065	15.05938
1493.28256	16.086
1494.3842	15.91099
1495.48555	15.98655
1496.58662	17.51703
1497.68741	19.33218
1498.78791	20.11336
1499.88813	20.08167
1500.98808	19.91267
1502.08773	19.44177
1503.18711	19.04235
1504.28621	18.81217
1505.38502	18.90417
1506.48355	19.39738
1507.5818	20.48546
1508.67977	21.57699
1509.77746	22.35543
1510.87486	22.85427
1511.97198	22.82112
1513.06883	22.64284
1514.16539	23.33429
1515.26167	25.10365
1516.35766	26.44095
1517.45338	27.16194
1518.54882	27.83638
1519.64397	29.17206
1520.73885	30.32556
1521.83344	31.13126
1522.92775	31.3645
1524.02179	31.72253
1525.11554	31.89486
1526.20901	31.57468
1527.3022	30.80392
1528.39511	30.56076
1529.48774	30.50919
1530.58009	29.88042
1531.67216	29.26999
1532.76394	29.99813
1533.85545	31.8504
1534.94668	33.34896
1536.03763	34.0989
1537.1283	34.19828
1538.21869	33.93392
1539.3088	33.57924
1540.39863	33.92338
1541.48818	34.98244
1542.57745	36.58066
1543.66644	38.31769
1544.75515	39.73871
1545.84358	40.24525
1546.93173	40.26174
1548.0196	40.47502
1549.1072	41.41451
1550.19451	42.88179
1551.28155	44.16511
1552.36831	44.64104
1553.45478	44.58521
1554.54098	44.87528
1555.6269	45.33347
1556.71254	45.92556
1557.79791	46.45024
1558.88299	46.90641
1559.9678	46.61652
1561.05232	46.32048
1562.13657	46.42358
1563.22054	46.81635
1564.30424	46.81207
1565.38765	46.73187
1566.47079	46.59279
1567.55364	45.59319
1568.63622	43.13029
1569.71853	39.48337
1570.80055	35.14489
1571.8823	29.87778
1572.96376	23.30904
1574.04495	15.20956
1575.12587	5.44022
1576.2065	-6.04055
1577.28686	-19.84468
1578.36694	-36.31794
1579.44675	-54.1047
1580.52627	-70.08946
1581.60552	-81.93165
1582.68449	-87.70596
1583.76319	-84.12089
1584.8416	-69.34624
1585.91975	-47.75982
1586.99761	-28.19047
1588.0752	-16.0225
1589.15251	-10.63039
1590.22954	-8.8894
1591.3063	-8.79811
1592.38278	-8.87199
1593.45898	-8.78896
1594.53491	-9.00782
1595.61056	-10.45181
1596.68593	-12.10165
1597.76103	-12.4845
1598.83585	-10.38781
1599.9104	-7.64841
1600.98467	-6.11599
1602.05866	-6.25372
1603.13238	-6.24884
1604.20582	-5.51776
1605.27899	-4.26177
1606.35188	-3.37833
1607.4245	-3.27976
1608.49684	-3.83951
1609.5689	-4.28278
1610.64069	-3.94935
1611.7122	-2.79995
1612.78344	-1.50217
1613.8544	-0.87658
1614.92509	-0.86123
1615.9955	-0.9986
1617.06564	-1.21223
1618.1355	-1.53869
1619.20509	-1.6258
1620.2744	-1.35784
1621.34344	-0.93592
1622.4122	-0.61355
1623.48069	-0.7763
1624.5489	-1.27747
1625.61684	-1.66582
1626.6845	-1.51433
1627.75189	-1.46265
1628.81901	-1.53524
1629.88585	-1.7406
1630.95241	-1.43744
1632.01871	-1.07998
1633.08473	-0.74219
1634.15047	-0.82161
1635.21594	-0.40634
1636.28114	0.31839
1637.34606	0.6955
1638.41071	-0.26276
1639.47508	-1.46114
1640.53918	-1.81642
1641.60301	-1.33218
1642.66657	-1.12081
1643.72985	-1.10518
1644.79285	-0.94334
1645.85559	-0.82314
1646.91805	-1.3453
1647.98024	-1.88245
1649.04215	-1.46423
1650.10379	0.10802
1651.16516	1.52329
1652.22625	1.36839
1653.28708	0.10873
1654.34763	-0.51541
1655.4079	0.24534
1656.46791	0.96738
1657.52764	0.77778
1658.5871	0.14312
1659.64628	-0.15549
1660.7052	-0.37898
1661.76384	-0.65818
1662.82221	-0.39557
1663.8803	0.56898
1664.93813	1.20353
1665.99568	0.63598
1667.05296	-0.81692
1668.10997	-1.69721
1669.1667	-1.37627
1670.22317	0.07921
1671.27936	1.03734
1672.33528	0.82124
1673.39093	-0.26906
1674.44631	-0.58066
1675.50141	0.03631
1676.55625	0.8631
1677.61081	1.05539
1678.6651	0.86605
1679.71912	0.95155
1680.77287	1.52508
1681.82635	1.99645
1682.87955	1.67466
1683.93249	0.80199
1684.98515	0.24808
1686.03754	0.52158
1687.08967	1.50329
1688.14152	2.64638
1689.1931	3.38427
1690.24441	3.08928
1691.29545	2.06842
1692.34622	1.31041
1693.39671	1.81506
1694.44694	3.3008
1695.4969	4.79984
1696.54659	4.99697
1697.596	3.7464
1698.64515	2.22136
1699.69403	2.17583
1700.74263	3.29321
1701.79097	4.18431
1702.83904	4.00204
1703.88683	3.6654
1704.93436	3.59832
1705.98162	3.64652
1707.0286	3.42852
1708.07532	3.35568
1709.12177	3.85053
1710.16795	5.04661
1711.21385	5.92912
1712.25949	5.55443
1713.30486	4.50383
1714.34997	4.01191
1715.3948	4.00586
1716.43936	3.82135
1717.48365	4.1043
1718.52768	4.96422
1719.57143	5.29036
1720.61492	4.0503
1721.65814	2.18576
1722.70108	1.30518
1723.74377	1.85232
1724.78618	2.86043
1725.82832	3.32718
1726.87019	3.59947
1727.9118	3.9957
1728.95314	4.36558
1729.99421	4.50063
1731.03501	4.53947
1732.07554	4.33044
1733.1158	3.6956
1734.1558	2.92877
1735.19553	2.32105
1736.23499	2.20941
1737.27418	2.57254
1738.3131	3.52975
1739.35176	4.20718
1740.39015	3.82795
1741.42827	1.65116
1742.46613	-0.27081
1743.50371	-0.42258
1744.54103	1.52799
1745.57808	3.21019
1746.61486	3.92012
1747.65138	3.37145
1748.68763	2.47548
1749.72361	1.82458
1750.75933	1.94722
1751.79477	2.35104
1752.82996	2.36392
1753.86487	1.93531
1754.89952	1.38838
1755.9339	1.38973
1756.96801	2.13186
1758.00186	2.95768
1759.03544	2.96446
1760.06875	2.28073
1761.1018	1.41425
1762.13458	0.70676
1763.16709	0.5031
1764.19934	1.38878
1765.23132	2.18842
1766.26304	1.60689
1767.29449	-0.11876
1768.32567	-0.93631
1769.35659	-0.28217
1770.38724	1.29843
1771.41762	2.70597
1772.44774	3.13283
1773.47759	2.53351
1774.50718	1.84806
1775.5365	1.79304
1776.56556	1.81874
1777.59435	1.1759
1778.62288	-0.02454
1779.65114	-0.73078
1780.67913	-0.13818
1781.70686	0.85311
1782.73432	1.28016
1783.76152	1.20542
1784.78846	1.60164
1785.81513	1.94295
1786.84153	1.68211
1787.86767	1.07904
1788.89354	1.11103
1789.91915	1.66109
1790.9445	1.88174
1791.96957	1.47862
1792.99439	0.86211
1794.01894	0.41183
1795.04323	-0.12459
1796.06725	-0.7495
1797.091	-1.39711
1798.1145	-1.59851
1799.13773	-1.19301
1800.16069	-0.377
1801.18339	-0.06752
1802.20582	-0.14788
1803.228	-0.07916
1804.2499	0.28871
1805.27155	0.24243
1806.29293	-0.37557
1807.31404	-0.97331
1808.3349	-1.02925
1809.35549	-0.64378
1810.37581	-0.63062
1811.39587	-0.8923
1812.41567	-1.16874
1813.4352	-1.27379
1814.45448	-1.67981
1815.47348	-1.84323
1816.49223	-1.66644
1817.51071	-1.291
1818.52893	-1.41269
1819.54688	-1.78333
1820.56458	-2.16914
1821.582	-2.19577
1822.59917	-2.14834
1823.61607	-2.01082
1824.63271	-1.71086
1825.64909	-1.41579
1826.66521	-1.59105
1827.68106	-1.96001
1828.69665	-2.2298
1829.71198	-2.5993
1830.72704	-2.99396
1831.74184	-2.43994
1832.75639	-1.2266
1833.77066	-0.42968
1834.78468	-0.61404
1835.79843	-1.01771
1836.81192	-1.66793
1837.82515	-2.35798
1838.83812	-3.06447
1839.85083	-3.10256
1840.86327	-2.58921
1841.87545	-1.7612
1842.88737	-2.07376
1843.89903	-3.40789
1844.91043	-4.50143
1845.92156	-4.20432
1846.93244	-3.61897
1847.94305	-3.45314
1848.9534	-3.49394
1849.96349	-3.28116
1850.97332	-3.37496
1851.98289	-3.54028
1852.99219	-3.55967
1854.00124	-3.34744
1855.01002	-3.65531
1856.01855	-3.85046
1857.02681	-3.77961
1858.03481	-3.63285
1859.04255	-4.02747
1860.05003	-4.02032
1861.05725	-3.26406
1862.06421	-2.89124
1863.07091	-3.8697
1864.07734	-5.1364
1865.08352	-5.20093
1866.08944	-4.54812
1867.09509	-4.03405
1868.10049	-3.75956
1869.10563	-3.42529
1870.1105	-3.15183
1871.11512	-3.01026
1872.11947	-2.95302
1873.12357	-3.21834
1874.1274	-3.56991
1875.13098	-3.87049
1876.1343	-3.84025
1877.13735	-3.34592
1878.14015	-2.34779
1879.14269	-1.66674
1880.14496	-2.30464
1881.14698	-3.92564
1882.14874	-5.32868
1883.15024	-5.3809
1884.15148	-4.51112
1885.15246	-3.51163
1886.15318	-3.02691
1887.15364	-3.14795
1888.15385	-3.83295
1889.15379	-4.05961
1890.15347	-2.88432
1891.1529	-1.33351
1892.15207	-1.17998
1893.15097	-2.19902
1894.14962	-2.91451
1895.14802	-3.35815
1896.14615	-4.056
1897.14402	-4.44359
1898.14164	-3.78393
1899.13899	-2.89801
1900.13609	-2.40786
1901.13293	-2.05999
1902.12951	-1.41231
1903.12583	-1.11455
1904.1219	-1.14076
1905.11771	-1.07678
1906.11326	-0.31874
1907.10855	0.60439
1908.10358	1.39811
1909.09835	1.72598
1910.09287	1.99815
1911.08713	2.32565
1912.08113	2.58944
1913.07488	2.51725
1914.06836	2.20162
1915.06159	1.82453
1916.05456	1.29814
1917.04728	1.272
1918.03973	2.02229
1919.03193	2.9054
1920.02387	2.93592
1921.01556	2.35081
1922.00699	2.01897
1922.99816	2.37461
1923.98907	3.53288
1924.97973	4.30739
1925.97012	3.69089
1926.96027	1.92953
1927.95015	0.8798
1928.93978	1.03192
1929.92915	1.78507
1930.91827	2.43541
1931.90713	3.10318
1932.89573	3.42237
1933.88408	2.90201
1934.87217	1.35881
1935.86	-0.01105
1936.84758	-0.42997
1937.8349	0.27627
1938.82196	1.15838
1939.80877	1.85489
1940.79532	1.90028
1941.78162	1.59712
1942.76766	1.04603
1943.75344	0.8719
1944.73897	1.12501
1945.72424	1.47422
1946.70926	0.68864
1947.69402	-0.80056
1948.67853	-1.6395
1949.66278	-0.89342
1950.64677	-0.05814
1951.63051	-0.31756
1952.614	-1.43004
1953.59722	-1.85616
1954.5802	-1.57046
1955.56291	-1.68502
1956.54538	-2.65526
1957.52759	-3.30335
1958.50954	-3.15345
1959.49123	-2.51854
1960.47268	-2.02232
1961.45387	-1.84445
1962.4348	-2.43378
1963.41548	-3.27742
1964.3959	-3.87121
1965.37607	-3.88607
1966.35598	-3.68864
1967.33564	-3.60103
1968.31505	-4.12565
1969.2942	-4.90388
1970.27309	-5.35377
1971.25173	-4.94408
1972.23012	-4.41337
1973.20826	-4.38744
1974.18613	-5.29678
1975.16376	-5.99031
1976.14113	-5.69135
1977.11825	-4.87563
1978.09511	-5.02458
1979.07172	-6.14758
1980.04807	-6.36506
1981.02418	-5.80267
1982.00002	-5.57529
1982.97562	-6.39293
1983.95096	-6.33444
1984.92604	-6.1415
1985.90088	-6.64574
1986.87546	-7.83703
1987.84978	-7.94829
1988.82386	-7.1644
1989.79768	-6.28568
1990.77124	-5.66568
1991.74456	-5.73235
1992.71762	-6.16541
1993.69043	-6.6361
1994.66298	-6.54598
1995.63528	-6.7465
1996.60733	-7.06814
1997.57913	-7.62681
1998.55067	-7.68426
1999.52196	-7.59524
2000.493	-7.15483
2001.46378	-7.2637
2002.43431	-7.32003
2003.40459	-7.49269
2004.37462	-7.54038
2005.3444	-8.15436
2006.31392	-8.58276
2007.28319	-8.66412
2008.25221	-8.39634
2009.22097	-8.10162
2010.18949	-7.96439
2011.15775	-8.15973
2012.12576	-8.51588
2013.09352	-8.46596
2014.06102	-8.75222
2015.02828	-9.73214
2015.99528	-10.31758
2016.96203	-9.17358
2017.92853	-7.73534
2018.89477	-7.91532
2019.86077	-9.30512
2020.82651	-9.77192
2021.79201	-9.17268
2022.75725	-8.6664
2023.72224	-8.39208
2024.68698	-8.02742
2025.65146	-8.46341
2026.6157	-10.02923
2027.57968	-10.78281
2028.54342	-9.93389
2029.5069	-8.76668
2030.47013	-8.76088
2031.43311	-9.59166
2032.39584	-10.90514
2033.35832	-12.15338
2034.32055	-12.46107
2035.28253	-11.44431
2036.24426	-10.08664
2037.20573	-9.65089
2038.16696	-10.15523
2039.12794	-10.68823
2040.08866	-10.7332
2041.04914	-10.59697
2042.00936	-10.78578
2042.96933	-11.33971
2043.92906	-11.52198
2044.88853	-10.61131
2045.84776	-9.1712
2046.80673	-8.67116
2047.76545	-9.41423
2048.72393	-10.21569
2049.68215	-10.46974
2050.64013	-10.40487
2051.59785	-10.21898
2052.55532	-9.71239
2053.51255	-9.45584
2054.46952	-9.84672
2055.42625	-10.43977
2056.38273	-10.58382
2057.33895	-10.45288
2058.29493	-10.12079
2059.25066	-9.53292
2060.20614	-9.03988
2061.16137	-9.69508
2062.11635	-10.72263
2063.07108	-11.12566
2064.02556	-10.08446
2064.97979	-9.23973
2065.93378	-9.1529
2066.88751	-10.45262
2067.841	-11.60686
2068.79424	-12.0151
2069.74722	-11.06702
2070.69996	-9.9552
2071.65246	-9.48228
2072.6047	-10.07648
2073.55669	-11.22107
2074.50844	-12.06783
2075.45994	-12.32594
2076.41119	-12.17348
2077.36219	-12.0349
2078.31294	-11.60404
2079.26344	-10.82514
2080.2137	-10.37719
2081.16371	-11.00728
2082.11347	-12.24015
2083.06298	-12.94617
2084.01224	-12.67074
2084.96126	-11.98764
2085.91003	-11.59227
2086.85855	-11.70404
2087.80682	-12.01653
2088.75484	-12.33443
2089.70262	-12.66449
2090.65015	-13.03675
2091.59743	-13.06942
2092.54447	-12.67886
2093.49125	-11.91202
2094.43779	-11.21224
2095.38409	-10.55357
2096.33013	-10.67998
2097.27593	-11.52855
2098.22148	-12.4854
2099.16678	-12.24718
2100.11184	-11.70849
2101.05665	-11.10902
2102.00121	-11.26957
2102.94553	-12.2973
2103.8896	-14.883
2104.83342	-16.00756
2105.77699	-14.73423
2106.72032	-12.10823
2107.66341	-11.16171
2108.60624	-11.59782
2109.54883	-12.50704
2110.49117	-12.47318
2111.43327	-11.46935
2112.37512	-10.80552
2113.31672	-11.36667
2114.25808	-12.66742
2115.19919	-13.25427
2116.14005	-13.26639
2117.08067	-12.65825
2118.02105	-12.04831
2118.96117	-11.73601
2119.90105	-12.51106
2120.84069	-13.64333
2121.78008	-13.8545
2122.71922	-12.64825
2123.65812	-11.60925
2124.59677	-12.36846
2125.53518	-13.73983
2126.47334	-13.80486
2127.41125	-12.41726
2128.34892	-11.50355
2129.28635	-11.61809
2130.22352	-12.08889
2131.16046	-12.17501
2132.09715	-11.87281
2133.03359	-11.44346
2133.96979	-11.00332
2134.90574	-10.95004
2135.84145	-11.63753
2136.77691	-12.87219
2137.71213	-13.99739
2138.6471	-14.66758
2139.58183	-15.38309
2140.51631	-15.4011
2141.45055	-14.21279
2142.38454	-12.48485
2143.31829	-12.36609
2144.2518	-13.61905
2145.18506	-14.56217
2146.11807	-13.89962
2147.05084	-12.48872
2147.98337	-11.80509
2148.91565	-12.74228
2149.84769	-14.28516
2150.77948	-14.87856
2151.71103	-14.17214
2152.64234	-13.42629
2153.5734	-12.99875
2154.50422	-12.53302
2155.43479	-11.97612
2156.36512	-12.1778
2157.2952	-13.0523
2158.22505	-13.48214
2159.15464	-13.07392
2160.084	-12.8732
2161.01311	-13.86466
2161.94198	-14.85335
2162.8706	-14.64221
2163.79898	-13.34627
2164.72712	-12.58015
2165.65501	-12.88793
2166.58266	-13.76179
2167.51007	-14.15973
2168.43723	-13.49375
2169.36415	-12.9457
2170.29083	-13.80085
2171.21726	-16.39157
2172.14345	-17.64122
2173.0694	-16.56083
2173.9951	-14.15858
2174.92056	-13.37005
2175.84578	-13.89549
2176.77076	-14.969
2177.69549	-15.30596
2178.61998	-15.02268
2179.54423	-14.23796
2180.46824	-13.61799
2181.392	-13.57619
2182.31552	-14.1782
2183.2388	-14.4469
2184.16183	-13.71508
2185.08463	-12.73855
2186.00718	-12.8151
2186.92949	-13.50978
2187.85156	-13.75915
2188.77338	-13.4637
2189.69496	-13.57054
2190.6163	-14.06975
2191.5374	-14.41915
2192.45826	-14.08495
2193.37887	-13.38158
2194.29925	-12.55004
2195.21938	-12.01432
2196.13927	-12.2306
2197.05891	-13.08904
2197.97832	-13.81722
2198.89748	-14.03933
2199.81641	-14.48481
2200.73509	-14.87119
2201.65353	-14.60611
2202.57173	-13.88206
2203.48969	-13.79131
2204.4074	-14.24021
2205.32488	-14.66415
2206.24211	-14.68774
2207.1591	-14.25191
2208.07586	-13.87481
2208.99237	-13.84181
2209.90864	-14.08907
2210.82467	-13.98376
2211.74045	-14.05204
2212.656	-14.21225
2213.57131	-14.39344
2214.48637	-13.86379
2215.4012	-13.3254
2216.31578	-13.55455
2217.23013	-15.01375
2218.14423	-16.33898
2219.05809	-16.55756
2219.97171	-15.76129
2220.8851	-14.69093
2221.79824	-13.73548
2222.71114	-13.54922
2223.6238	-14.45607
2224.53622	-15.65896
2225.4484	-15.86461
2226.36034	-15.20074
2227.27205	-14.88329
2228.18351	-15.40649
2229.09473	-16.04736
2230.00571	-16.23579
2230.91645	-15.90955
2231.82695	-15.02763
2232.73721	-13.98684
2233.64724	-14.02881
2234.55702	-15.66492
2235.46656	-17.44724
2236.37587	-17.34705
2237.28493	-15.56969
2238.19376	-14.11163
2239.10234	-14.38462
2240.01069	-15.55948
2240.91879	-16.12069
2241.82666	-15.44934
2242.73429	-14.69686
2243.64168	-14.78241
2244.54883	-15.31047
2245.45574	-15.22907
2246.36241	-14.6758
2247.26885	-14.21904
2248.17504	-14.24347
2249.081	-14.91997
2249.98672	-16.13667
2250.89219	-17.04424
2251.79743	-17.14147
2252.70243	-16.77951
2253.6072	-16.61986
2254.51172	-16.48195
2255.41601	-16.13588
2256.32005	-15.68802
2257.22386	-15.86428
2258.12743	-16.82299
2259.03076	-18.11359
2259.93386	-18.70314
2260.83671	-18.08759
2261.73933	-16.93021
2262.64171	-16.47597
2263.54385	-17.06325
2264.44576	-17.76839
2265.34742	-17.95335
2266.24885	-17.62505
2267.15004	-16.99208
2268.05099	-16.38727
2268.95171	-16.2001
2269.85218	-16.62723
2270.75242	-17.18923
2271.65242	-17.76421
2272.55219	-17.84516
2273.45172	-17.27063
2274.351	-16.38033
2275.25006	-16.39951
2276.14887	-17.07813
2277.04745	-17.40691
2277.94579	-17.01489
2278.84389	-16.61243
2279.74176	-16.45009
2280.63938	-16.42321
2281.53678	-16.821
2282.43393	-17.46028
2283.33085	-17.81841
2284.22753	-17.60795
2285.12397	-17.35945
2286.02018	-17.11393
2286.91615	-16.61235
2287.81188	-16.1907
2288.70738	-16.26749
2289.60264	-16.72541
2290.49766	-17.10623
2291.39245	-17.70052
2292.287	-18.31943
2293.18132	-18.3255
2294.07539	-17.69731
2294.96924	-17.25907
2295.86284	-17.30932
2296.75621	-17.11522
2297.64934	-16.46815
2298.54224	-15.55274
2299.4349	-14.89297
2300.32733	-14.74387
2301.21951	-15.42612
2302.11147	-16.65784
2303.00318	-17.78172
2303.89467	-18.17984
2304.78591	-17.72513
2305.67692	-17.12073
2306.56769	-16.73522
2307.45823	-16.54491
2308.34854	-16.58417
2309.2386	-17.2767
2310.12843	-18.05085
2311.01803	-17.89204
2311.90739	-17.09881
2312.79652	-16.70447
2313.68541	-17.32093
2314.57406	-18.22526
2315.46248	-18.55762
2316.35067	-17.74389
2317.23862	-16.79529
2318.12633	-16.5404
2319.01381	-16.57073
2319.90105	-16.29433
2320.78806	-16.38408
2321.67484	-17.36089
2322.56138	-18.22285
2323.44768	-17.98018
2324.33375	-16.93343
2325.21959	-16.36124
2326.10519	-16.84143
2326.99056	-17.65322
2327.87569	-17.77067
2328.76059	-17.36006
2329.64525	-17.08072
2330.52968	-16.93828
2331.41387	-16.68508
2332.29783	-16.73835
2333.18156	-17.20734
2334.06505	-17.33209
2334.94831	-16.79341
2335.83133	-16.49504
2336.71412	-17.20947
2337.59668	-18.30583
2338.479	-18.62237
2339.36109	-18.08854
2340.24294	-17.56461
2341.12456	-17.5107
2342.00595	-17.4325
2342.8871	-17.26269
2343.76802	-17.12804
2344.6487	-17.17511
2345.52915	-17.10952
2346.40937	-17.31392
2347.28936	-17.75025
2348.16911	-18.42795
2349.04862	-18.72569
2349.92791	-18.69247
2350.80696	-18.35224
2351.68578	-18.27106
2352.56436	-18.41829
2353.44271	-18.99386
2354.32083	-19.27846
2355.19872	-19.09522
2356.07637	-18.68432
2356.95379	-18.96017
2357.83097	-19.20413
2358.70793	-18.8913
2359.58465	-18.19007
2360.46114	-18.07972
2361.33739	-18.55391
2362.21341	-19.12388
2363.0892	-18.97723
2363.96476	-18.13209
2364.84008	-17.44777
2365.71518	-17.69791
2366.59004	-18.3047
2367.46466	-18.46971
2368.33906	-17.98347
2369.21322	-17.56065
2370.08715	-17.4763
2370.96085	-17.55185
2371.83432	-16.93752
2372.70755	-16.34907
2373.58055	-16.53797
2374.45332	-17.91403
2375.32586	-18.79238
2376.19817	-18.82685
2377.07024	-17.99507
2377.94208	-17.70999
2378.81369	-17.79154
2379.68507	-17.86777
2380.55622	-17.64078
2381.42713	-18.15717
2382.29782	-19.28033
2383.16827	-19.64443
2384.03849	-19.14176
2384.90848	-18.89469
2385.77824	-19.22802
2386.64776	-19.63416
2387.51706	-19.20282
2388.38612	-17.36487
2389.25495	-14.14261
2390.12355	-12.66934
2390.99192	-13.94163
2391.86006	-17.02271
2392.72797	-18.74521
2393.59565	-18.85021
2394.4631	-17.5211
2395.33031	-16.97974
2396.19729	-17.596
2397.06405	-18.23839
2397.93057	-17.33469
2398.79686	-16.37916
2399.66292	-17.10033
2400.52875	-18.70632
2401.39435	-19.33637
2402.25972	-18.87499
2403.12486	-18.51802
2403.98977	-18.20851
2404.85445	-17.76244
2405.7189	-17.22687
2406.58312	-17.32288
2407.4471	-17.69271
2408.31086	-17.95612
2409.17439	-17.51784
2410.03768	-16.97795
2410.90075	-16.95711
2411.76359	-17.11724
2412.62619	-16.94083
2413.48857	-16.90446
2414.35072	-17.71127
2415.21263	-18.60407
2416.07432	-19.27545
2416.93578	-19.3927
2417.79701	-18.7333
2418.65801	-17.32642
2419.51877	-16.70453
2420.37931	-17.27512
2421.23962	-18.18162
2422.0997	-18.21222
2422.95955	-17.64397
2423.81917	-17.09275
2424.67857	-17.17709
2425.53773	-17.41647
2426.39666	-17.46855
2427.25536	-16.98607
2428.11384	-16.43983
2428.97209	-15.92963
2429.8301	-15.93877
2430.68789	-16.18192
2431.54545	-16.62569
2432.40278	-16.83009
2433.25988	-17.15847
2434.11675	-17.49558
2434.97339	-17.99396
2435.82981	-18.32655
2436.68599	-18.61845
2437.54195	-18.52569
2438.39768	-18.13709
2439.25318	-17.66798
2440.10845	-17.4171
2440.96349	-17.16128
2441.81831	-17.19332
2442.67289	-17.87637
2443.52725	-18.63482
2444.38138	-18.47932
2445.23528	-17.70386
2446.08895	-17.26001
2446.9424	-17.56187
2447.79562	-18.24515
2448.6486	-18.50654
2449.50137	-17.64103
2450.3539	-16.65338
2451.2062	-16.90503
2452.05828	-17.89846
2452.91013	-18.18002
2453.76175	-18.31326
2454.61314	-19.26451
2455.46431	-20.20289
2456.31525	-20.14058
2457.16596	-19.76297
2458.01644	-19.72603
2458.86669	-19.46633
2459.71672	-18.73107
2460.56652	-18.33203
2461.41609	-18.4512
2462.26544	-18.60313
2463.11456	-18.57889
2463.96345	-19.02421
2464.81211	-19.58192
2465.66055	-19.31511
2466.50876	-18.34661
2467.35674	-18.24513
2468.2045	-19.62718
2469.05202	-20.99671
2469.89933	-20.69982
2470.7464	-18.99816
2471.59325	-17.58883
2472.43987	-17.51376
2473.28626	-18.09019
2474.13243	-18.74305
2474.97837	-19.466
2475.82408	-20.01951
2476.66957	-19.60951
2477.51483	-18.97913
2478.35987	-19.50093
2479.20467	-20.59826
2480.04926	-20.93061
2480.89361	-20.20767
2481.73774	-19.53593
2482.58164	-18.84385
2483.42532	-18.56302
2484.26877	-18.69056
2485.11199	-19.4651
2485.95499	-20.0044
2486.79776	-20.26722
2487.64031	-20.06964
2488.48263	-19.93674
2489.32472	-19.90953
2490.16659	-19.96576
2491.00823	-19.38639
2491.84965	-18.65243
2492.69084	-18.44338
2493.5318	-19.23868
2494.37254	-19.80339
2495.21306	-19.66668
2496.05334	-18.82729
2496.89341	-18.41112
2497.73324	-18.25327
2498.57285	-18.28687
2499.41224	-18.14099
2500.2514	-18.47751
2501.09034	-18.80837
2501.92905	-18.77808
2502.76753	-18.42522
2503.60579	-18.80138
2504.44383	-19.74265
2505.28164	-20.30395
2506.11922	-19.90354
2506.95658	-18.99963
2507.79371	-18.49116
2508.63062	-18.8536
2509.46731	-19.78523
2510.30377	-20.39712
2511.14	-20.24024
2511.97601	-19.5744
2512.8118	-19.0541
2513.64736	-19.3777
2514.4827	-20.48428
2515.31781	-21.40673
2516.1527	-21.03222
2516.98736	-19.60114
2517.8218	-18.49213
2518.65601	-18.80521
2519.49	-19.88809
2520.32377	-20.2872
2521.15731	-19.88755
2521.99062	-19.63762
2522.82372	-19.58673
2523.65659	-18.98605
2524.48923	-18.39548
2525.32165	-18.8839
2526.15385	-19.78398
2526.98582	-19.70565
2527.81757	-18.86287
2528.64909	-18.62382
2529.4804	-18.92609
2530.31147	-19.0906
2531.14233	-19.15102
2531.97296	-19.75296
2532.80336	-20.44611
2533.63354	-20.49789
2534.4635	-19.9996
2535.29324	-19.93802
2536.12275	-20.29079
2536.95204	-20.19685
2537.7811	-19.27574
2538.60995	-18.7172
2539.43856	-19.21768
2540.26696	-20.07904
2541.09513	-19.99519
2541.92308	-19.213
2542.75081	-18.92786
2543.57831	-19.66445
2544.40559	-20.37302
2545.23264	-20.29018
2546.05948	-19.66038
2546.88609	-19.41009
2547.71248	-19.63646
2548.53864	-20.14817
2549.36458	-20.38957
2550.1903	-20.36359
2551.0158	-20.21835
2551.84107	-20.20725
2552.66613	-20.09978
2553.49095	-19.83204
2554.31556	-19.7447
2555.13995	-19.87721
2555.96411	-19.80285
2556.78805	-19.2988
2557.61176	-18.94409
2558.43526	-18.9753
2559.25853	-19.29661
2560.08158	-19.71097
2560.90441	-20.03479
2561.72701	-19.89659
2562.5494	-19.26232
2563.37156	-18.55435
2564.1935	-17.91474
2565.01521	-17.50683
2565.83671	-17.71134
2566.65798	-18.70405
2567.47903	-19.84481
2568.29986	-20.05209
2569.12047	-19.26409
2569.94086	-18.09784
2570.76102	-17.73386
2571.58097	-18.20025
2572.40069	-18.91868
2573.22019	-18.86787
