WAVELENGTH	ABS
1401.43	0
1402.823	0
1404.216	0
1405.609	0
1407.002	0
1408.396	0
1409.789	0
1411.183	0
1412.577	0
1413.972	0
1415.366	0
1416.761	0
1418.156	0
1419.551	0
1420.946	0
1422.342	0
1423.738	0
1425.133	0
1426.53	0
1427.926	0
1429.323	0
1430.719	0
1432.116	0
1433.513	0
1434.911	0
1436.308	0
1437.706	0
1439.104	0
1440.502	0
1441.901	0
1443.299	0
1444.698	0
1446.097	0
1447.496	0
1448.896	0
1450.295	0
1451.695	0
1453.095	0
1454.495	0
1455.896	0
1457.297	0
1458.698	0
1460.099	0
1461.5	0
1462.901	0
1464.303	0
1465.705	0
1467.107	0
1468.509	0
1469.912	0
1471.314	0
1472.717	0
1474.12	0
1475.524	0
1476.927	0
1478.331	0
1479.735	0
1481.139	0
1482.543	0
1483.948	0
1485.353	0
1486.758	0
1488.163	0
1489.568	0
1490.974	0
1492.38	0
1493.786	0
1495.192	0
1496.598	0
1498.005	0
1499.412	0
1500.819	0
1502.226	0
1503.633	0
1505.041	0
1506.449	0
1507.857	0
1509.265	0
1510.673	0
1512.082	0
1513.491	0
1514.9	0
1516.309	0
1517.719	0
1519.128	0
1520.538	0
1521.948	0
1523.359	0
1524.769	0
1526.18	0
1527.591	0
1529.002	0
1530.413	0
1531.825	0
1533.236	0
1534.648	0
1536.06	0
1537.473	0
1538.885	0
1540.298	0
1541.711	0
1543.124	0
1544.538	0
1545.951	0
1547.365	0
1548.779	0
1550.193	0
1551.608	0
1553.022	0
1554.437	0
1555.852	0
1557.267	0
1558.682	0
1560.098	0
1561.514	0
1562.93	0
1564.346	0
1565.763	0
1567.179	0
1568.596	0
1570.013	0
1571.431	0
1572.848	0
1574.266	0
1575.683	0
1577.102	0
1578.52	0
1579.938	0
