WAVENUMBER	INTENSITY	A1	A2	B
1/cm	Counts/s	SC+M Total Fit	SC lorentzian	M BWF
				
	5 pts SG smooth of INTENSITY"Counts/s"			
517.90706	-4.74281	4.29273	0.01071	4.28202
519.25811	-5.18638	4.29331	0.01074	4.28257
520.60881	-4.5759	4.29388	0.01076	4.28312
521.95917	-3.05954	4.29445	0.01079	4.28366
523.30918	-2.0945	4.29503	0.01082	4.28421
524.65885	-1.88554	4.29561	0.01085	4.28476
526.00817	-2.42267	4.29619	0.01087	4.28531
527.35715	-2.71122	4.29677	0.0109	4.28587
528.70578	-2.57597	4.29735	0.01093	4.28642
530.05406	-2.42849	4.29794	0.01096	4.28698
531.402	-2.8118	4.29852	0.01099	4.28754
532.74959	-3.51703	4.29911	0.01101	4.28809
534.09684	-4.13919	4.2997	0.01104	4.28865
535.44374	-4.60785	4.30029	0.01107	4.28922
536.7903	-4.73336	4.30088	0.0111	4.28978
538.13652	-4.5614	4.30147	0.01113	4.29034
539.48239	-4.52053	4.30207	0.01116	4.29091
540.82791	-4.80873	4.30266	0.01119	4.29148
542.17309	-4.84248	4.30326	0.01121	4.29204
543.51792	-4.21188	4.30386	0.01124	4.29261
544.86242	-3.38111	4.30446	0.01127	4.29318
546.20656	-2.79522	4.30506	0.0113	4.29376
547.55036	-2.6512	4.30566	0.01133	4.29433
548.89382	-3.10253	4.30627	0.01136	4.29491
550.23694	-4.18586	4.30687	0.01139	4.29548
551.57971	-5.12097	4.30748	0.01142	4.29606
552.92213	-5.20104	4.30809	0.01145	4.29664
554.26422	-4.50938	4.3087	0.01148	4.29722
555.60596	-3.68982	4.30931	0.01151	4.2978
556.94735	-3.31808	4.30993	0.01154	4.29839
558.2884	-3.54646	4.31054	0.01157	4.29897
559.62911	-3.80352	4.31116	0.0116	4.29956
560.96948	-3.58175	4.31178	0.01163	4.30015
562.3095	-2.90251	4.3124	0.01166	4.30074
563.64918	-2.56321	4.31302	0.01169	4.30133
564.98851	-2.71145	4.31365	0.01172	4.30192
566.32751	-3.26333	4.31427	0.01175	4.30252
567.66616	-3.80673	4.3149	0.01178	4.30311
569.00446	-4.32251	4.31553	0.01182	4.30371
570.34243	-4.37521	4.31616	0.01185	4.30431
571.68005	-3.70991	4.31679	0.01188	4.30491
573.01733	-3.12534	4.31742	0.01191	4.30551
574.35427	-3.57047	4.31806	0.01194	4.30611
575.69086	-4.15253	4.31869	0.01197	4.30672
577.02712	-3.47551	4.31933	0.012	4.30733
578.36303	-1.96354	4.31997	0.01204	4.30793
579.6986	-1.56059	4.32061	0.01207	4.30854
581.03382	-2.23094	4.32125	0.0121	4.30915
582.36871	-3.0918	4.3219	0.01213	4.30977
583.70325	-3.25238	4.32255	0.01217	4.31038
585.03745	-3.39245	4.32319	0.0122	4.311
586.37131	-3.66417	4.32384	0.01223	4.31161
587.70483	-4.15952	4.3245	0.01226	4.31223
589.03801	-4.43629	4.32515	0.0123	4.31285
590.37085	-4.40452	4.3258	0.01233	4.31347
591.70334	-4.27688	4.32646	0.01236	4.3141
593.0355	-4.26486	4.32712	0.0124	4.31472
594.36731	-4.54336	4.32778	0.01243	4.31535
595.69878	-4.55071	4.32844	0.01246	4.31598
597.02991	-4.30513	4.3291	0.0125	4.31661
598.3607	-4.16529	4.32977	0.01253	4.31724
599.69115	-4.77701	4.33044	0.01256	4.31787
601.02126	-5.41418	4.33111	0.0126	4.31851
602.35103	-5.49541	4.33178	0.01263	4.31915
603.68046	-4.84704	4.33245	0.01267	4.31978
605.00955	-4.2682	4.33312	0.0127	4.32042
606.3383	-3.61023	4.3338	0.01274	4.32106
607.66671	-2.95679	4.33448	0.01277	4.32171
608.99477	-2.49752	4.33516	0.01281	4.32235
610.3225	-3.41732	4.33584	0.01284	4.323
611.64989	-4.77164	4.33652	0.01288	4.32365
612.97694	-5.04079	4.33721	0.01291	4.3243
614.30365	-3.47781	4.3379	0.01295	4.32495
615.63002	-2.1214	4.33858	0.01298	4.3256
616.95605	-2.10404	4.33927	0.01302	4.32626
618.28174	-3.06575	4.33997	0.01305	4.32691
619.60709	-3.3553	4.34066	0.01309	4.32757
620.9321	-2.83471	4.34136	0.01312	4.32823
622.25678	-2.20803	4.34206	0.01316	4.3289
623.58111	-2.49427	4.34276	0.0132	4.32956
624.90511	-3.1867	4.34346	0.01323	4.33023
626.22876	-3.51973	4.34416	0.01327	4.33089
627.55208	-3.09625	4.34487	0.01331	4.33156
628.87506	-2.79251	4.34558	0.01334	4.33223
630.1977	-2.8281	4.34629	0.01338	4.33291
631.52001	-2.76907	4.347	0.01342	4.33358
632.84197	-2.29693	4.34771	0.01346	4.33426
634.1636	-2.05217	4.34843	0.01349	4.33493
635.48488	-2.34041	4.34915	0.01353	4.33561
636.80583	-2.74521	4.34986	0.01357	4.3363
638.12644	-2.97612	4.35059	0.01361	4.33698
639.44672	-3.01807	4.35131	0.01364	4.33767
640.76665	-2.95293	4.35204	0.01368	4.33835
642.08625	-2.736	4.35276	0.01372	4.33904
643.40551	-2.48253	4.35349	0.01376	4.33973
644.72444	-2.35751	4.35422	0.0138	4.34043
646.04302	-2.57134	4.35496	0.01384	4.34112
647.36127	-2.83189	4.35569	0.01388	4.34182
648.67918	-2.94401	4.35643	0.01392	4.34252
649.99676	-2.71939	4.35717	0.01395	4.34322
651.31399	-2.36201	4.35791	0.01399	4.34392
652.63089	-1.36884	4.35866	0.01403	4.34462
653.94746	-0.31603	4.3594	0.01407	4.34533
655.26368	0.20479	4.36015	0.01411	4.34604
656.57957	-0.36223	4.3609	0.01415	4.34675
657.89512	-0.76373	4.36165	0.01419	4.34746
659.21034	-0.41633	4.36241	0.01423	4.34817
660.52522	0.3901	4.36316	0.01427	4.34889
661.83976	0.92076	4.36392	0.01432	4.34961
663.15397	0.9778	4.36468	0.01436	4.35033
664.46784	0.34906	4.36545	0.0144	4.35105
665.78138	-0.96282	4.36621	0.01444	4.35177
667.09458	-1.81949	4.36698	0.01448	4.3525
668.40744	-2.13518	4.36775	0.01452	4.35323
669.71997	-2.79402	4.36852	0.01456	4.35396
671.03216	-3.63401	4.36929	0.0146	4.35469
672.34401	-3.07013	4.37007	0.01465	4.35542
673.65553	-1.622	4.37085	0.01469	4.35616
674.96672	-1.34603	4.37163	0.01473	4.3569
676.27757	-2.12437	4.37241	0.01477	4.35764
677.58808	-2.44597	4.3732	0.01482	4.35838
678.89826	-2.11402	4.37398	0.01486	4.35912
680.2081	-2.55077	4.37477	0.0149	4.35987
681.51761	-3.25961	4.37556	0.01495	4.36062
682.82679	-3.12509	4.37636	0.01499	4.36137
684.13563	-1.99376	4.37715	0.01503	4.36212
685.44413	-1.37015	4.37795	0.01508	4.36288
686.7523	-1.32296	4.37875	0.01512	4.36363
688.06014	-1.12178	4.37956	0.01517	4.36439
689.36764	-0.73234	4.38036	0.01521	4.36515
690.6748	-0.91457	4.38117	0.01525	4.36592
691.98163	-1.79217	4.38198	0.0153	4.36668
693.28813	-2.76655	4.38279	0.01534	4.36745
694.5943	-3.27411	4.38361	0.01539	4.36822
695.90012	-2.77368	4.38443	0.01543	4.36899
697.20562	-1.62039	4.38525	0.01548	4.36977
698.51078	-0.8953	4.38607	0.01553	4.37054
699.81561	-0.85318	4.38689	0.01557	4.37132
701.1201	-1.18371	4.38772	0.01562	4.3721
702.42426	-1.55675	4.38855	0.01566	4.37289
703.72809	-2.58354	4.38938	0.01571	4.37367
705.03159	-3.4831	4.39022	0.01576	4.37446
706.33475	-3.80512	4.39105	0.0158	4.37525
707.63757	-3.03192	4.39189	0.01585	4.37604
708.94007	-2.45773	4.39273	0.0159	4.37684
710.24223	-2.4447	4.39358	0.01595	4.37763
711.54406	-2.86475	4.39443	0.01599	4.37843
712.84555	-2.51348	4.39527	0.01604	4.37923
714.14671	-1.78227	4.39613	0.01609	4.38004
715.44754	-1.77973	4.39698	0.01614	4.38084
716.74804	-2.94612	4.39784	0.01619	4.38165
718.0482	-3.99971	4.3987	0.01623	4.38246
719.34803	-3.87515	4.39956	0.01628	4.38328
720.64753	-3.25375	4.40043	0.01633	4.38409
721.9467	-3.10381	4.40129	0.01638	4.38491
723.24554	-3.48431	4.40216	0.01643	4.38573
724.54404	-3.57601	4.40304	0.01648	4.38655
725.84221	-3.48599	4.40391	0.01653	4.38738
727.14005	-3.59117	4.40479	0.01658	4.38821
728.43756	-3.88384	4.40567	0.01663	4.38904
729.73473	-3.9339	4.40655	0.01668	4.38987
731.03158	-3.68239	4.40744	0.01673	4.39071
732.32809	-3.79429	4.40833	0.01678	4.39154
733.62427	-3.95545	4.40922	0.01683	4.39238
734.92012	-3.8682	4.41011	0.01689	4.39323
736.21564	-3.20613	4.41101	0.01694	4.39407
737.51082	-2.9337	4.41191	0.01699	4.39492
738.80568	-2.70067	4.41281	0.01704	4.39577
740.1002	-2.04083	4.41372	0.01709	4.39662
741.3944	-1.0288	4.41462	0.01715	4.39748
742.68826	-1.08417	4.41554	0.0172	4.39834
743.98179	-2.19552	4.41645	0.01725	4.3992
745.27499	-2.74847	4.41737	0.01731	4.40006
746.56786	-2.09345	4.41828	0.01736	4.40093
747.8604	-1.16668	4.41921	0.01741	4.40179
749.15261	-1.33811	4.42013	0.01747	4.40266
750.44449	-2.34435	4.42106	0.01752	4.40354
751.73604	-3.57512	4.42199	0.01758	4.40441
753.02726	-3.92783	4.42292	0.01763	4.40529
754.31815	-3.4648	4.42386	0.01769	4.40618
755.60871	-2.38521	4.4248	0.01774	4.40706
756.89894	-1.49275	4.42574	0.0178	4.40795
758.18883	-0.9059	4.42669	0.01785	4.40884
759.4784	-0.83937	4.42764	0.01791	4.40973
760.76764	-0.6915	4.42859	0.01796	4.41062
762.05655	-0.23297	4.42954	0.01802	4.41152
763.34513	0.12247	4.4305	0.01808	4.41242
764.63339	-0.61843	4.43146	0.01813	4.41333
765.92131	-2.28136	4.43242	0.01819	4.41423
767.2089	-3.19785	4.43339	0.01825	4.41514
768.49616	-2.44839	4.43436	0.01831	4.41605
769.7831	-0.92602	4.43533	0.01836	4.41697
771.0697	-0.76604	4.43631	0.01842	4.41789
772.35598	-1.76857	4.43729	0.01848	4.41881
773.64193	-2.83338	4.43827	0.01854	4.41973
774.92755	-2.90314	4.43925	0.0186	4.42066
776.21284	-2.94552	4.44024	0.01866	4.42159
777.4978	-2.91971	4.44123	0.01872	4.42252
778.78243	-3.04011	4.44223	0.01878	4.42345
780.06674	-3.03891	4.44323	0.01884	4.42439
781.35072	-3.20907	4.44423	0.0189	4.42533
782.63437	-2.73268	4.44523	0.01896	4.42628
783.91769	-1.98137	4.44624	0.01902	4.42722
785.20068	-1.5739	4.44725	0.01908	4.42817
786.48334	-2.17119	4.44827	0.01914	4.42913
787.76568	-2.74057	4.44928	0.0192	4.43008
789.04769	-2.71679	4.4503	0.01926	4.43104
790.32937	-2.03151	4.45133	0.01933	4.432
791.61073	-1.69931	4.45236	0.01939	4.43297
792.89175	-2.105	4.45339	0.01945	4.43393
794.17245	-3.05112	4.45442	0.01952	4.43491
795.45282	-3.82023	4.45546	0.01958	4.43588
796.73287	-3.89301	4.4565	0.01964	4.43686
798.01258	-3.38818	4.45755	0.01971	4.43784
799.29197	-2.85093	4.45859	0.01977	4.43882
800.57104	-2.84874	4.45964	0.01984	4.43981
801.84977	-2.82007	4.4607	0.0199	4.4408
803.12818	-2.56205	4.46176	0.01997	4.44179
804.40627	-2.52993	4.46282	0.02003	4.44279
805.68402	-3.07102	4.46389	0.0201	4.44379
806.96145	-3.47202	4.46496	0.02016	4.44479
808.23856	-3.40865	4.46603	0.02023	4.4458
809.51533	-3.19301	4.4671	0.0203	4.44681
810.79178	-2.85819	4.46818	0.02036	4.44782
812.06791	-2.18478	4.46927	0.02043	4.44884
813.34371	-1.16275	4.47035	0.0205	4.44986
814.61918	-0.39592	4.47145	0.02057	4.45088
815.89432	-0.43229	4.47254	0.02064	4.4519
817.16915	-1.43309	4.47364	0.0207	4.45293
818.44364	-2.65574	4.47474	0.02077	4.45397
819.71781	-3.51138	4.47585	0.02084	4.455
820.99165	-3.58976	4.47696	0.02091	4.45604
822.26517	-2.85825	4.47807	0.02098	4.45709
823.53836	-1.42135	4.47919	0.02105	4.45813
824.81123	-0.13074	4.48031	0.02112	4.45918
826.08377	0.3189	4.48143	0.02119	4.46024
827.35599	-0.38054	4.48256	0.02127	4.46129
828.62788	-1.89024	4.48369	0.02134	4.46236
829.89945	-3.22712	4.48483	0.02141	4.46342
831.17069	-3.29496	4.48597	0.02148	4.46449
832.4416	-2.07278	4.48711	0.02155	4.46556
833.7122	-1.34066	4.48826	0.02163	4.46663
834.98246	-1.92623	4.48941	0.0217	4.46771
836.25241	-3.06577	4.49057	0.02177	4.46879
837.52202	-3.13792	4.49173	0.02185	4.46988
838.79132	-2.35027	4.49289	0.02192	4.47097
840.06029	-1.67134	4.49406	0.022	4.47206
841.32893	-1.96351	4.49523	0.02207	4.47316
842.59725	-2.88167	4.49641	0.02215	4.47426
843.86525	-3.26696	4.49759	0.02223	4.47537
845.13292	-2.65477	4.49878	0.0223	4.47647
846.40027	-1.73872	4.49996	0.02238	4.47759
847.6673	-1.86289	4.50116	0.02246	4.4787
848.934	-2.72695	4.50235	0.02253	4.47982
850.20038	-3.48355	4.50356	0.02261	4.48095
851.46643	-3.30142	4.50476	0.02269	4.48207
852.73216	-2.62121	4.50597	0.02277	4.4832
853.99757	-2.21561	4.50719	0.02285	4.48434
855.26265	-2.94549	4.5084	0.02293	4.48548
856.52741	-4.32924	4.50963	0.02301	4.48662
857.79185	-4.98714	4.51085	0.02309	4.48777
859.05596	-4.27815	4.51209	0.02317	4.48892
860.31975	-3.04934	4.51332	0.02325	4.49007
861.58322	-2.53045	4.51456	0.02333	4.49123
862.84637	-2.60071	4.51581	0.02341	4.4924
864.10919	-2.96975	4.51706	0.02349	4.49356
865.37169	-3.43034	4.51831	0.02358	4.49474
866.63387	-3.99675	4.51957	0.02366	4.49591
867.89573	-3.66198	4.52083	0.02374	4.49709
869.15726	-2.71145	4.5221	0.02383	4.49827
870.41847	-2.2369	4.52337	0.02391	4.49946
871.67936	-2.68913	4.52465	0.024	4.50065
872.93992	-2.85634	4.52593	0.02408	4.50185
874.20017	-1.91486	4.52722	0.02417	4.50305
875.46009	-0.56156	4.52851	0.02425	4.50426
876.71969	0.38676	4.5298	0.02434	4.50547
877.97897	-0.04735	4.53111	0.02443	4.50668
879.23793	-1.35468	4.53241	0.02451	4.5079
880.49656	-2.7199	4.53372	0.0246	4.50912
881.75487	-2.88163	4.53504	0.02469	4.51035
883.01287	-2.68936	4.53635	0.02478	4.51158
884.27054	-2.82975	4.53768	0.02487	4.51281
885.52789	-3.25491	4.53901	0.02496	4.51405
886.78491	-2.9355	4.54034	0.02505	4.5153
888.04162	-2.16595	4.54168	0.02514	4.51655
889.29801	-1.91826	4.54303	0.02523	4.5178
890.55407	-2.19408	4.54438	0.02532	4.51906
891.80982	-2.41139	4.54573	0.02541	4.52032
893.06524	-2.27163	4.54709	0.0255	4.52159
894.32034	-2.19989	4.54846	0.0256	4.52286
895.57512	-1.9671	4.54983	0.02569	4.52414
896.82958	-1.67868	4.5512	0.02578	4.52542
898.08372	-1.43079	4.55258	0.02588	4.5267
899.33754	-1.5879	4.55397	0.02597	4.52799
900.59104	-1.94491	4.55536	0.02607	4.52929
901.84422	-2.49546	4.55675	0.02617	4.53059
903.09708	-2.73144	4.55816	0.02626	4.53189
904.34962	-2.73255	4.55956	0.02636	4.5332
905.60184	-2.65468	4.56097	0.02646	4.53452
906.85374	-2.94661	4.56239	0.02655	4.53584
908.10532	-3.12553	4.56381	0.02665	4.53716
909.35658	-3.2727	4.56524	0.02675	4.53849
910.60752	-3.46543	4.56668	0.02685	4.53983
911.85814	-3.76428	4.56812	0.02695	4.54117
913.10845	-3.43418	4.56956	0.02705	4.54251
914.35843	-2.55257	4.57101	0.02715	4.54386
915.60809	-1.91864	4.57247	0.02725	4.54521
916.85743	-1.90244	4.57393	0.02736	4.54657
918.10646	-1.9396	4.5754	0.02746	4.54794
919.35516	-1.97402	4.57687	0.02756	4.54931
920.60355	-2.59772	4.57835	0.02767	4.55068
921.85162	-3.19696	4.57984	0.02777	4.55206
923.09937	-2.79617	4.58133	0.02788	4.55345
924.3468	-1.61054	4.58282	0.02798	4.55484
925.59391	-0.85002	4.58433	0.02809	4.55624
926.8407	-0.64213	4.58583	0.02819	4.55764
928.08717	-0.6512	4.58735	0.0283	4.55905
929.33333	-0.89344	4.58887	0.02841	4.56046
930.57917	-1.43074	4.59039	0.02852	4.56188
931.82469	-1.97959	4.59193	0.02863	4.5633
933.06989	-2.03496	4.59347	0.02874	4.56473
934.31477	-1.9053	4.59501	0.02885	4.56616
935.55933	-1.94531	4.59656	0.02896	4.5676
936.80358	-2.48109	4.59812	0.02907	4.56905
938.04751	-3.04487	4.59968	0.02918	4.5705
939.29112	-3.14076	4.60125	0.02929	4.57196
940.53441	-2.49712	4.60283	0.02941	4.57342
941.77739	-1.75406	4.60441	0.02952	4.57489
943.02005	-1.50408	4.606	0.02964	4.57636
944.26239	-1.73496	4.60759	0.02975	4.57784
945.50441	-1.96711	4.6092	0.02987	4.57933
946.74612	-1.87616	4.61081	0.02998	4.58082
947.98751	-1.02642	4.61242	0.0301	4.58232
949.22858	0.00192	4.61404	0.03022	4.58382
950.46934	0.17936	4.61567	0.03034	4.58533
951.70977	-0.36921	4.6173	0.03046	4.58685
952.9499	-0.31288	4.61895	0.03058	4.58837
954.1897	0.27014	4.62059	0.0307	4.5899
955.42919	0.61987	4.62225	0.03082	4.59143
956.66836	0.98949	4.62391	0.03094	4.59297
957.90721	1.74786	4.62558	0.03106	4.59452
959.14575	1.6398	4.62726	0.03119	4.59607
960.38397	0.00606	4.62894	0.03131	4.59763
961.62188	-1.76249	4.63063	0.03143	4.59919
962.85947	-1.99115	4.63233	0.03156	4.60077
964.09674	-1.26703	4.63403	0.03169	4.60234
965.3337	-1.00342	4.63574	0.03181	4.60393
966.57034	-1.4055	4.63746	0.03194	4.60552
967.80666	-1.5301	4.63918	0.03207	4.60712
969.04267	-1.11554	4.64092	0.0322	4.60872
970.27837	-0.70216	4.64266	0.03233	4.61033
971.51375	-0.7845	4.64441	0.03246	4.61195
972.74881	-1.28939	4.64616	0.03259	4.61357
973.98356	-1.57776	4.64792	0.03272	4.6152
975.21799	-0.95867	4.64969	0.03286	4.61684
976.4521	0.18602	4.65147	0.03299	4.61848
977.6859	0.63752	4.65326	0.03312	4.62013
978.91939	-0.04893	4.65505	0.03326	4.62179
980.15256	-0.72387	4.65685	0.03339	4.62346
981.38542	-0.85316	4.65866	0.03353	4.62513
982.61796	-0.51015	4.66047	0.03367	4.62681
983.85018	0.12714	4.6623	0.03381	4.62849
985.0821	1.48114	4.66413	0.03395	4.63018
986.31369	2.49417	4.66597	0.03409	4.63188
987.54497	2.16	4.66782	0.03423	4.63359
988.77594	0.93847	4.66967	0.03437	4.63531
990.0066	0.17085	4.67154	0.03451	4.63703
991.23693	-0.27402	4.67341	0.03466	4.63876
992.46696	-1.13674	4.67529	0.0348	4.64049
993.69667	-1.81413	4.67718	0.03495	4.64224
994.92606	-1.69984	4.67908	0.03509	4.64399
996.15515	-1.141	4.68098	0.03524	4.64575
997.38392	-0.94725	4.6829	0.03539	4.64751
998.61237	-1.06575	4.68482	0.03553	4.64929
999.84051	-1.38798	4.68675	0.03568	4.65107
1001.06834	-1.3012	4.68869	0.03584	4.65286
1002.29585	-0.85442	4.69064	0.03599	4.65465
1003.52305	-0.76424	4.6926	0.03614	4.65646
1004.74994	-1.87598	4.69456	0.03629	4.65827
1005.97651	-3.03964	4.69654	0.03645	4.66009
1007.20277	-3.2298	4.69852	0.0366	4.66192
1008.42872	-2.37797	4.70051	0.03676	4.66376
1009.65435	-1.37684	4.70252	0.03691	4.6656
1010.87967	-0.69869	4.70453	0.03707	4.66745
1012.10468	-0.69127	4.70655	0.03723	4.66932
1013.32937	-1.14367	4.70858	0.03739	4.67118
1014.55375	-1.36354	4.71062	0.03755	4.67306
1015.77782	-0.75381	4.71266	0.03772	4.67495
1017.00158	-0.02968	4.71472	0.03788	4.67684
1018.22502	-0.54915	4.71679	0.03804	4.67874
1019.44815	-2.91599	4.71886	0.03821	4.68066
1020.67097	-4.74128	4.72095	0.03837	4.68258
1021.89347	-4.46477	4.72304	0.03854	4.6845
1023.11567	-2.7849	4.72515	0.03871	4.68644
1024.33755	-1.99687	4.72727	0.03888	4.68839
1025.55912	-1.9588	4.72939	0.03905	4.69034
1026.78038	-1.50863	4.73152	0.03922	4.6923
1028.00132	-0.53387	4.73367	0.03939	4.69428
1029.22196	0.15086	4.73582	0.03957	4.69626
1030.44228	-0.05643	4.73799	0.03974	4.69825
1031.66229	-0.24854	4.74017	0.03992	4.70025
1032.88199	-0.00331	4.74235	0.04009	4.70226
1034.10137	0.47698	4.74455	0.04027	4.70428
1035.32045	0.4788	4.74675	0.04045	4.7063
1036.53921	-0.36312	4.74897	0.04063	4.70834
1037.75767	-1.36716	4.7512	0.04081	4.71038
1038.97581	-1.61166	4.75344	0.041	4.71244
1040.19364	-0.05319	4.75568	0.04118	4.71451
1041.41116	1.44229	4.75794	0.04136	4.71658
1042.62836	1.72653	4.76022	0.04155	4.71866
1043.84526	0.84319	4.7625	0.04174	4.72076
1045.06185	0.88823	4.76479	0.04193	4.72286
1046.27812	1.27375	4.76709	0.04212	4.72498
1047.49409	1.78468	4.76941	0.04231	4.7271
1048.70974	1.88186	4.77173	0.0425	4.72923
1049.92509	1.71612	4.77407	0.04269	4.73138
1051.14012	0.70641	4.77642	0.04289	4.73353
1052.35484	0.19653	4.77878	0.04309	4.7357
1053.56926	0.69069	4.78115	0.04328	4.73787
1054.78336	1.47923	4.78354	0.04348	4.74006
1055.99715	1.37985	4.78593	0.04368	4.74225
1057.21063	0.83139	4.78834	0.04388	4.74446
1058.42381	0.09793	4.79076	0.04409	4.74667
1059.63667	-0.29845	4.79319	0.04429	4.7489
1060.84922	-0.20538	4.79564	0.0445	4.75114
1062.06147	0.60847	4.79809	0.0447	4.75339
1063.2734	1.34033	4.80056	0.04491	4.75565
1064.48502	1.76359	4.80304	0.04512	4.75792
1065.69634	1.20534	4.80553	0.04533	4.7602
1066.90734	0.48249	4.80804	0.04555	4.76249
1068.11804	0.31385	4.81056	0.04576	4.7648
1069.32842	0.853	4.81309	0.04598	4.76711
1070.5385	0.79238	4.81563	0.04619	4.76944
1071.74827	0.02945	4.81819	0.04641	4.77178
1072.95773	-0.9019	4.82076	0.04663	4.77413
1074.16688	-1.42751	4.82334	0.04685	4.77649
1075.37572	-1.1468	4.82594	0.04708	4.77887
1076.58425	-0.23675	4.82855	0.0473	4.78125
1077.79247	0.46906	4.83118	0.04753	4.78365
1079.00039	0.48581	4.83381	0.04775	4.78606
1080.20799	0.49379	4.83646	0.04798	4.78848
1081.41529	0.601	4.83913	0.04821	4.79091
1082.62228	0.25406	4.84181	0.04845	4.79336
1083.82896	-0.6729	4.8445	0.04868	4.79582
1085.03534	-1.33518	4.84721	0.04892	4.79829
1086.2414	-1.42656	4.84993	0.04915	4.80077
1087.44716	-1.44397	4.85266	0.04939	4.80327
1088.65261	-1.76994	4.85541	0.04963	4.80578
1089.85775	-1.78101	4.85818	0.04988	4.8083
1091.06258	-1.12611	4.86096	0.05012	4.81083
1092.2671	-0.62063	4.86375	0.05037	4.81338
1093.47132	-0.96786	4.86656	0.05061	4.81594
1094.67523	-1.35326	4.86938	0.05086	4.81852
1095.87883	-0.63592	4.87222	0.05112	4.82111
1097.08213	0.32449	4.87508	0.05137	4.82371
1098.28511	0.31434	4.87794	0.05162	4.82632
1099.48779	-0.74809	4.88083	0.05188	4.82895
1100.69017	-1.46009	4.88373	0.05214	4.83159
1101.89223	-1.53763	4.88665	0.0524	4.83425
1103.09399	-1.03481	4.88958	0.05266	4.83692
1104.29544	-0.33449	4.89253	0.05293	4.8396
1105.49659	0.53851	4.89549	0.05319	4.8423
1106.69742	0.91849	4.89847	0.05346	4.84501
1107.89795	0.68562	4.90147	0.05373	4.84774
1109.09818	0.31408	4.90449	0.054	4.85048
1110.2981	0.18672	4.90752	0.05428	4.85324
1111.49771	0.02868	4.91056	0.05455	4.85601
1112.69701	-0.28449	4.91363	0.05483	4.8588
1113.89601	-0.62304	4.91671	0.05511	4.8616
1115.0947	-1.01547	4.91981	0.05539	4.86442
1116.29309	-1.73515	4.92293	0.05568	4.86725
1117.49117	-2.31821	4.92606	0.05596	4.8701
1118.68894	-2.47014	4.92921	0.05625	4.87296
1119.88641	-1.79952	4.93238	0.05654	4.87584
1121.08357	-0.94568	4.93557	0.05684	4.87873
1122.28042	-0.11096	4.93877	0.05713	4.88164
1123.47697	0.16588	4.942	0.05743	4.88457
1124.67322	0.44595	4.94524	0.05773	4.88751
1125.86915	0.73716	4.9485	0.05803	4.89047
1127.06479	0.85539	4.95178	0.05833	4.89345
1128.26011	0.05239	4.95508	0.05864	4.89644
1129.45514	-1.13776	4.9584	0.05895	4.89945
1130.64985	-1.50492	4.96173	0.05926	4.90247
1131.84426	-0.72812	4.96509	0.05957	4.90552
1133.03837	0.39287	4.96847	0.05989	4.90858
1134.23217	0.51935	4.97186	0.06021	4.91165
1135.42567	-0.25067	4.97528	0.06053	4.91475
1136.61886	-1.06836	4.97871	0.06085	4.91786
1137.81175	-0.45496	4.98217	0.06118	4.92099
1139.00433	0.88299	4.98565	0.06151	4.92414
1140.1966	1.8635	4.98914	0.06184	4.9273
1141.38858	1.51494	4.99266	0.06217	4.93049
1142.58024	0.44768	4.9962	0.06251	4.93369
1143.77161	-0.76536	4.99976	0.06285	4.93691
1144.96267	-1.15003	5.00334	0.06319	4.94015
1146.15342	-0.8706	5.00695	0.06353	4.94341
1147.34387	-0.48082	5.01057	0.06388	4.94669
1148.53402	-0.1563	5.01422	0.06423	4.94999
1149.72386	0.62458	5.01789	0.06458	4.9533
1150.9134	1.62451	5.02158	0.06494	4.95664
1152.10263	1.92677	5.02529	0.0653	4.95999
1153.29156	1.21967	5.02903	0.06566	4.96337
1154.48019	0.27713	5.03279	0.06602	4.96677
1155.66851	-0.05295	5.03657	0.06639	4.97018
1156.85653	0.22763	5.04038	0.06676	4.97362
1158.04424	0.34766	5.04421	0.06713	4.97707
1159.23166	0.04911	5.04806	0.06751	4.98055
1160.41877	-0.6566	5.05194	0.06789	4.98405
1161.60557	-0.97945	5.05584	0.06827	4.98757
1162.79207	-0.7498	5.05977	0.06866	4.99111
1163.97827	0.02289	5.06372	0.06904	4.99468
1165.16417	0.21123	5.0677	0.06944	4.99826
1166.34976	-0.22229	5.0717	0.06983	5.00187
1167.53505	-0.80458	5.07572	0.07023	5.00549
1168.72004	-0.31108	5.07978	0.07063	5.00915
1169.90472	0.98405	5.08385	0.07104	5.01282
1171.0891	1.92552	5.08796	0.07144	5.01652
1172.27318	1.54235	5.09209	0.07186	5.02023
1173.45696	0.59703	5.09625	0.07227	5.02398
1174.64043	0.0876	5.10043	0.07269	5.02774
1175.8236	-0.03954	5.10464	0.07311	5.03153
1177.00647	-0.5261	5.10888	0.07354	5.03535
1178.18904	-1.17336	5.11315	0.07397	5.03918
1179.3713	-1.3519	5.11744	0.0744	5.04304
1180.55326	-0.87577	5.12177	0.07484	5.04693
1181.73492	-0.35302	5.12612	0.07528	5.05084
1182.91628	0.30358	5.1305	0.07572	5.05478
1184.09734	1.22021	5.13491	0.07617	5.05874
1185.27809	2.28338	5.13935	0.07662	5.06273
1186.45854	2.94471	5.14382	0.07708	5.06674
1187.6387	2.88519	5.14831	0.07754	5.07078
1188.81855	2.02171	5.15284	0.078	5.07484
1189.99809	1.20725	5.1574	0.07847	5.07893
