WAVENUMBER	INTENSITY	A1	A2	B
1/cm	Counts/s	SC+M Total Fit	SC lorentzian	M BWF
				
	5 pts SG smooth of INTENSITY"Counts/s"			
1191.17734	1.34969	5.16199	0.07894	5.08305
1192.35628	2.09999	5.16661	0.07942	5.08719
1193.53493	1.96888	5.17126	0.0799	5.09137
1194.71327	0.72234	5.17595	0.08038	5.09557
1195.89131	-0.81229	5.18067	0.08087	5.09979
1197.06905	-0.95418	5.18541	0.08137	5.10405
1198.24649	0.64148	5.1902	0.08186	5.10833
1199.42363	2.97897	5.19501	0.08237	5.11264
1200.60047	4.00908	5.19986	0.08287	5.11699
1201.77701	3.58406	5.20474	0.08338	5.12136
1202.95324	2.90162	5.20966	0.0839	5.12576
1204.12918	2.9147	5.21461	0.08442	5.13019
1205.30481	3.22335	5.21959	0.08494	5.13465
1206.48015	2.93164	5.22461	0.08547	5.13914
1207.65518	2.17608	5.22967	0.08601	5.14366
1208.82992	1.87931	5.23476	0.08655	5.14821
1210.00435	2.69366	5.23989	0.08709	5.15279
1211.17848	3.68945	5.24505	0.08764	5.15741
1212.35232	4.06772	5.25026	0.0882	5.16206
1213.52585	3.79524	5.2555	0.08876	5.16674
1214.69908	3.49344	5.26077	0.08932	5.17145
1215.87202	2.70862	5.26609	0.08989	5.1762
1217.04465	1.50223	5.27144	0.09047	5.18097
1218.21698	0.61195	5.27684	0.09105	5.18579
1219.38902	1.33302	5.28227	0.09164	5.19063
1220.56075	2.7345	5.28774	0.09223	5.19551
1221.73219	3.75638	5.29326	0.09283	5.20043
1222.90332	3.68871	5.29881	0.09343	5.20538
1224.07416	3.38907	5.30441	0.09404	5.21037
1225.2447	3.34189	5.31004	0.09465	5.21539
1226.41494	3.97387	5.31572	0.09528	5.22045
1227.58487	4.34661	5.32145	0.0959	5.22554
1228.75451	3.84765	5.32721	0.09654	5.23068
1229.92385	2.7972	5.33302	0.09717	5.23585
1231.0929	1.97689	5.33888	0.09782	5.24106
1232.26164	1.28163	5.34477	0.09847	5.2463
1233.43008	0.93234	5.35072	0.09913	5.25159
1234.59823	1.15259	5.35671	0.09979	5.25691
1235.76608	1.67526	5.36274	0.10046	5.26228
1236.93363	1.9196	5.36882	0.10114	5.26768
1238.10088	2.29342	5.37495	0.10183	5.27313
1239.26783	2.75051	5.38113	0.10252	5.27861
1240.43448	2.81896	5.38735	0.10321	5.28414
1241.60084	2.43849	5.39363	0.10392	5.28971
1242.76689	2.47246	5.39995	0.10463	5.29532
1243.93265	3.04468	5.40632	0.10535	5.30097
1245.09811	3.44588	5.41275	0.10608	5.30667
1246.26327	3.09245	5.41922	0.10681	5.31241
1247.42814	2.44256	5.42575	0.10755	5.3182
1248.59271	2.20352	5.43233	0.1083	5.32403
1249.75698	2.7704	5.43896	0.10906	5.32991
1250.92095	3.3571	5.44565	0.10982	5.33583
1252.08462	3.17297	5.45239	0.11059	5.3418
1253.248	2.30658	5.45918	0.11137	5.34781
1254.41108	2.03512	5.46603	0.11216	5.35387
1255.57386	2.45254	5.47294	0.11295	5.35999
1256.73634	2.40238	5.4799	0.11376	5.36615
1257.89853	1.33534	5.48693	0.11457	5.37235
1259.06042	0.39759	5.49401	0.11539	5.37861
1260.22202	0.71665	5.50115	0.11622	5.38492
1261.38331	1.50089	5.50835	0.11706	5.39128
1262.54431	2.04688	5.51561	0.11791	5.3977
1263.70501	2.29332	5.52293	0.11877	5.40416
1264.86542	3.11284	5.53031	0.11963	5.41068
1266.02553	4.32793	5.53776	0.12051	5.41725
1267.18534	5.81019	5.54527	0.12139	5.42388
1268.34486	6.58281	5.55284	0.12229	5.43056
1269.50408	6.45411	5.56048	0.12319	5.43729
1270.663	5.84698	5.56819	0.1241	5.44408
1271.82162	5.38961	5.57596	0.12503	5.45093
1272.97995	4.87438	5.5838	0.12596	5.45784
1274.13799	4.47481	5.59171	0.1269	5.46481
1275.29573	4.92137	5.59969	0.12786	5.47183
1276.45317	5.77369	5.60774	0.12882	5.47892
1277.61032	5.96255	5.61586	0.1298	5.48606
1278.76717	5.25223	5.62405	0.13078	5.49327
1279.92372	4.66879	5.63232	0.13178	5.50054
1281.07998	4.60575	5.64066	0.13279	5.50787
1282.23594	4.76236	5.64907	0.13381	5.51527
1283.39161	4.96231	5.65757	0.13484	5.52273
1284.54698	5.13317	5.66614	0.13588	5.53025
1285.70206	5.0198	5.67478	0.13694	5.53785
1286.85684	4.27401	5.68351	0.13801	5.54551
1288.01132	3.83488	5.69232	0.13908	5.55323
1289.16551	4.32168	5.70121	0.14018	5.56103
1290.31941	5.49862	5.71018	0.14128	5.5689
1291.47301	6.02771	5.71924	0.1424	5.57684
1292.62631	6.30341	5.72838	0.14353	5.58485
1293.77932	7.07947	5.7376	0.14467	5.59293
1294.93204	8.72657	5.74692	0.14583	5.60109
1296.08446	9.80893	5.75632	0.147	5.60932
1297.23658	10.1102	5.76581	0.14818	5.61763
1298.38841	9.89726	5.77539	0.14938	5.62601
1299.53995	9.67005	5.78507	0.15059	5.63448
1300.69119	8.74534	5.79484	0.15182	5.64302
1301.84214	7.81765	5.8047	0.15306	5.65164
1302.99279	7.69747	5.81467	0.15432	5.66035
1304.14315	8.68183	5.82472	0.15559	5.66913
1305.29322	9.67895	5.83488	0.15688	5.678
1306.44299	10.48704	5.84514	0.15818	5.68696
1307.59246	10.7417	5.8555	0.1595	5.696
1308.74165	10.44279	5.86596	0.16084	5.70513
1309.89053	9.5414	5.87653	0.16219	5.71434
1311.03913	8.90349	5.88721	0.16356	5.72365
1312.18743	8.53229	5.89799	0.16494	5.73305
1313.33544	8.63354	5.90889	0.16634	5.74254
1314.48315	8.96563	5.91989	0.16777	5.75212
1315.63057	9.47496	5.93101	0.1692	5.7618
1316.77769	9.45762	5.94224	0.17066	5.77158
1317.92453	9.24818	5.95359	0.17214	5.78146
1319.07107	9.33903	5.96506	0.17363	5.79143
1320.21731	9.90243	5.97665	0.17514	5.8015
1321.36327	9.92916	5.98836	0.17668	5.81168
1322.50893	8.89835	6.00019	0.17823	5.82196
1323.65429	7.42237	6.01215	0.1798	5.83235
1324.79937	6.89798	6.02424	0.18139	5.84285
1325.94415	7.74305	6.03646	0.18301	5.85345
1327.08863	9.11763	6.04881	0.18464	5.86417
1328.23283	9.62029	6.06129	0.1863	5.87499
1329.37673	9.33733	6.07391	0.18798	5.88594
1330.52034	9.40463	6.08667	0.18968	5.89699
1331.66366	10.60785	6.09957	0.1914	5.90817
1332.80668	11.18772	6.11261	0.19315	5.91946
1333.94941	9.81681	6.1258	0.19492	5.93088
1335.09185	7.42508	6.13914	0.19671	5.94242
1336.234	6.69167	6.15262	0.19853	5.95409
1337.37586	7.80302	6.16626	0.20038	5.96588
1338.51742	8.98702	6.18005	0.20224	5.97781
1339.65869	8.81916	6.194	0.20414	5.98986
1340.79967	8.17669	6.20811	0.20606	6.00205
1341.94036	8.23039	6.22238	0.20801	6.01438
1343.08075	8.44018	6.23682	0.20998	6.02684
1344.22086	7.53041	6.25143	0.21199	6.03945
1345.36067	6.25746	6.26621	0.21402	6.05219
1346.50019	6.26701	6.28116	0.21608	6.06509
1347.63942	7.03727	6.2963	0.21817	6.07813
1348.77835	6.82274	6.31161	0.22028	6.09132
1349.917	5.71032	6.3271	0.22243	6.10467
1351.05535	4.83251	6.34279	0.22461	6.11817
1352.19341	4.5768	6.35866	0.22683	6.13183
1353.33119	5.08127	6.37472	0.22907	6.14565
1354.46867	5.9127	6.39099	0.23135	6.15964
1355.60586	5.81269	6.40745	0.23366	6.17379
1356.74275	4.22697	6.42412	0.236	6.18812
1357.87936	2.90976	6.441	0.23838	6.20261
1359.01568	2.91561	6.45809	0.2408	6.21729
1360.1517	3.88447	6.47539	0.24325	6.23214
1361.28744	4.82443	6.49291	0.24574	6.24717
1362.42288	5.66212	6.51066	0.24827	6.2624
1363.55804	5.85872	6.52864	0.25083	6.27781
1364.6929	5.52645	6.54685	0.25343	6.29341
1365.82747	4.77604	6.56529	0.25608	6.30921
1366.96176	4.22754	6.58398	0.25876	6.32521
1368.09575	4.06115	6.60291	0.26149	6.34142
1369.22945	4.54288	6.62209	0.26426	6.35783
1370.36286	5.67447	6.64153	0.26707	6.37446
1371.49598	6.76384	6.66123	0.26993	6.3913
1372.62881	6.57172	6.68119	0.27283	6.40836
1373.76136	4.61013	6.70143	0.27578	6.42565
1374.89361	3.46985	6.72194	0.27878	6.44316
1376.02557	4.58451	6.74273	0.28182	6.46091
1377.15724	6.55124	6.76381	0.28492	6.4789
1378.28862	6.88369	6.78519	0.28806	6.49713
1379.41972	6.4665	6.80686	0.29125	6.51561
1380.55052	6.31358	6.82884	0.2945	6.53434
1381.68103	6.36495	6.85113	0.29781	6.55332
1382.81126	6.09772	6.87374	0.30116	6.57258
1383.94119	5.82169	6.89667	0.30458	6.5921
1385.07084	5.53462	6.91994	0.30805	6.61189
1386.2002	5.46871	6.94354	0.31158	6.63196
1387.32926	5.83335	6.96749	0.31516	6.65232
1388.45804	6.06637	6.99179	0.31882	6.67298
1389.58653	5.45683	7.01645	0.32253	6.69393
1390.71473	4.87377	7.04149	0.32631	6.71518
1391.84265	5.20965	7.0669	0.33015	6.73674
1392.97027	6.0222	7.09269	0.33406	6.75863
1394.0976	6.1705	7.11888	0.33804	6.78084
1395.22465	5.76018	7.14547	0.34209	6.80338
1396.35141	5.2171	7.17247	0.34621	6.82626
1397.47787	4.78447	7.19989	0.35041	6.84948
1398.60405	4.38094	7.22774	0.35468	6.87306
1399.72995	4.3254	7.25604	0.35903	6.89701
1400.85555	4.74352	7.28478	0.36346	6.92132
1401.98087	5.45969	7.31398	0.36797	6.94601
1403.10589	5.68691	7.34366	0.37256	6.9711
1404.23063	5.64839	7.37382	0.37724	6.99658
1405.35508	6.20388	7.40447	0.38201	7.02246
1406.47925	7.33743	7.43563	0.38686	7.04877
1407.60312	6.95467	7.46731	0.39181	7.0755
1408.72671	4.49986	7.49951	0.39685	7.10266
1409.85001	2.67354	7.53226	0.40199	7.13028
1410.97302	4.11027	7.56557	0.40723	7.15835
1412.09575	6.78482	7.59945	0.41256	7.18689
1413.21819	7.17866	7.63392	0.41801	7.21591
1414.34034	5.04158	7.66898	0.42356	7.24542
1415.4622	3.66657	7.70466	0.42922	7.27545
1416.58377	4.71009	7.74097	0.43499	7.30598
1417.70506	7.35367	7.77793	0.44087	7.33705
1418.82606	9.24855	7.81555	0.44688	7.36867
1419.94678	9.21987	7.85385	0.45301	7.40084
1421.0672	8.00711	7.89286	0.45926	7.43359
1422.18734	7.43967	7.93258	0.46565	7.46693
1423.30719	8.02796	7.97303	0.47216	7.50088
1424.42676	8.83111	8.01425	0.47881	7.53544
1425.54604	9.41191	8.05624	0.4856	7.57064
1426.66503	9.39424	8.09903	0.49253	7.6065
1427.78374	8.50107	8.14265	0.49961	7.64303
1428.90216	7.655	8.1871	0.50685	7.68025
1430.02029	7.87261	8.23243	0.51424	7.71819
1431.13814	8.21331	8.27864	0.52179	7.75686
1432.2557	6.98566	8.32578	0.5295	7.79628
1433.37297	5.67687	8.37386	0.53739	7.83647
1434.48996	5.73641	8.42291	0.54545	7.87746
1435.60666	6.75872	8.47296	0.55369	7.91927
1436.72308	7.01176	8.52404	0.56212	7.96193
1437.83921	7.32954	8.57619	0.57074	8.00545
1438.95505	7.70007	8.62942	0.57955	8.04987
1440.07061	7.62264	8.68379	0.58857	8.09521
1441.18588	6.98402	8.73931	0.5978	8.14151
1442.30087	7.40751	8.79603	0.60725	8.18878
1443.41557	8.28551	8.85398	0.61691	8.23707
1444.52998	7.8227	8.91321	0.62681	8.2864
1445.64411	6.30946	8.97375	0.63695	8.3368
1446.75796	5.83442	9.03564	0.64733	8.38831
1447.87152	6.60373	9.09894	0.65796	8.44098
1448.98479	6.50746	9.16368	0.66886	8.49482
1450.09778	5.96881	9.22992	0.68002	8.54989
1451.21048	6.29449	9.29769	0.69147	8.60623
1452.3229	7.54769	9.36707	0.7032	8.66387
1453.43503	7.5201	9.43809	0.71522	8.72286
1454.54688	6.71446	9.51082	0.72756	8.78326
1455.65844	6.5019	9.58531	0.74022	8.84509
1456.76972	7.53881	9.66163	0.7532	8.90843
1457.88071	8.78836	9.73985	0.76653	8.97332
1458.99142	9.23508	9.82002	0.7802	9.03982
1460.10185	9.40657	9.90223	0.79425	9.10798
1461.21199	10.25182	9.98654	0.80867	9.17787
1462.32184	12.89895	10.07303	0.82348	9.24954
1463.43141	14.67079	10.16179	0.83871	9.32308
1464.5407	14.57348	10.25289	0.85435	9.39855
1465.6497	12.35843	10.34644	0.87043	9.47601
1466.75842	10.95629	10.44252	0.88696	9.55556
1467.86685	10.88456	10.54124	0.90396	9.63727
1468.975	12.87061	10.64269	0.92146	9.72123
1470.08287	14.44588	10.74698	0.93946	9.80753
1471.19045	14.42519	10.85424	0.95798	9.89625
1472.29775	13.18104	10.96457	0.97706	9.98752
1473.40476	12.58763	11.07812	0.9967	10.08142
1474.51149	12.78765	11.19501	1.01694	10.17807
1475.61794	12.98822	11.31538	1.03779	10.27759
1476.7241	13.44469	11.43938	1.05929	10.3801
1477.82998	14.27417	11.56718	1.08145	10.48573
1478.93558	15.38909	11.69893	1.10431	10.59462
1480.04089	15.66237	11.83481	1.12789	10.70692
1481.14592	15.25766	11.97501	1.15223	10.82278
1482.25067	14.57302	12.11972	1.17736	10.94236
1483.35513	14.8709	12.26916	1.20331	11.06584
1484.45931	15.9851	12.42353	1.23013	11.19341
1485.56321	17.13815	12.58308	1.25784	11.32525
1486.66682	17.27843	12.74806	1.28648	11.46157
1487.77015	16.87342	12.91871	1.31611	11.6026
1488.8732	16.10586	13.09533	1.34677	11.74856
1489.97596	15.28747	13.27821	1.3785	11.89972
1491.07845	15.25907	13.46767	1.41135	12.05632
1492.18065	16.50476	13.66404	1.44538	12.21867
1493.28256	17.56664	13.86768	1.48064	12.38704
1494.3842	17.42819	14.07898	1.5172	12.56178
1495.48555	17.54167	14.29833	1.55512	12.74322
1496.58662	19.11149	14.52618	1.59446	12.93172
1497.68741	20.96748	14.76299	1.6353	13.12769
1498.78791	21.79108	15.00926	1.67772	13.33154
1499.88813	21.80347	15.26552	1.7218	13.54372
1500.98808	21.68029	15.53233	1.76761	13.76472
1502.08773	21.25704	15.81032	1.81527	13.99505
1503.18711	20.90721	16.10014	1.86486	14.23528
1504.28621	20.72867	16.4025	1.9165	14.486
1505.38502	20.87446	16.71814	1.97029	14.74785
1506.48355	21.42373	17.04789	2.02635	15.02153
1507.5818	22.57029	17.39262	2.08483	15.30779
1508.67977	23.72284	17.75328	2.14584	15.60744
1509.77746	24.56498	18.13089	2.20956	15.92133
1510.87486	25.13039	18.52654	2.27612	16.25042
1511.97198	25.16684	18.94142	2.34572	16.5957
1513.06883	25.06136	19.37682	2.41853	16.95829
1514.16539	25.82904	19.83412	2.49475	17.33937
1515.26167	27.67825	20.31481	2.5746	17.74021
1516.35766	29.09926	20.82052	2.65831	18.16221
1517.45338	29.90807	21.35299	2.74614	18.60686
1518.54882	30.67473	21.91413	2.83835	19.07578
1519.64397	32.10731	22.50598	2.93524	19.57073
1520.73885	33.3627	23.13075	3.03714	20.09361
1521.83344	34.27564	23.79085	3.14439	20.64646
1522.92775	34.62186	24.48885	3.25736	21.23148
1524.02179	35.09901	25.22754	3.37648	21.85106
1525.11554	35.39706	26.00992	3.5022	22.50772
1526.20901	35.20969	26.83919	3.635	23.20419
1527.3022	34.57936	27.7188	3.77544	23.94337
1528.39511	34.48484	28.65239	3.92409	24.7283
1529.48774	34.5908	29.64381	4.08161	25.56221
1530.58009	34.12914	30.69711	4.24872	26.44839
1531.67216	33.69619	31.81646	4.4262	27.39026
1532.76394	34.61305	33.00613	4.61492	28.39121
1533.85545	36.66626	34.27036	4.81586	29.4545
1534.94668	38.37903	35.61327	5.03007	30.5832
1536.03763	39.35765	37.03863	5.25874	31.77988
1537.1283	39.70148	38.54962	5.5032	33.04642
1538.21869	39.69884	40.14853	5.76492	34.38361
1539.3088	39.62479	41.83624	6.04555	35.79069
1540.39863	40.27031	43.61169	6.34694	37.26475
1541.48818	41.65361	45.47114	6.67117	38.79997
1542.57745	43.60124	47.40729	7.02058	40.38671
1543.66644	45.71551	49.40822	7.39782	42.0104
1544.75515	47.54461	51.45622	7.8059	43.65032
1545.84358	48.49349	53.52663	8.24824	45.27839
1546.93173	48.99047	55.5867	8.72873	46.85797
1548.0196	49.72684	57.5949	9.25182	48.34308
1549.1072	51.23716	59.50096	9.82265	49.67831
1550.19451	53.32891	61.247	10.44711	50.79989
1551.28155	55.29715	62.77033	11.13204	51.63829
1552.36831	56.52641	64.00813	11.88538	52.12275
1553.45478	57.30158	64.90411	12.71637	52.18774
1554.54098	58.51115	65.41653	13.63588	51.78065
1555.6269	59.99013	65.52646	14.65666	50.8698
1556.71254	61.71939	65.24474	15.79383	49.45091
1557.79791	63.51557	64.61582	17.06533	47.55049
1558.88299	65.39904	63.71742	18.49264	45.22478
1559.9678	66.71805	62.65594	20.10152	42.55441
1561.05232	68.24364	61.55864	21.92316	39.63548
1562.13657	70.41901	60.56475	23.99543	36.56932
1563.22054	73.18103	59.8175	26.36468	33.45282
1564.30424	75.9	59.45895	29.08794	30.37101
1565.38765	78.96769	59.62841	32.23581	27.3926
1566.47079	82.48908	60.46473	35.89629	24.56844
1567.55364	85.77277	62.11188	40.17958	21.93231
1568.63622	88.35469	64.7275	45.2244	19.5031
1569.71853	90.68939	68.49379	51.20602	17.28777
1570.80055	93.491	73.63037	58.3461	15.28427
1571.8823	96.80204	80.40856	66.92426	13.4843
1572.96376	100.59904	89.16556	77.29	11.87556
1574.04495	105.08091	100.31485	89.87135	10.44351
1575.12587	110.61135	114.34376	105.17113	9.17263
1576.2065	117.69085	131.77878	123.73139	8.04738
1577.28686	126.18333	153.08078	146.028	7.05278
1578.36694	135.91473	178.40739	172.23267	6.17472
1579.44675	147.66404	207.16897	201.76874	5.40023
1580.52627	162.5735	237.38046	232.66296	4.7175
1581.60552	179.0537	265.10127	260.98535	4.11592
1582.68449	193.45104	284.74301	281.15701	3.58601
1583.76319	203.79706	291.03728	287.91795	3.11933
1584.8416	209.91115	281.96584	279.25739	2.70844
1585.91975	209.99032	260.09691	257.75013	2.34677
1586.99761	200.67043	230.88943	228.86089	2.02854
1588.0752	181.99735	199.76851	198.01985	1.74865
1589.15251	158.25498	170.38801	168.88537	1.50265
1590.22954	134.31857	144.49456	143.20797	1.28659
1591.3063	112.63658	122.53174	121.4347	1.09704
1592.38278	94.46464	104.2676	103.33664	0.93097
1593.45898	79.63306	89.20773	88.42203	0.7857
1594.53491	67.14436	76.81108	76.15219	0.6589
1595.61056	55.58285	66.58315	66.03465	0.54849
1596.68593	45.55136	58.10568	57.65301	0.45267
1597.76103	38.18381	51.03812	50.66831	0.36981
1598.83585	34.42192	45.10823	44.80973	0.2985
1599.9104	32.21424	40.10012	39.86265	0.23748
1600.98467	29.54133	35.84295	35.65732	0.18563
1602.05866	25.80557	32.20127	32.05928	0.14198
1603.13238	22.7128	29.06728	28.96164	0.10565
1604.20582	20.76121	26.35481	26.27897	0.07584
1605.27899	19.68086	23.99451	23.94263	0.05188
1606.35188	18.51881	21.93028	21.89713	0.03315
1607.4245	16.81759	20.11643	20.09735	0.01908
1608.49684	14.66683	18.51554	18.50634	0.0092
1609.5689	12.8109	17.09674	17.09368	0.00306
1610.64069	11.88484	15.83445	15.83419	2.6212E-4
1611.7122	11.90693	14.70734	14.70688	4.61211E-4
1612.78344	12.19202	13.69752	13.69418	0.00334
1613.8544	11.90472	12.78991	12.7813	0.00861
1614.92509	11.09447	11.97172	11.9557	0.01602
1615.9955	10.20817	11.2321	11.20676	0.02534
1617.06564	9.31315	10.56175	10.52538	0.03637
1618.1355	8.36507	9.95267	9.90376	0.04891
1619.20509	7.70939	9.39799	9.33518	0.0628
1620.2744	7.456	8.89174	8.81384	0.0779
1621.34344	7.39877	8.42874	8.33469	0.09405
1622.4122	7.27978	8.00449	7.89333	0.11115
1623.48069	6.70963	7.61501	7.48593	0.12908
1624.5489	5.83165	7.25686	7.10912	0.14774
1625.61684	5.09411	6.92696	6.75993	0.16703
1626.6845	4.9214	6.62262	6.43574	0.18688
1627.75189	4.67159	6.34145	6.13424	0.20722
1628.81901	4.31812	6.08133	5.85336	0.22797
1629.88585	3.85069	5.84036	5.59129	0.24907
1630.95241	3.90895	5.61686	5.34639	0.27047
1632.01871	4.03722	5.40932	5.1172	0.29212
1633.08473	4.16022	5.21638	4.90241	0.31397
1634.15047	3.87923	5.03683	4.70084	0.33599
1635.21594	4.10509	4.86957	4.51144	0.35813
1636.28114	4.65163	4.71361	4.33324	0.38037
1637.34606	4.86089	4.56805	4.16539	0.40266
1638.41071	3.74434	4.4321	4.0071	0.42499
1639.47508	2.39653	4.305	3.85767	0.44734
1640.53918	1.90002	4.1861	3.71644	0.46966
1641.60301	2.25065	4.07479	3.58283	0.49196
1642.66657	2.33549	3.9705	3.4563	0.51421
1643.72985	2.23118	3.87274	3.33636	0.53638
1644.79285	2.27922	3.78104	3.22256	0.55848
1645.85559	2.29135	3.69497	3.1145	0.58048
1646.91805	1.66648	3.61415	3.01178	0.60237
1647.98024	1.03163	3.53822	2.91408	0.62415
1649.04215	1.35683	3.46685	2.82106	0.64579
1650.10379	2.84045	3.39973	2.73243	0.6673
1651.16516	4.17122	3.3366	2.64792	0.68867
1652.22625	3.93567	3.27718	2.56729	0.70989
1653.28708	2.59902	3.22124	2.49029	0.73095
1654.34763	1.9013	3.16856	2.41671	0.75185
1655.4079	2.5917	3.11894	2.34635	0.77259
1656.46791	3.24641	3.07219	2.27903	0.79315
1657.52764	2.99236	3.02812	2.21458	0.81354
1658.5871	2.29595	2.98659	2.15283	0.83376
1659.64628	1.93815	2.94744	2.09364	0.8538
1660.7052	1.65788	2.91052	2.03686	0.87366
1661.76384	1.3242	2.87571	1.98238	0.89333
1662.82221	1.53449	2.84288	1.93005	0.91282
1663.8803	2.44876	2.81192	1.87978	0.93213
1664.93813	3.03499	2.78272	1.83146	0.95126
1665.99568	2.42097	2.75518	1.78498	0.9702
1667.05296	0.92334	2.72922	1.74026	0.98895
1668.10997	0	2.70473	1.69721	1.00752
1669.1667	0.27947	2.68165	1.65574	1.02591
1670.22317	1.69499	2.65989	1.61578	1.04411
1671.27936	2.6146	2.63938	1.57726	1.06213
1672.33528	2.36135	2.62006	1.54011	1.07996
1673.39093	1.23519	2.60187	1.50426	1.09761
1674.44631	0.88899	2.58473	1.46965	1.11508
1675.50141	1.47254	2.5686	1.43623	1.13237
1676.55625	2.26705	2.55343	1.40395	1.14948
1677.61081	2.42813	2.53916	1.37274	1.16642
1678.6651	2.20863	2.52575	1.34257	1.18317
1679.71912	2.26494	2.51315	1.3134	1.19975
1680.77287	2.81025	2.50133	1.28516	1.21616
1681.82635	3.25429	2.49024	1.25784	1.2324
1682.87955	2.90604	2.47985	1.23138	1.24847
1683.93249	2.00775	2.47012	1.20576	1.26437
1684.98515	1.429	2.46102	1.18093	1.2801
1686.03754	1.67844	2.45252	1.15686	1.29566
1687.08967	2.63681	2.4446	1.13353	1.31107
1688.14152	3.75728	2.43721	1.1109	1.32631
1689.1931	4.47322	2.43034	1.08895	1.34139
1690.24441	4.15693	2.42395	1.06764	1.35631
1691.29545	3.11539	2.41804	1.04696	1.37107
1692.34622	2.3373	2.41257	1.02688	1.38569
1693.39671	2.82244	2.40752	1.00738	1.40014
1694.44694	4.28923	2.40288	0.98843	1.41445
1695.4969	5.76986	2.39862	0.97001	1.42861
1696.54659	5.94908	2.39473	0.95211	1.44262
1697.596	4.68111	2.39118	0.93471	1.45648
1698.64515	3.13913	2.38797	0.91778	1.4702
1699.69403	3.07714	2.38508	0.90131	1.48377
1700.74263	4.17849	2.38249	0.88528	1.49721
1701.79097	5.05398	2.38019	0.86968	1.51051
1702.83904	4.85653	2.37816	0.85449	1.52367
1703.88683	4.5051	2.37639	0.8397	1.53669
1704.93436	4.42362	2.37488	0.82529	1.54958
1705.98162	4.45777	2.3736	0.81126	1.56234
1707.0286	4.2261	2.37255	0.79758	1.57497
1708.07532	4.13993	2.37172	0.78425	1.58747
1709.12177	4.62179	2.3711	0.77125	1.59984
1710.16795	5.80519	2.37067	0.75858	1.61209
1711.21385	6.67534	2.37044	0.74622	1.62422
1712.25949	6.28859	2.37038	0.73416	1.63622
1713.30486	5.22622	2.3705	0.7224	1.6481
1714.34997	4.72282	2.37078	0.71091	1.65986
1715.3948	4.70556	2.37121	0.69971	1.67151
1716.43936	4.51012	2.3718	0.68876	1.68303
1717.48365	4.78238	2.37253	0.67808	1.69445
1718.52768	5.63186	2.37339	0.66764	1.70575
1719.57143	5.94781	2.37439	0.65745	1.71694
1720.61492	4.69779	2.37551	0.64749	1.72802
1721.65814	2.82351	2.37675	0.63775	1.73899
1722.70108	1.93342	2.3781	0.62824	1.74985
1723.74377	2.47126	2.37955	0.61894	1.76061
1724.78618	3.47028	2.38112	0.60985	1.77127
1725.82832	3.92814	2.38277	0.60096	1.78182
1726.87019	4.19173	2.38453	0.59226	1.79227
1727.9118	4.57945	2.38637	0.58375	1.80262
1728.95314	4.94101	2.3883	0.57543	1.81286
1729.99421	5.06791	2.3903	0.56729	1.82302
1731.03501	5.09878	2.39239	0.55932	1.83307
1732.07554	4.88195	2.39455	0.55151	1.84303
1733.1158	4.23947	2.39677	0.54388	1.8529
1734.1558	3.46517	2.39907	0.5364	1.86267
1735.19553	2.85012	2.40142	0.52907	1.87235
1736.23499	2.73131	2.40384	0.5219	1.88194
1737.27418	3.08741	2.40632	0.51487	1.89144
1738.3131	4.03774	2.40885	0.50799	1.90086
1739.35176	4.70842	2.41143	0.50124	1.91018
1740.39015	4.32258	2.41406	0.49463	1.91943
1741.42827	2.13932	2.41674	0.48816	1.92858
1742.46613	0.211	2.41946	0.48181	1.93765
1743.50371	0.053	2.42222	0.47558	1.94664
1744.54103	1.99747	2.42503	0.46948	1.95555
1745.57808	3.67367	2.42787	0.46349	1.96438
1746.61486	4.37774	2.43074	0.45762	1.97312
1747.65138	3.82331	2.43365	0.45186	1.98179
1748.68763	2.92169	2.4366	0.44621	1.99038
1749.72361	2.26525	2.43957	0.44067	1.9989
1750.75933	2.38245	2.44257	0.43523	2.00734
1751.79477	2.78093	2.44559	0.42989	2.0157
1752.82996	2.78857	2.44865	0.42465	2.02399
1753.86487	2.35482	2.45172	0.41951	2.03221
1754.89952	1.80284	2.45482	0.41446	2.04036
1755.9339	1.79924	2.45794	0.40951	2.04843
1756.96801	2.5365	2.46108	0.40464	2.05644
1758.00186	3.35754	2.46423	0.39986	2.06437
1759.03544	3.35963	2.46741	0.39517	2.07224
1760.06875	2.67129	2.47059	0.39056	2.08004
1761.1018	1.80028	2.4738	0.38603	2.08777
1762.13458	1.08833	2.47701	0.38158	2.09543
1763.16709	0.8803	2.48024	0.37721	2.10303
1764.19934	1.76169	2.48348	0.37291	2.11057
1765.23132	2.5571	2.48673	0.36869	2.11804
1766.26304	1.97143	2.48999	0.36454	2.12545
1767.29449	0.2417	2.49326	0.36046	2.1328
1768.32567	-0.57986	2.49654	0.35645	2.14009
1769.35659	0.07034	2.49982	0.35251	2.14731
1770.38724	1.64706	2.50311	0.34863	2.15448
1771.41762	3.05079	2.5064	0.34482	2.16159
1772.44774	3.4739	2.5097	0.34107	2.16863
1773.47759	2.87089	2.513	0.33738	2.17562
1774.50718	2.18182	2.51631	0.33375	2.18256
1775.5365	2.12323	2.51962	0.33019	2.18943
1776.56556	2.14542	2.52293	0.32668	2.19625
1777.59435	1.49912	2.52624	0.32322	2.20302
1778.62288	0.29528	2.52955	0.31982	2.20973
1779.65114	-0.4143	2.53287	0.31648	2.21639
