A	FIT	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25
11340.38471	0.0098	0.00605	1.8743E-4	1.11447E-4	4.67654E-4	1.61555E-4	0.00156	4.54119E-5	1.02999E-4	9.18579E-5	3.34195E-4	5.34778E-4	8.24704E-5	0	6.75562E-5	0	0	0	0	0	0	0	0	0	0	0
11323.51253	0.01119	0.00735	2.00237E-4	1.15594E-4	4.81583E-4	1.651E-4	0.0016	4.62475E-5	1.04764E-4	9.3202E-5	3.38777E-4	5.41872E-4	8.34231E-5	0	6.83098E-5	0	0	0	0	0	0	0	0	0	0	0
11306.68664	0.01279	0.00887	2.1444E-4	1.19833E-4	4.955E-4	1.68764E-4	0.00163	4.71064E-5	1.06492E-4	9.45759E-5	3.43454E-4	5.48777E-4	8.44369E-5	0	6.90761E-5	0	0	0	0	0	0	0	0	0	0	0
11289.90941	0.0145	0.01049	2.30258E-4	1.24464E-4	5.10707E-4	1.72552E-4	0.00166	4.79894E-5	1.08348E-4	9.59804E-5	3.48228E-4	5.56153E-4	8.54239E-5	0	6.98553E-5	0	0	0	0	0	0	0	0	0	0	0
11273.17808	0.01617	0.01206	2.47953E-4	1.29208E-4	5.25922E-4	1.7647E-4	0.0017	4.88976E-5	1.10253E-4	9.7356E-5	3.52889E-4	5.63333E-4	8.64745E-5	0	7.0617E-5	0	0	0	0	0	0	0	0	0	0	0
11256.495	0.01784	0.01363	2.66933E-4	1.34402E-4	5.4183E-4	1.80524E-4	0.00173	4.98055E-5	1.12119E-4	9.88232E-5	3.57862E-4	5.71005E-4	8.74977E-5	0	7.14225E-5	0	0	0	0	0	0	0	0	0	0	0
11239.85743	0.01929	0.01497	2.89306E-4	1.39734E-4	5.5925E-4	1.84495E-4	0.00177	5.07659E-5	1.14125E-4	1.00261E-4	3.62717E-4	5.78476E-4	8.85391E-5	0	7.22419E-5	0	1.10168E-5	0	0	0	0	0	0	0	0	0
11223.26646	0.02048	0.01605	3.14751E-4	1.45391E-4	5.76715E-4	1.88831E-4	0.0018	5.17545E-5	1.16091E-4	1.01794E-4	3.679E-4	5.86094E-4	8.96479E-5	0	7.30431E-5	0	1.1128E-5	0	0	0	0	0	0	0	0	0
11206.72314	0.02137	0.01683	3.43895E-4	1.51402E-4	5.95017E-4	1.93323E-4	0.00184	5.27435E-5	1.18108E-4	1.03297E-4	3.72962E-4	5.94237E-4	9.0728E-5	0	7.38578E-5	0	1.12409E-5	0	0	0	0	0	0	0	0	0
11190.22476	0.02183	0.01716	3.75972E-4	1.57795E-4	6.14209E-4	1.97728E-4	0.00188	5.37612E-5	1.20278E-4	1.04834E-4	3.78367E-4	6.02169E-4	9.18279E-5	0	7.47195E-5	0	1.13556E-5	0	0	0	0	0	0	0	0	0
