LASERINDEX	WAVENUMBER	SPWNPOWER	SpWNQuant	SpQuantNorm	Wavelength	SpecWL	FluAbsRatio
Integer Laser Wavelength	cm^-1	nW/cm-1	photon/s/cm^-1	Norm intensity	nm	W/nm	Experimental Ratio
783	11340.38471	1.58664E-5	70448.58995	0.04349	881.8043	2.04049E-13	5.3522E-13
	11323.51253	1.64523E-5	73158.65438	0.04516	883.1182	2.10954E-13	5.57126E-13
	11306.68664	1.7125E-5	76263.34845	0.04708	884.4324	2.18928E-13	5.82801E-13
	11289.90941	1.74299E-5	77736.48831	0.04799	885.7467	2.22165E-13	5.98344E-13
	11273.17808	1.77753E-5	79394.78545	0.04901	887.0613	2.25897E-13	6.17929E-13
	11256.495	1.78616E-5	79898.34993	0.04932	888.376	2.26322E-13	6.21085E-13
	11239.85743	1.76706E-5	79161.12304	0.04887	889.691	2.23241E-13	6.08872E-13
	11223.26646	1.76407E-5	79143.73853	0.04886	891.0062	2.22205E-13	6.06744E-13
	11206.72314	1.77397E-5	79705.42037	0.04921	892.3215	2.22794E-13	6.1179E-13
	11190.22476	1.79832E-5	80918.78916	0.04995	893.6371	2.25188E-13	6.22393E-13
	11173.77239	1.80393E-5	81290.80208	0.05018	894.9529	2.25227E-13	6.27245E-13
	11157.36583	1.69822E-5	76639.49519	0.04731	896.2689	2.11406E-13	5.90086E-13
	11141.00614	1.50966E-5	68230.22932	0.04212	897.585	1.87383E-13	5.2176E-13
	11124.69065	1.38061E-5	62488.89545	0.03858	898.9014	1.70862E-13	4.76346E-13
	11108.4204	1.32508E-5	60063.3655	0.03708	900.218	1.63511E-13	4.58565E-13
	11092.19399	1.27824E-5	58024.92182	0.03582	901.5349	1.5727E-13	4.42995E-13
	11076.01491	1.26277E-5	57406.39293	0.03544	902.8518	1.54914E-13	4.37892E-13
	11059.87807	1.2648E-5	57582.65464	0.03555	904.1691	1.54711E-13	4.39232E-13
	11043.78696	1.21784E-5	55525.6103	0.03428	905.4865	1.48534E-13	4.22968E-13
	11027.74017	1.18677E-5	54187.50289	0.03345	906.8041	1.44324E-13	4.11627E-13
	11011.73752	1.21128E-5	55387.2326	0.03419	908.1219	1.46878E-13	4.18713E-13
	10995.77883	1.24484E-5	57004.41363	0.03519	909.4399	1.5051E-13	4.29844E-13
	10979.86271	1.30733E-5	59952.81528	0.03701	910.7582	1.57608E-13	4.522E-13
	10963.9914	1.36264E-5	62579.63092	0.03863	912.0766	1.63802E-13	4.71991E-13
	10948.16231	1.38606E-5	63747.34545	0.03935	913.3953	1.66136E-13	4.81034E-13
	10932.37767	1.42621E-5	65688.50561	0.04055	914.7141	1.70456E-13	4.94784E-13
	10916.6349	1.46988E-5	67797.39315	0.04185	916.0332	1.7517E-13	5.09666E-13
	10900.93503	1.50629E-5	69577.06917	0.04295	917.3525	1.78993E-13	5.22728E-13
	10885.27906	1.54957E-5	71679.16287	0.04425	918.6719	1.83608E-13	5.36646E-13
