A	FIT	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25
11340.38471	0.01888	0.01561	3.3346E-4	1.11581E-4	7.77943E-4	2.78982E-4	4.82697E-4	7.86077E-5	2.19972E-4	1.57817E-4	3.49408E-4	2.15556E-4	1.24371E-4	0	1.3605E-4	0	0	0	0	0	0	0	0	0	0	0
11323.51253	0.02233	0.01898	3.56244E-4	1.15733E-4	8.01113E-4	2.85105E-4	4.9261E-4	8.00541E-5	2.23742E-4	1.60126E-4	3.54198E-4	2.18416E-4	1.25808E-4	0	1.37568E-4	0	0	0	0	0	0	0	0	0	0	0
11306.68664	0.02634	0.0229	3.81514E-4	1.19977E-4	8.24264E-4	2.91432E-4	5.02447E-4	8.15408E-5	2.27431E-4	1.62486E-4	3.59088E-4	2.21199E-4	1.27337E-4	0	1.39111E-4	0	0	0	0	0	0	0	0	0	0	0
11289.90941	0.03062	0.02708	4.09655E-4	1.24614E-4	8.49561E-4	2.97973E-4	5.12583E-4	8.30694E-5	2.31395E-4	1.64899E-4	3.6408E-4	2.24172E-4	1.28825E-4	0	1.4068E-4	0	0	0	0	0	0	0	0	0	0	0
11273.17808	0.03476	0.03113	4.41138E-4	1.29363E-4	8.7487E-4	3.04739E-4	5.23436E-4	8.46414E-5	2.35464E-4	1.67263E-4	3.68952E-4	2.27066E-4	1.30409E-4	0	1.42214E-4	0	0	0	0	0	0	0	0	0	0	0
11256.495	0.03893	0.0352	4.74906E-4	1.34563E-4	9.01334E-4	3.11739E-4	5.34216E-4	8.62129E-5	2.39449E-4	1.69783E-4	3.74151E-4	2.30158E-4	1.31952E-4	0	1.43837E-4	0	0	0	0	0	0	0	0	0	0	0
11239.85743	0.04251	0.03865	5.14709E-4	1.39901E-4	9.30312E-4	3.18596E-4	5.45332E-4	8.78755E-5	2.43733E-4	1.72253E-4	3.79228E-4	2.3317E-4	1.33523E-4	0	1.45487E-4	0	1.41242E-5	0	0	0	0	0	0	0	0	0
11223.26646	0.04542	0.04145	5.59979E-4	1.45566E-4	9.59365E-4	3.26084E-4	5.568E-4	8.95867E-5	2.47931E-4	1.74888E-4	3.84647E-4	2.3624E-4	1.35195E-4	0	1.471E-4	0	1.42667E-5	0	0	0	0	0	0	0	0	0
11206.72314	0.04755	0.04344	6.11829E-4	1.51583E-4	9.8981E-4	3.33841E-4	5.68632E-4	9.12987E-5	2.52239E-4	1.7747E-4	3.89939E-4	2.39522E-4	1.36824E-4	0	1.48741E-4	0	1.44115E-5	0	0	0	0	0	0	0	0	0
11190.22476	0.04854	0.0443	6.68899E-4	1.57984E-4	0.00102	3.41449E-4	5.80846E-4	9.30604E-5	2.56873E-4	1.8011E-4	3.9559E-4	2.4272E-4	1.38483E-4	0	1.50476E-4	0	1.45584E-5	0	0	0	0	0	0	0	0	0
11173.77239	0.04846	0.04406	7.38172E-4	1.64802E-4	0.00106	3.49767E-4	5.93458E-4	9.49261E-5	2.61418E-4	1.82809E-4	4.01111E-4	2.45981E-4	1.40172E-4	0	1.52174E-4	0	1.47076E-5	0	0	0	0	0	0	0	0	0
11157.36583	0.04731	0.04275	8.15863E-4	1.72074E-4	0.00109	3.57933E-4	6.05976E-4	9.67944E-5	2.66084E-4	1.8557E-4	4.06748E-4	2.49309E-4	1.41892E-4	0	1.539E-4	0	1.48592E-5	0	0	0	0	0	0	0	0	0
11141.00614	0.04521	0.04047	9.0766E-4	1.79574E-4	0.00113	3.66389E-4	6.1942E-4	9.87184E-5	2.70876E-4	1.88393E-4	4.12505E-4	2.52705E-4	1.43644E-4	0	1.55656E-4	0	1.5013E-5	0	0	0	0	0	0	0	0	0
11124.69065	0.04235	0.0374	0.00102	1.87865E-4	0.00117	3.75647E-4	6.33316E-4	1.007E-4	2.758E-4	1.91282E-4	4.18385E-4	2.5617E-4	1.45428E-4	0	1.57442E-4	0	1.51628E-5	0	0	0	0	0	0	0	0	0
11108.4204	0.03894	0.03376	0.00116	1.96748E-4	0.00121	3.84748E-4	6.47124E-4	1.02743E-4	2.80859E-4	1.94237E-4	4.24391E-4	2.59707E-4	1.47246E-4	0	1.59259E-4	0	1.53214E-5	0	0	0	0	0	0	0	0	0
11092.19399	0.03523	0.02979	0.00132	2.05953E-4	0.00125	3.94185E-4	6.61968E-4	1.04787E-4	2.86059E-4	1.97262E-4	4.30527E-4	2.63318E-4	1.49099E-4	0	1.61108E-4	0	1.54825E-5	0	0	0	0	0	0	0	0	0
11076.01491	0.03151	0.02574	0.00153	2.16178E-4	0.00129	4.03977E-4	6.76729E-4	1.06956E-4	2.91405E-4	2.00358E-4	4.36798E-4	2.66828E-4	1.509E-4	0	1.62989E-4	2.2602E-5	1.56393E-5	0	0	0	0	0	0	0	0	0
11059.87807	0.02796	0.0218	0.0018	2.2681E-4	0.00134	4.1414E-4	6.91988E-4	1.09193E-4	2.96902E-4	2.03527E-4	4.43207E-4	2.70588E-4	1.52822E-4	0	1.64904E-4	2.28501E-5	1.58055E-5	0	0	0	0	0	0	0	0	0
11043.78696	0.02492	0.01831	0.00214	2.38254E-4	0.00139	4.25293E-4	7.08412E-4	1.11433E-4	3.02558E-4	2.06773E-4	4.49757E-4	2.74429E-4	1.54781E-4	0	1.66852E-4	2.30924E-5	1.59673E-5	0	0	0	0	0	0	0	0	0
11027.74017	0.02218	0.01501	0.00258	2.50596E-4	0.00144	4.36283E-4	7.24763E-4	1.13744E-4	3.08095E-4	2.0995E-4	4.56454E-4	2.78164E-4	1.56686E-4	0	1.68755E-4	2.33486E-5	1.61387E-5	0	0	0	0	0	0	0	0	0
11011.73752	0.01999	0.01216	0.00311	2.63933E-4	0.0015	4.47708E-4	7.41685E-4	1.16199E-4	3.14075E-4	2.13351E-4	4.62987E-4	2.82167E-4	1.5872E-4	0	1.70772E-4	2.3609E-5	1.63057E-5	0	0	0	0	0	0	0	0	0
10995.77883	0.01853	0.00987	0.00383	2.78377E-4	0.00156	4.59592E-4	7.59208E-4	1.1866E-4	3.20232E-4	2.16682E-4	4.69983E-4	2.86061E-4	1.60699E-4	0	1.72742E-4	2.38739E-5	1.64752E-5	0	0	0	0	0	0	0	0	0
10979.86271	0.0176	0.00789	0.00473	2.94054E-4	0.00162	4.71258E-4	7.77359E-4	1.21201E-4	3.26265E-4	2.20249E-4	4.77138E-4	2.90237E-4	1.62715E-4	0	1.74831E-4	2.41328E-5	1.66474E-5	0	0	0	0	0	0	0	0	0
10963.9914	0.01735	0.00637	0.00586	3.11112E-4	0.00168	4.84106E-4	7.96168E-4	1.23824E-4	3.32786E-4	2.23743E-4	4.84121E-4	2.94299E-4	1.64868E-4	0	1.76873E-4	2.44065E-5	1.68223E-5	0	0	0	0	0	0	0	0	0
10948.16231	0.0176	0.00516	0.00718	3.29719E-4	0.00175	4.97491E-4	8.15669E-4	1.26533E-4	3.3918E-4	2.27322E-4	4.91603E-4	2.98657E-4	1.66963E-4	0	1.7895E-4	2.46741E-5	1.70077E-5	0	0	0	0	0	0	0	0	0
10932.37767	0.0184	0.00416	0.00882	3.4934E-4	0.00182	5.11444E-4	8.35895E-4	1.29332E-4	3.45761E-4	2.31156E-4	4.98907E-4	3.02898E-4	1.69099E-4	0	1.81153E-4	2.49572E-5	1.71883E-5	0	0	0	0	0	0	0	0	0
