A	FIT	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25
10916.6349	0.01972	0.00343	0.0107	3.71597E-4	0.0019	5.25173E-4	8.56029E-4	1.32139E-4	3.5288E-4	2.34915E-4	5.06376E-4	3.0723E-4	1.71275E-4	0	1.83307E-4	2.5234E-5	1.73638E-5	0	0	0	0	0	0	0	0	0
10900.93503	0.02131	0.00286	0.0127	3.96089E-4	0.00198	5.40326E-4	8.77784E-4	1.35128E-4	3.59867E-4	2.38766E-4	5.14381E-4	3.11656E-4	1.73494E-4	0	1.85499E-4	2.55154E-5	1.75502E-5	0	0	0	0	0	0	0	0	0
10885.27906	0.02327	0.00241	0.01492	4.22152E-4	0.00207	5.56152E-4	8.9946E-4	1.38219E-4	3.67064E-4	2.42713E-4	5.22201E-4	3.16177E-4	1.75757E-4	0	1.87731E-4	2.58015E-5	1.77395E-5	0	0	0	0	0	0	0	0	0
10869.66446	0.02526	0.00206	0.01706	4.50928E-4	0.00217	5.71752E-4	9.22903E-4	1.41322E-4	3.74479E-4	2.46759E-4	5.302E-4	3.20798E-4	1.78064E-4	0	1.90003E-4	2.60925E-5	1.7932E-5	0	0	0	0	0	0	0	0	0
10854.09224	0.02723	0.00179	0.01909	4.84019E-4	0.00227	5.89004E-4	9.46282E-4	1.44531E-4	3.82123E-4	2.50907E-4	5.38385E-4	3.2552E-4	1.80417E-4	0	1.92316E-4	2.63884E-5	1.81276E-5	0	0	0	0	0	0	0	0	0
10838.56339	0.02903	0.00157	0.02089	5.19636E-4	0.00238	6.06032E-4	9.71592E-4	1.47953E-4	3.90003E-4	2.5516E-4	5.46761E-4	3.30348E-4	1.82817E-4	0	1.94673E-4	2.66894E-5	1.83177E-5	2.90488E-6	0	0	0	0	0	0	0	0
10823.0754	0.03057	0.00139	0.02238	5.5944E-4	0.00249	6.24889E-4	9.96857E-4	1.51392E-4	3.9813E-4	2.59523E-4	5.55333E-4	3.35283E-4	1.85265E-4	0	1.96972E-4	2.69956E-5	1.85196E-5	2.93556E-6	0	0	0	0	0	0	0	0
10807.62928	0.03159	0.00125	0.0233	6.04136E-4	0.00261	6.43527E-4	0.00102	1.54953E-4	4.06515E-4	2.63793E-4	5.64108E-4	3.4033E-4	1.87762E-4	0	1.99414E-4	2.73071E-5	1.87159E-5	2.96673E-6	0	0	0	0	0	0	0	0
10792.22485	0.03209	0.00113	0.02365	6.5459E-4	0.00275	6.63022E-4	0.00105	1.5864E-4	4.15169E-4	2.6838E-4	5.73094E-4	3.45491E-4	1.90188E-4	0	2.01902E-4	2.7624E-5	1.89245E-5	2.9984E-6	0	0	0	0	0	0	0	0
10776.86195	0.03203	0.00102	0.02341	7.11876E-4	0.00288	6.83427E-4	0.00108	1.62462E-4	4.24102E-4	2.73088E-4	5.82295E-4	3.50771E-4	1.92786E-4	0	2.04331E-4	2.79464E-5	1.91274E-5	3.03058E-6	0	0	0	0	0	0	0	0
10761.54041	0.03144	9.34325E-4	0.02259	7.77346E-4	0.00304	7.0609E-4	0.00111	1.66423E-4	4.33328E-4	2.77699E-4	5.91266E-4	3.55899E-4	1.95311E-4	0	2.06912E-4	2.82614E-5	1.93335E-5	3.06329E-6	0	0	0	0	0	0	0	0
10746.26006	0.03037	8.61582E-4	0.02127	8.52724E-4	0.0032	7.28559E-4	0.00114	1.70404E-4	4.42375E-4	2.82655E-4	6.0091E-4	3.6142E-4	1.98015E-4	0	2.09432E-4	2.85951E-5	1.95525E-5	3.09652E-6	0	0	0	0	0	0	0	0
10731.01959	0.02895	7.94493E-4	0.01955	9.36886E-4	0.00339	7.52133E-4	0.00117	1.74662E-4	4.52209E-4	2.87512E-4	6.10791E-4	3.66784E-4	2.00643E-4	0	2.1211E-4	2.89211E-5	1.97655E-5	3.12894E-6	0	0	0	0	0	0	0	0
10715.82114	0.02739	7.38234E-4	0.01766	0.00104	0.00358	7.76886E-4	0.0012	1.79081E-4	4.62376E-4	2.92735E-4	6.20431E-4	3.72561E-4	2.03459E-4	0	2.14726E-4	2.92666E-5	1.99821E-5	3.16325E-6	0	0	0	0	0	0	0	0
10700.66339	0.02571	6.85601E-4	0.01553	0.00116	0.00379	8.029E-4	0.00124	1.83529E-4	4.72357E-4	2.97855E-4	6.308E-4	3.78176E-4	2.06197E-4	0	2.1739E-4	2.96042E-5	2.02022E-5	3.19673E-6	0	7.18485E-5	0	0	0	0	0	0
10685.54617	0.02403	6.40911E-4	0.0134	0.0013	0.00403	8.30264E-4	0.00128	1.88292E-4	4.83217E-4	3.03111E-4	6.40919E-4	3.84224E-4	2.0899E-4	0	2.20224E-4	2.99476E-5	2.04259E-5	3.23217E-6	0	7.25767E-5	0	0	0	0	0	0
10670.4682	0.02247	5.98643E-4	0.01135	0.00147	0.00428	8.59073E-4	0.00131	1.9309E-4	4.93886E-4	3.08768E-4	6.51808E-4	3.90105E-4	2.11985E-4	0	2.22991E-4	3.03118E-5	2.06534E-5	3.26674E-6	0	7.33472E-5	0	0	0	0	0	0
10655.43158	0.02125	5.62405E-4	0.00956	0.00169	0.00455	8.89433E-4	0.00135	1.98075E-4	5.05505E-4	3.14317E-4	6.62438E-4	3.96122E-4	2.14897E-4	0	2.25811E-4	3.06676E-5	2.08848E-5	3.30335E-6	0	7.40984E-5	0	0	0	0	0	0
10640.43388	0.02025	5.29482E-4	0.00789	0.00196	0.00486	9.2146E-4	0.00139	2.03255E-4	5.16928E-4	3.20017E-4	6.73331E-4	4.02607E-4	2.1787E-4	0	2.28685E-4	3.10298E-5	2.112E-5	3.33908E-6	0	7.48612E-5	0	0	0	0	0	0
10625.47722	0.01968	4.97961E-4	0.00652	0.00231	0.0052	9.5528E-4	0.00144	2.08642E-4	5.28744E-4	3.25874E-4	6.85059E-4	4.08917E-4	2.20904E-4	0	2.31614E-4	3.13985E-5	2.13592E-5	3.3754E-6	2.21311E-5	7.56359E-5	0	0	0	0	0	0
10610.55916	0.01942	4.70634E-4	0.00532	0.00278	0.00557	9.88873E-4	0.00148	2.14245E-4	5.41627E-4	3.31893E-4	6.96516E-4	4.15376E-4	2.24003E-4	0	2.346E-4	3.17737E-5	2.15914E-5	3.41386E-6	2.23738E-5	7.64226E-5	0	0	0	0	0	0
10595.68069	0.01965	4.45561E-4	0.00438	0.00342	0.00599	0.00103	0.00153	2.20079E-4	5.54309E-4	3.38081E-4	7.08263E-4	4.21988E-4	2.27168E-4	0	2.3751E-4	3.21558E-5	2.18387E-5	3.4514E-6	2.26205E-5	7.72218E-5	0	0	0	0	0	0
10580.84277	0.02036	4.22494E-4	0.00361	0.0043	0.00646	0.00107	0.00158	2.26154E-4	5.67444E-4	3.44443E-4	7.20309E-4	4.2876E-4	2.304E-4	0	2.40611E-4	3.25447E-5	2.20903E-5	3.48957E-6	2.28712E-5	7.80335E-5	0	0	0	0	0	0
10566.043	0.02165	4.01218E-4	0.003	0.00555	0.007	0.00111	0.00163	2.32485E-4	5.81053E-4	3.50988E-4	7.32666E-4	4.35696E-4	2.33701E-4	0	2.43773E-4	3.29408E-5	2.23346E-5	3.52837E-6	2.31262E-5	7.88234E-5	0	0	0	0	0	0
10551.28234	0.02359	3.81548E-4	0.00249	0.00728	0.00758	0.00115	0.00168	2.38875E-4	5.95159E-4	3.57721E-4	7.45342E-4	4.42801E-4	2.37074E-4	0	2.46998E-4	3.33272E-5	2.25948E-5	3.56782E-6	2.33855E-5	7.96606E-5	0	0	0	0	0	0
10536.56176	0.02642	3.63322E-4	0.00211	0.00967	0.00827	0.0012	0.00174	2.45753E-4	6.09788E-4	3.64315E-4	7.58351E-4	4.50081E-4	2.40347E-4	0	2.50142E-4	3.37377E-5	2.28475E-5	3.60626E-6	2.36491E-5	8.05112E-5	0	0	0	0	0	0
10521.87888	0.03013	3.46398E-4	0.0018	0.01272	0.00907	0.00125	0.00179	2.52704E-4	6.24966E-4	3.71438E-4	7.71702E-4	4.57541E-4	2.43865E-4	0	2.53495E-4	3.41558E-5	2.31168E-5	3.64703E-6	2.39172E-5	8.13392E-5	0	0	0	0	0	0
10507.23465	0.03503	3.30654E-4	0.00156	0.01682	0.00996	0.0013	0.00186	2.59954E-4	6.40721E-4	3.78772E-4	7.85409E-4	4.65189E-4	2.47462E-4	0	2.56764E-4	3.45639E-5	2.33783E-5	3.6885E-6	2.41794E-5	8.22169E-5	0	0	0	0	0	0
10492.62893	0.04099	3.15979E-4	0.00137	0.0217	0.01106	0.00135	0.00192	2.67771E-4	6.57081E-4	3.85961E-4	7.99485E-4	4.72612E-4	2.50953E-4	0	2.60251E-4	3.49976E-5	2.36443E-5	3.73068E-6	2.44566E-5	8.30715E-5	0	0	0	0	0	0
10478.06046	0.04822	3.02976E-4	0.00121	0.02767	0.01231	0.00141	0.00198	2.75686E-4	6.7408E-4	3.93732E-4	8.1321E-4	4.80641E-4	2.54708E-4	0	2.63653E-4	3.54209E-5	2.39149E-5	3.77178E-6	2.47277E-5	8.39775E-5	0	0	0	0	0	0
10463.5313	0.05625	2.90117E-4	0.00107	0.03407	0.01389	0.00147	0.00206	2.83959E-4	6.90803E-4	4.01354E-4	8.28042E-4	4.88877E-4	2.58354E-4	0	2.67122E-4	3.58519E-5	2.42033E-5	3.8154E-6	2.50144E-5	8.48597E-5	0	0	0	0	0	0
10449.04128	0.06508	2.78072E-4	9.65024E-4	0.04095	0.01573	0.00154	0.00213	2.9261E-4	7.09143E-4	4.09598E-4	8.43284E-4	4.96875E-4	2.62277E-4	0	2.70823E-4	3.63101E-5	2.44835E-5	3.85792E-6	2.52949E-5	8.57559E-5	0	0	0	1.84416E-5	0	0
10434.58698	0.07391	2.67351E-4	8.76708E-4	0.04728	0.01812	0.00162	0.00221	3.01663E-4	7.28227E-4	4.17688E-4	8.58156E-4	5.05533E-4	2.66088E-4	0	2.74435E-4	3.67575E-5	2.47687E-5	3.90305E-6	2.55801E-5	8.66664E-5	0	0	0	1.86203E-5	0	0
10420.17153	0.08229	2.56704E-4	7.97086E-4	0.05269	0.02094	0.00169	0.00229	3.11145E-4	7.47031E-4	4.26444E-4	8.7424E-4	5.13944E-4	2.70189E-4	0	2.7812E-4	3.72133E-5	2.50588E-5	3.94704E-6	2.58818E-5	8.7632E-5	0	0	0	1.87937E-5	0	0
10405.7937	0.08989	2.47201E-4	7.28501E-4	0.0566	0.02448	0.00177	0.00238	3.21082E-4	7.67685E-4	4.35042E-4	8.89942E-4	5.23053E-4	2.74174E-4	0	2.81879E-4	3.76776E-5	2.53541E-5	3.99179E-6	2.6177E-5	8.85727E-5	0	0	0	1.89694E-5	0	0
10391.45332	0.09645	2.37739E-4	6.71692E-4	0.05854	0.0289	0.00186	0.00247	3.31504E-4	7.88057E-4	4.43904E-4	9.06932E-4	5.31907E-4	2.78248E-4	0	2.85716E-4	3.81506E-5	2.56547E-5	4.0393E-6	2.64773E-5	8.95285E-5	0	0	0	1.91477E-5	0	0
10377.14919	0.10235	2.29274E-4	6.19148E-4	0.05829	0.03478	0.00196	0.00257	3.42083E-4	8.1046E-4	4.53039E-4	9.23527E-4	5.41498E-4	2.82414E-4	0	2.89631E-4	3.86326E-5	2.59606E-5	4.08562E-6	2.67828E-5	9.04999E-5	0	5.47852E-5	0	1.93285E-5	0	0
10362.8833	0.10717	2.20826E-4	5.72819E-4	0.05586	0.0418	0.00207	0.00267	3.53557E-4	8.32581E-4	4.6246E-4	9.4058E-4	5.50825E-4	2.869E-4	0	2.93627E-4	3.91239E-5	2.6257E-5	4.13275E-6	2.70937E-5	9.14873E-5	0	5.53402E-5	0	1.95118E-5	0	0
10348.65338	0.11183	2.13251E-4	5.3366E-4	0.05156	0.05051	0.00218	0.00278	3.65221E-4	8.55627E-4	4.72179E-4	9.59047E-4	5.60395E-4	2.91263E-4	0	2.97706E-4	3.96245E-5	2.65738E-5	4.1807E-6	2.74099E-5	9.24469E-5	0	5.59036E-5	0	1.96978E-5	0	0
10334.46034	0.1171	2.06064E-4	4.98535E-4	0.04588	0.06118	0.00229	0.00289	3.77892E-4	8.81014E-4	4.82207E-4	9.77098E-4	5.7077E-4	2.95725E-4	0	3.01871E-4	4.01348E-5	2.68964E-5	4.22949E-6	2.77318E-5	9.34664E-5	0	5.64518E-5	0	1.98865E-5	0	0
10320.30512	0.12409	1.99238E-4	4.65308E-4	0.03968	0.07406	0.00243	0.00301	3.90796E-4	9.0613E-4	4.9256E-4	9.95663E-4	5.80865E-4	3.00291E-4	0	3.05929E-4	4.06551E-5	2.72091E-5	4.27914E-6	2.80593E-5	9.45028E-5	0	5.70323E-5	0	2.00779E-5	0	0
10306.18543	0.13308	1.9275E-4	4.36823E-4	0.03305	0.08935	0.00257	0.00314	4.04375E-4	9.32342E-4	5.0325E-4	0.00101	5.91231E-4	3.04964E-4	0	3.10269E-4	4.11623E-5	2.75433E-5	4.32967E-6	2.83793E-5	9.55566E-5	0	5.76219E-5	0	2.02631E-5	0	0
10292.10327	0.14386	1.86242E-4	4.10951E-4	0.02674	0.10608	0.00273	0.00328	4.18677E-4	9.59717E-4	5.14292E-4	0.00103	6.01876E-4	3.09746E-4	0	3.14701E-4	4.17028E-5	2.78674E-5	4.3811E-6	2.87184E-5	9.65812E-5	0	5.82207E-5	0	2.046E-5	0	0
10278.05637	0.15877	1.8038E-4	3.8619E-4	0.02129	0.12604	0.00291	0.00342	4.33754E-4	9.89952E-4	5.25704E-4	0.00105	6.1281E-4	3.14382E-4	0	3.19021E-4	4.22539E-5	2.82139E-5	4.43345E-6	2.90637E-5	9.767E-5	0	5.88033E-5	0	2.06597E-5	0	0
10264.04565	0.17638	1.74792E-4	3.64734E-4	0.01648	0.14803	0.00311	0.00358	4.49664E-4	0.00102	5.375E-4	0.00108	6.24044E-4	3.19389E-4	0	3.23643E-4	4.27915E-5	2.85499E-5	4.48441E-6	2.9401E-5	9.87289E-5	0	5.94207E-5	0	2.08532E-5	0	0
10250.07098	0.19655	1.69463E-4	3.45059E-4	0.01272	0.17152	0.00332	0.00374	4.66469E-4	0.00105	5.49078E-4	0.0011	6.3559E-4	3.24516E-4	0	3.28149E-4	4.33393E-5	2.89093E-5	4.53864E-6	2.97587E-5	9.98544E-5	0	6.00478E-5	0	2.10587E-5	0	0
10236.13222	0.21701	1.64376E-4	3.26968E-4	0.00977	0.19442	0.00356	0.00392	4.84239E-4	0.00108	5.61676E-4	0.00112	6.47458E-4	3.29769E-4	0	3.3275E-4	4.39234E-5	2.92579E-5	4.59143E-6	3.01082E-5	1.00949E-4	0	6.06582E-5	0	2.12577E-5	0	0
10222.23026	0.23914	1.59516E-4	3.10292E-4	0.00743	0.21831	0.00384	0.00411	5.03048E-4	0.00112	5.74714E-4	0.00114	6.5966E-4	3.34863E-4	0	3.37674E-4	4.44932E-5	2.96128E-5	4.64761E-6	3.0464E-5	1.02062E-4	0	6.13051E-5	0	2.14596E-5	0	0
10208.36185	0.25943	1.55123E-4	2.94885E-4	0.00577	0.23966	0.00415	0.00432	5.2298E-4	0.00115	5.87526E-4	0.00117	6.71504E-4	3.4037E-4	0	3.42478E-4	4.51009E-5	2.99742E-5	4.70483E-6	3.08413E-5	1.03245E-4	0	6.19347E-5	0	2.16742E-5	0	0
10194.52998	0.27888	1.50669E-4	2.80618E-4	0.00455	0.25966	0.00452	0.00453	5.43402E-4	0.00119	6.01482E-4	0.00119	6.84395E-4	3.45713E-4	0	3.47384E-4	4.56939E-5	3.03609E-5	4.76055E-6	3.12102E-5	1.04396E-4	0	6.25742E-5	0	2.18821E-5	0	0
10180.73347	0.2942	1.46405E-4	2.67379E-4	0.00365	0.27512	0.00492	0.00476	5.65819E-4	0.00123	6.15208E-4	0.00121	6.97659E-4	3.51491E-4	0	3.52638E-4	4.62987E-5	3.07362E-5	4.81728E-6	3.15857E-5	1.05567E-4	0	6.32236E-5	0	2.2093E-5	0	0
10166.97218	0.30609	1.42321E-4	2.5507E-4	0.00299	0.28679	0.00543	0.00502	5.88841E-4	0.00127	6.29409E-4	0.00124	7.11312E-4	3.571E-4	0	3.57766E-4	4.69156E-5	3.11185E-5	4.87767E-6	3.19681E-5	1.06757E-4	0	6.39121E-5	0	2.23172E-5	0	0
10153.24599	0.3125	1.3862E-4	2.44189E-4	0.0025	0.29274	0.00599	0.00529	6.14177E-4	0.00132	6.44898E-4	0.00126	7.24577E-4	3.63167E-4	0	3.63006E-4	4.75449E-5	3.15079E-5	4.93651E-6	3.23575E-5	1.07968E-4	0	6.45825E-5	0	2.25344E-5	0	0
10139.55475	0.3137	1.34858E-4	2.33453E-4	0.00213	0.29321	0.00666	0.00559	6.40264E-4	0.00136	6.6015E-4	0.00129	7.39029E-4	3.69059E-4	0	3.68362E-4	4.81869E-5	3.19047E-5	4.99642E-6	3.2754E-5	1.09199E-4	0	6.52635E-5	0	2.27548E-5	0	0
10125.89731	0.30966	1.31444E-4	2.23419E-4	0.00184	0.28814	0.00753	0.0059	6.6806E-4	0.00141	6.7595E-4	0.00132	7.53078E-4	3.75435E-4	0	3.73837E-4	4.88421E-5	3.23091E-5	5.05742E-6	3.31578E-5	1.10451E-4	0	6.59554E-5	0	2.29785E-5	0	0
10112.27558	0.30079	1.2797E-4	2.14027E-4	0.00162	0.27801	0.00852	0.00625	6.98776E-4	0.00146	6.93205E-4	0.00135	7.68394E-4	3.8163E-4	0	3.79435E-4	4.95108E-5	3.27004E-5	5.11955E-6	3.35692E-5	1.11726E-4	0	6.66583E-5	0	2.32054E-5	0	0
10098.68842	0.28775	1.24815E-4	2.05672E-4	0.00144	0.26342	0.00973	0.00662	7.30541E-4	0.00151	7.10219E-4	0.00138	7.83291E-4	3.87979E-4	0	3.84885E-4	5.01933E-5	3.31201E-5	5.18284E-6	3.39883E-5	1.13022E-4	0	6.73725E-5	0	2.34358E-5	0	0
10085.13569	0.27155	1.21601E-4	1.97379E-4	0.00128	0.24523	0.01132	0.00703	7.64538E-4	0.00156	7.27869E-4	0.00141	7.9954E-4	3.94489E-4	0	3.90734E-4	5.089E-5	3.35479E-5	5.2473E-6	3.44153E-5	1.14341E-4	0	6.80983E-5	0	2.36584E-5	0	0
10071.61624	0.25186	1.18678E-4	1.89982E-4	0.00116	0.22321	0.01316	0.00747	8.00982E-4	0.00163	7.46187E-4	0.00144	8.15353E-4	4.01163E-4	0	3.96717E-4	5.15687E-5	3.3984E-5	5.31298E-6	3.48321E-5	1.15622E-4	0	6.88035E-5	0	2.38955E-5	0	0
10058.13097	0.23223	1.15698E-4	1.82622E-4	0.00105	0.20078	0.01541	0.00795	8.40118E-4	0.00169	7.65208E-4	0.00147	8.31639E-4	4.08394E-4	0	4.02839E-4	5.22944E-5	3.44063E-5	5.3799E-6	3.52752E-5	1.16987E-4	0	6.95526E-5	0	2.41362E-5	0	0
10044.68075	0.21271	1.12986E-4	1.7604E-4	9.60857E-4	0.17785	0.01817	0.00851	8.80713E-4	0.00175	7.84968E-4	0.0015	8.49419E-4	4.15427E-4	0	4.08802E-4	5.30355E-5	3.48593E-5	5.44809E-6	3.57268E-5	1.18376E-4	0	7.0314E-5	0	2.43806E-5	0	0
10031.26344	0.19424	1.10369E-4	1.69811E-4	8.82453E-4	0.15532	0.02152	0.0091	9.25969E-4	0.00182	8.05506E-4	0.00154	8.66738E-4	4.22643E-4	0	4.15207E-4	5.37577E-5	3.52981E-5	5.51759E-6	3.61677E-5	1.19726E-4	0	7.10541E-5	0	2.46169E-5	0	0
10017.88092	0.17884	1.07842E-4	1.63592E-4	8.10988E-4	0.13508	0.02557	0.00975	9.74838E-4	0.00189	8.26864E-4	0.00157	8.84591E-4	4.30049E-4	0	4.21764E-4	5.45304E-5	3.57689E-5	5.58517E-6	3.66169E-5	1.21164E-4	0	7.18403E-5	0	2.48686E-5	0	0
10004.53105	0.16476	1.0526E-4	1.58014E-4	7.50549E-4	0.11526	0.03043	0.01048	0.00103	0.00197	8.47895E-4	0.00161	9.03E-4	4.37224E-4	0	4.28154E-4	5.52835E-5	3.6225E-5	5.65732E-6	3.70946E-5	1.22562E-4	0	7.26047E-5	7.12068E-6	2.51242E-5	0	0
