A	FIT	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25
10948.16231	0.00172	5.06327E-4	5.12096E-4	2.89387E-5	2.24829E-4	8.91972E-5	1.04391E-4	1.47E-5	2.82678E-5	2.68549E-5	8.48677E-5	4.56564E-5	2.82379E-5	0	1.81434E-5	1.30212E-6	1.55042E-6	0	0	0	0	0	0	0	0	0
10932.37767	0.00175	4.08594E-4	6.28785E-4	3.06608E-5	2.34166E-4	9.16989E-5	1.06979E-4	1.50252E-5	2.88162E-5	2.73078E-5	8.61287E-5	4.63047E-5	2.85991E-5	0	1.83667E-5	1.31706E-6	1.56688E-6	0	0	0	0	0	0	0	0	0
10916.6349	0.00184	3.36459E-4	7.63357E-4	3.26142E-5	2.44105E-4	9.41604E-5	1.09556E-4	1.53513E-5	2.94095E-5	2.77518E-5	8.74181E-5	4.6967E-5	2.89672E-5	0	1.85851E-5	1.33166E-6	1.58288E-6	0	0	0	0	0	0	0	0	0
10900.93503	0.00195	2.80401E-4	9.05685E-4	3.47638E-5	2.54698E-4	9.68774E-5	1.1234E-4	1.56985E-5	2.99918E-5	2.82068E-5	8.88001E-5	4.76435E-5	2.93425E-5	0	1.88073E-5	1.34652E-6	1.59987E-6	0	0	0	0	0	0	0	0	0
10885.27906	0.00208	2.36794E-4	0.00106	3.70514E-5	2.66005E-4	9.97148E-5	1.15114E-4	1.60576E-5	3.05916E-5	2.86731E-5	9.015E-5	4.83347E-5	2.97252E-5	0	1.90336E-5	1.36162E-6	1.61713E-6	0	0	0	0	0	0	0	0	0
10869.66446	0.00223	2.02689E-4	0.00122	3.9577E-5	2.78092E-4	1.02512E-4	1.18115E-4	1.64181E-5	3.12096E-5	2.9151E-5	9.1531E-5	4.9041E-5	3.01153E-5	0	1.9264E-5	1.37697E-6	1.63467E-6	0	0	0	0	0	0	0	0	0
10854.09224	0.00237	1.75767E-4	0.00136	4.24813E-5	2.91036E-4	1.05605E-4	1.21107E-4	1.67909E-5	3.18466E-5	2.96411E-5	9.29439E-5	4.9763E-5	3.05133E-5	0	1.94985E-5	1.39259E-6	1.6525E-6	0	0	0	0	0	0	0	0	0
10838.56339	0.00251	1.54256E-4	0.00149	4.56073E-5	3.04918E-4	1.08658E-4	1.24346E-4	1.71885E-5	3.25034E-5	3.01435E-5	9.43898E-5	5.0501E-5	3.09191E-5	0	1.97374E-5	1.40847E-6	1.66983E-6	2.93292E-7	0	0	0	0	0	0	0	0
10823.0754	0.00262	1.36824E-4	0.0016	4.91008E-5	3.19835E-4	1.12039E-4	1.27579E-4	1.7588E-5	3.31807E-5	3.06589E-5	9.58697E-5	5.12555E-5	3.13332E-5	0	1.99705E-5	1.42463E-6	1.68824E-6	2.9639E-7	0	0	0	0	0	0	0	0
10807.62928	0.00271	1.22489E-4	0.00166	5.30237E-5	3.351E-4	1.15381E-4	1.30941E-4	1.80017E-5	3.38795E-5	3.11633E-5	9.73847E-5	5.2027E-5	3.17556E-5	0	2.02182E-5	1.44107E-6	1.70614E-6	2.99537E-7	0	0	0	0	0	0	0	0
10792.22485	0.00275	1.10528E-4	0.00169	5.74519E-5	3.52358E-4	1.18876E-4	1.34437E-4	1.84301E-5	3.46007E-5	3.17052E-5	9.89358E-5	5.2816E-5	3.21659E-5	0	2.04704E-5	1.45779E-6	1.72515E-6	3.02735E-7	0	0	0	0	0	0	0	0
10776.86195	0.00276	1.00412E-4	0.00167	6.24798E-5	3.70089E-4	1.22535E-4	1.38229E-4	1.8874E-5	3.53452E-5	3.22614E-5	1.00524E-4	5.36231E-5	3.26053E-5	0	2.07167E-5	1.47481E-6	1.74364E-6	3.05984E-7	0	0	0	0	0	0	0	0
10761.54041	0.00273	9.17514E-5	0.00161	6.82259E-5	3.90217E-4	1.26598E-4	1.42023E-4	1.93342E-5	3.61142E-5	3.28061E-5	1.02073E-4	5.44071E-5	3.30322E-5	0	2.09784E-5	1.49143E-6	1.76243E-6	3.09286E-7	0	0	0	0	0	0	0	0
10746.26006	0.00267	8.4608E-5	0.00152	7.48417E-5	4.10988E-4	1.30626E-4	1.45975E-4	1.97968E-5	3.68682E-5	3.33917E-5	1.03738E-4	5.52511E-5	3.34896E-5	0	2.12338E-5	1.50904E-6	1.7824E-6	3.12641E-7	0	0	0	0	0	0	0	0
10731.01959	0.00259	7.80198E-5	0.00139	8.22284E-5	4.34677E-4	1.34853E-4	1.50095E-4	2.02914E-5	3.76878E-5	3.39654E-5	1.05444E-4	5.60711E-5	3.3934E-5	0	2.15054E-5	1.52624E-6	1.80182E-6	3.15914E-7	0	0	0	0	0	0	0	0
10715.82114	0.00249	7.24951E-5	0.00126	9.11852E-5	4.59244E-4	1.39291E-4	1.54209E-4	2.08048E-5	3.85351E-5	3.45825E-5	1.07108E-4	5.69542E-5	3.44103E-5	0	2.17706E-5	1.54448E-6	1.82156E-6	3.19379E-7	0	0	0	0	0	0	0	0
10700.66339	0.0024	6.73265E-5	0.00111	1.01397E-4	4.86012E-4	1.43955E-4	1.58684E-4	2.13215E-5	3.93669E-5	3.51873E-5	1.08898E-4	5.78125E-5	3.48733E-5	0	2.20407E-5	1.56229E-6	1.84162E-6	3.22759E-7	0	7.37786E-6	0	0	0	0	0	0
10685.54617	0.0023	6.29379E-5	9.55353E-4	1.14093E-4	5.16795E-4	1.48861E-4	1.63358E-4	2.18749E-5	4.0272E-5	3.58082E-5	1.10645E-4	5.87372E-5	3.53458E-5	0	2.2328E-5	1.58042E-6	1.86202E-6	3.26337E-7	0	7.45264E-6	0	0	0	0	0	0
10670.4682	0.00221	5.87872E-5	8.09494E-4	1.29014E-4	5.49002E-4	1.54027E-4	1.6824E-4	2.24323E-5	4.11612E-5	3.64765E-5	1.12525E-4	5.96362E-5	3.58522E-5	0	2.26086E-5	1.59963E-6	1.88276E-6	3.29828E-7	0	7.53175E-6	0	0	0	0	0	0
10655.43158	0.00215	5.52285E-5	6.81796E-4	1.48265E-4	5.84425E-4	1.5947E-4	1.73128E-4	2.30114E-5	4.21295E-5	3.7132E-5	1.1436E-4	6.05561E-5	3.63448E-5	0	2.28945E-5	1.61842E-6	1.90385E-6	3.33524E-7	0	7.60889E-6	0	0	0	0	0	0
10640.43388	0.00211	5.19955E-5	5.62818E-4	1.71902E-4	6.23524E-4	1.65212E-4	1.78459E-4	2.36132E-5	4.30815E-5	3.78054E-5	1.1624E-4	6.15475E-5	3.68475E-5	0	2.31859E-5	1.63753E-6	1.92529E-6	3.37132E-7	0	7.68723E-6	0	0	0	0	0	0
10625.47722	0.0021	4.89001E-5	4.65272E-4	2.02659E-4	6.66852E-4	1.71276E-4	1.83802E-4	2.4239E-5	4.40663E-5	3.84973E-5	1.18265E-4	6.2512E-5	3.73608E-5	0	2.34828E-5	1.65698E-6	1.9471E-6	3.40798E-7	3.40948E-7	7.76677E-6	0	0	0	0	0	0
10610.55916	0.00212	4.62165E-5	3.79357E-4	2.43728E-4	7.15074E-4	1.77299E-4	1.89638E-4	2.489E-5	4.514E-5	3.92084E-5	1.20243E-4	6.34994E-5	3.78849E-5	0	2.37856E-5	1.67679E-6	1.96827E-6	3.44681E-7	3.44686E-7	7.84756E-6	0	0	0	0	0	0
10595.68069	0.00218	4.37544E-5	3.12192E-4	2.99849E-4	7.69002E-4	1.84061E-4	1.95495E-4	2.55677E-5	4.61969E-5	3.99394E-5	1.22271E-4	6.45103E-5	3.84201E-5	0	2.40806E-5	1.69695E-6	1.99081E-6	3.48472E-7	3.48487E-7	7.92962E-6	0	0	0	0	0	0
10580.84277	0.00228	4.14892E-5	2.57697E-4	3.77823E-4	8.29639E-4	1.91224E-4	2.01628E-4	2.62735E-5	4.72915E-5	4.06911E-5	1.2435E-4	6.55455E-5	3.89667E-5	0	2.4395E-5	1.71747E-6	2.01375E-6	3.52325E-7	3.5235E-7	8.01297E-6	0	0	0	0	0	0
10566.043	0.00243	3.93999E-5	2.14001E-4	4.86958E-4	8.98232E-4	1.98364E-4	2.08054E-4	2.7009E-5	4.84257E-5	4.14642E-5	1.26484E-4	6.66057E-5	3.95251E-5	0	2.47156E-5	1.73838E-6	2.03601E-6	3.56243E-7	3.56278E-7	8.09409E-6	0	0	0	0	0	0
10551.28234	0.00264	3.74683E-5	1.77686E-4	6.39153E-4	9.72202E-4	2.06407E-4	2.15092E-4	2.77514E-5	4.96014E-5	4.22596E-5	1.28672E-4	6.76919E-5	4.00955E-5	0	2.50425E-5	1.75877E-6	2.05974E-6	3.60226E-7	3.60272E-7	8.18006E-6	0	0	0	0	0	0
10536.56176	0.00293	3.56785E-5	1.50402E-4	8.48293E-4	0.00106	2.14444E-4	2.22178E-4	2.85504E-5	5.08206E-5	4.30386E-5	1.30918E-4	6.88048E-5	4.0649E-5	0	2.53614E-5	1.78043E-6	2.08277E-6	3.64107E-7	3.64333E-7	8.2674E-6	0	0	0	0	0	0
10521.87888	0.00331	3.40166E-5	1.28714E-4	0.00112	0.00116	2.23521E-4	2.2962E-4	2.93579E-5	5.20855E-5	4.38801E-5	1.33223E-4	6.99454E-5	4.12441E-5	0	2.57013E-5	1.8025E-6	2.10732E-6	3.68224E-7	3.68464E-7	8.35243E-6	0	0	0	0	0	0
10507.23465	0.00378	3.24704E-5	1.11381E-4	0.00148	0.00128	2.32615E-4	2.37442E-4	3.02002E-5	5.33985E-5	4.47465E-5	1.35589E-4	7.11145E-5	4.18524E-5	0	2.60328E-5	1.82403E-6	2.13116E-6	3.7241E-7	3.72503E-7	8.44256E-6	0	0	0	0	0	0
10492.62893	0.00437	3.10294E-5	9.74099E-5	0.0019	0.00142	2.42917E-4	2.45671E-4	3.11084E-5	5.4762E-5	4.55957E-5	1.38019E-4	7.22492E-5	4.24428E-5	0	2.63863E-5	1.84692E-6	2.15541E-6	3.76669E-7	3.76774E-7	8.53031E-6	0	0	0	0	0	0
10478.06046	0.00506	2.97524E-5	8.60298E-5	0.00243	0.00158	2.53269E-4	2.53949E-4	3.20279E-5	5.61787E-5	4.65138E-5	1.40388E-4	7.34767E-5	4.30779E-5	0	2.67312E-5	1.86926E-6	2.18007E-6	3.80819E-7	3.8095E-7	8.62334E-6	0	0	0	0	0	0
10463.5313	0.00585	2.84896E-5	7.66503E-5	0.00299	0.00178	2.64319E-4	2.63058E-4	3.2989E-5	5.75725E-5	4.74142E-5	1.42949E-4	7.47357E-5	4.36945E-5	0	2.7083E-5	1.892E-6	2.20636E-6	3.85223E-7	3.85368E-7	8.71393E-6	0	0	0	0	0	0
10449.04128	0.00671	2.73069E-5	6.88259E-5	0.00359	0.00202	2.76897E-4	2.72667E-4	3.3994E-5	5.91009E-5	4.83881E-5	1.4558E-4	7.59584E-5	4.4358E-5	0	2.74581E-5	1.91618E-6	2.23191E-6	3.89516E-7	3.89688E-7	8.80596E-6	0	0	0	6.54436E-7	0	0
10434.58698	0.00759	2.62541E-5	6.25271E-5	0.00415	0.00232	2.89604E-4	2.82812E-4	3.50458E-5	6.06915E-5	4.93439E-5	1.48148E-4	7.72819E-5	4.50025E-5	0	2.78244E-5	1.9398E-6	2.2579E-6	3.94073E-7	3.94082E-7	8.89946E-6	0	0	0	6.60777E-7	0	0
10420.17153	0.00846	2.52085E-5	5.68484E-5	0.00462	0.00269	3.0324E-4	2.93055E-4	3.61474E-5	6.22586E-5	5.03783E-5	1.50924E-4	7.85678E-5	4.56962E-5	0	2.8198E-5	1.96385E-6	2.28435E-6	3.98515E-7	3.98731E-7	8.99861E-6	0	0	0	6.66928E-7	0	0
10405.7937	0.00928	2.42753E-5	5.1957E-5	0.00497	0.00314	3.17902E-4	3.0437E-4	3.73018E-5	6.39799E-5	5.1394E-5	1.53635E-4	7.99602E-5	4.63702E-5	0	2.85791E-5	1.98835E-6	2.31127E-6	4.03032E-7	4.03279E-7	9.0952E-6	0	0	0	6.73166E-7	0	0
10391.45332	0.01005	2.33461E-5	4.79053E-5	0.00514	0.00371	3.33701E-4	3.15818E-4	3.85126E-5	6.56778E-5	5.24409E-5	1.56568E-4	8.13137E-5	4.70592E-5	0	2.89681E-5	2.01331E-6	2.33867E-6	4.07829E-7	4.07905E-7	9.19336E-6	0	0	0	6.79492E-7	0	0
10377.14919	0.01083	2.25148E-5	4.41578E-5	0.00512	0.00446	3.51876E-4	3.2849E-4	3.97416E-5	6.75448E-5	5.35201E-5	1.59433E-4	8.278E-5	4.77637E-5	0	2.9365E-5	2.03875E-6	2.36655E-6	4.12506E-7	4.12611E-7	9.29311E-6	0	5.20893E-6	0	6.85908E-7	0	0
10362.8833	0.01155	2.16852E-5	4.08536E-5	0.0049	0.00536	3.70445E-4	3.4134E-4	4.10745E-5	6.93885E-5	5.4633E-5	1.62377E-4	8.42059E-5	4.85225E-5	0	2.97702E-5	2.06467E-6	2.39358E-6	4.17265E-7	4.174E-7	9.3945E-6	0	5.2617E-6	0	6.92415E-7	0	0
10348.65338	0.01233	2.09414E-5	3.80608E-5	0.00452	0.00648	3.90609E-4	3.55596E-4	4.24296E-5	7.13091E-5	5.57811E-5	1.65565E-4	8.56689E-5	4.92602E-5	0	3.01838E-5	2.09109E-6	2.42246E-6	4.22106E-7	4.22272E-7	9.49304E-6	0	5.31527E-6	0	6.99015E-7	0	0
10334.46034	0.01325	2.02356E-5	3.55557E-5	0.00403	0.00785	4.11142E-4	3.70085E-4	4.39018E-5	7.34249E-5	5.69659E-5	1.68681E-4	8.72548E-5	5.00149E-5	0	3.06061E-5	2.11803E-6	2.45186E-6	4.27032E-7	4.27231E-7	9.59772E-6	0	5.36738E-6	0	7.0571E-7	0	0
10320.30512	0.0144	1.95653E-5	3.3186E-5	0.00348	0.0095	4.35007E-4	3.85478E-4	4.54009E-5	7.55181E-5	5.81889E-5	1.71886E-4	8.87982E-5	5.07872E-5	0	3.10175E-5	2.14548E-6	2.48037E-6	4.32045E-7	4.32277E-7	9.70415E-6	0	5.42259E-6	0	7.12501E-7	0	0
10306.18543	0.01583	1.89282E-5	3.11544E-5	0.0029	0.01147	4.6118E-4	4.01851E-4	4.69784E-5	7.77027E-5	5.94518E-5	1.75183E-4	9.03828E-5	5.15774E-5	0	3.14574E-5	2.17225E-6	2.51084E-6	4.37147E-7	4.37206E-7	9.81236E-6	0	5.47864E-6	0	7.19076E-7	0	0
10292.10327	0.01748	1.82891E-5	2.93092E-5	0.00235	0.01361	4.90002E-4	4.1929E-4	4.86399E-5	7.99841E-5	6.07563E-5	1.78576E-4	9.20101E-5	5.23863E-5	0	3.19068E-5	2.20077E-6	2.54038E-6	4.42339E-7	4.4243E-7	9.91757E-6	0	5.53557E-6	0	7.26062E-7	0	0
10278.05637	0.01963	1.77134E-5	2.75432E-5	0.00187	0.01617	5.21894E-4	4.3789E-4	5.03915E-5	8.2504E-5	6.21044E-5	1.82068E-4	9.36816E-5	5.31703E-5	0	3.23448E-5	2.22986E-6	2.57197E-6	4.47625E-7	4.47749E-7	1.00294E-5	0	5.59097E-6	0	7.3315E-7	0	0
10264.04565	0.02209	1.71647E-5	2.60129E-5	0.00145	0.019	5.57373E-4	4.57754E-4	5.22398E-5	8.50035E-5	6.34979E-5	1.85664E-4	9.5399E-5	5.40171E-5	0	3.28134E-5	2.25822E-6	2.6026E-6	4.5277E-7	4.52946E-7	1.01381E-5	0	5.64967E-6	0	7.40013E-7	0	0
10250.07098	0.02485	1.66414E-5	2.46097E-5	0.00112	0.02201	5.94468E-4	4.79002E-4	5.41922E-5	8.76194E-5	6.48657E-5	1.89367E-4	9.7164E-5	5.48843E-5	0	3.32703E-5	2.28713E-6	2.63536E-6	4.58245E-7	4.58456E-7	1.02537E-5	0	5.7093E-6	0	7.47308E-7	0	0
10236.13222	0.0276	1.61418E-5	2.33195E-5	8.57321E-4	0.02495	6.389E-4	5.01764E-4	5.62566E-5	9.03589E-5	6.6354E-5	1.93182E-4	9.89783E-5	5.57726E-5	0	3.37368E-5	2.31796E-6	2.66714E-6	4.63575E-7	4.63842E-7	1.03661E-5	0	5.76733E-6	0	7.54371E-7	0	0
10222.23026	0.03055	1.56646E-5	2.21302E-5	6.52514E-4	0.02802	6.89371E-4	5.26187E-4	5.84418E-5	9.32301E-5	6.78943E-5	1.97113E-4	1.00844E-4	5.66342E-5	0	3.42361E-5	2.34803E-6	2.69949E-6	4.69247E-7	4.69322E-7	1.04804E-5	0	5.82883E-6	0	7.61536E-7	0	0
10208.36185	0.03324	1.52332E-5	2.10313E-5	5.0647E-4	0.03076	7.43358E-4	5.52438E-4	6.07574E-5	9.60704E-5	6.94078E-5	2.01166E-4	1.02654E-4	5.75656E-5	0	3.47231E-5	2.3801E-6	2.73244E-6	4.75024E-7	4.75135E-7	1.06019E-5	0	5.8887E-6	0	7.69151E-7	0	0
10194.52998	0.03581	1.47958E-5	2.00137E-5	3.99003E-4	0.03332	8.09695E-4	5.79371E-4	6.31299E-5	9.92231E-5	7.10565E-5	2.05345E-4	1.04625E-4	5.84693E-5	0	3.52205E-5	2.41139E-6	2.76769E-6	4.80651E-7	4.80818E-7	1.07201E-5	0	5.9495E-6	0	7.76528E-7	0	0
10180.73347	0.03783	1.43771E-5	1.90696E-5	3.20306E-4	0.03531	8.82032E-4	6.09755E-4	6.57342E-5	1.02535E-4	7.2678E-5	2.09424E-4	1.06653E-4	5.94465E-5	0	3.57532E-5	2.44331E-6	2.8019E-6	4.86378E-7	4.86604E-7	1.08403E-5	0	6.01125E-6	0	7.84011E-7	0	0
10166.97218	0.03941	1.3976E-5	1.81917E-5	2.62447E-4	0.0368	9.72752E-4	6.42592E-4	6.84088E-5	1.06017E-4	7.43557E-5	2.13864E-4	1.0874E-4	6.0395E-5	0	3.62731E-5	2.47586E-6	2.83675E-6	4.92475E-7	4.92494E-7	1.09625E-5	0	6.07671E-6	0	7.91968E-7	0	0
10153.24599	0.04028	1.36126E-5	1.74157E-5	2.19399E-4	0.03757	0.00107	6.76474E-4	7.13522E-5	1.09682E-4	7.61855E-5	2.18202E-4	1.10768E-4	6.14212E-5	0	3.68043E-5	2.50907E-6	2.87225E-6	4.98416E-7	4.98493E-7	1.10868E-5	0	6.14045E-6	0	7.99676E-7	0	0
10139.55475	0.04048	1.32431E-5	1.66499E-5	1.8679E-4	0.03763	0.00119	7.14925E-4	7.43829E-5	1.13322E-4	7.79872E-5	2.22925E-4	1.12977E-4	6.24177E-5	0	3.73474E-5	2.54296E-6	2.90842E-6	5.04465E-7	5.04602E-7	1.12132E-5	0	6.2052E-6	0	8.07497E-7	0	0
10125.89731	0.04002	1.29079E-5	1.59343E-5	1.61553E-4	0.03698	0.00135	7.54769E-4	7.76121E-5	1.1738E-4	7.98539E-5	2.27802E-4	1.15125E-4	6.34961E-5	0	3.79025E-5	2.57753E-6	2.94528E-6	5.10624E-7	5.10823E-7	1.13418E-5	0	6.27098E-6	0	8.15434E-7	0	0
10112.27558	0.03894	1.25668E-5	1.52645E-5	1.42296E-4	0.03568	0.00153	8.00188E-4	8.11805E-5	1.21418E-4	8.18923E-5	2.32573E-4	1.17466E-4	6.45437E-5	0	3.84701E-5	2.61282E-6	2.98096E-6	5.16897E-7	5.17161E-7	1.14727E-5	0	6.33781E-6	0	8.23488E-7	0	0
10098.68842	0.03733	1.22569E-5	1.46686E-5	1.26015E-4	0.0338	0.00174	8.47476E-4	8.48708E-5	1.25928E-4	8.39022E-5	2.37494E-4	1.19743E-4	6.56176E-5	0	3.90226E-5	2.64884E-6	3.01921E-6	5.23287E-7	5.23618E-7	1.16058E-5	0	6.40572E-6	0	8.31663E-7	0	0
10085.13569	0.03534	1.19413E-5	1.40772E-5	1.12612E-4	0.03147	0.00203	8.99078E-4	8.88204E-5	1.30425E-4	8.59873E-5	2.4286E-4	1.22227E-4	6.67185E-5	0	3.96156E-5	2.6856E-6	3.05821E-6	5.29796E-7	5.30196E-7	1.17413E-5	0	6.47473E-6	0	8.39562E-7	0	0
10071.61624	0.03291	1.16543E-5	1.35496E-5	1.0181E-4	0.02864	0.00236	9.55537E-4	9.30544E-5	1.35458E-4	8.81513E-5	2.48113E-4	1.24645E-4	6.78473E-5	0	4.02223E-5	2.72142E-6	3.09797E-6	5.36427E-7	5.36617E-7	1.18728E-5	0	6.54178E-6	0	8.47977E-7	0	0
10058.13097	0.03051	1.13616E-5	1.30246E-5	9.22365E-5	0.02577	0.00276	0.00102	9.76009E-5	1.40487E-4	9.03984E-5	2.53538E-4	1.27135E-4	6.90703E-5	0	4.0843E-5	2.75972E-6	3.13646E-6	5.43183E-7	5.43443E-7	1.20129E-5	0	6.613E-6	0	8.5652E-7	0	0
